,zone,cible_wme,hss,compas,agat,compas_asym,agat_asym
0,3801+3802,14.0,0.44305511254845725,3,0,3,0
1,3805+3807,8.0,0.34389926998347203,3,0,3,7
2,3808,4.0,0.16314634385003565,3,0,3,0
3,3803+3804+3806,2.0,0.24272759767359176,3,0,3,0
