Unnamed: 0,zone,cible_wme,hss,compas,agat,compas_asym,agat_asym
0,4103+4104+4105,14.0,0.3152420519710556,6,7,6,20
1,4106,8.0,0.41932414970586096,6,7,6,7
2,4101,4.0,0.19264224181330286,3,0,3,7
3,4102,2.0,0.3373365497759706,3,0,3,7
