,zone,cible_wme,hss,compas,agat,compas_asym,agat_asym
0,3405+3408+3482+3483,4.0,0.5501656366841667,4,2,4,3
1,3401+3402+3404+3403+3406+3407+3481,2.0,0.5588616799654101,3,0,3,0
