,zone,cible_wme,hss,compas,agat,compas_asym,agat_asym
0,4101,14.0,0.158044963849108,3,7,6,7
1,4106,8.0,0.10192048419517472,3,0,3,0
2,4102+4103+4104+4105,2.0,0.34202904400821643,3,0,3,0
