Unnamed: 0,zone,cible_wme,hss,compas,agat,compas_asym,agat_asym
0,3808,4.0,0.03335611741855953,3,0,3,0
1,3801+3802+3803+3804+3806+3805+3807,2.0,0.029978853884810024,3,0,3,0
