,WWMF,WME,W1,WWMF vs WME,WWMF vs W1,WWMF vs (WME and W1)
2019 11 28 01 00,40,6,7,1,1,2
2019 11 28 02 00,40,3,7,0,1,1
2019 11 28 03 00,4,3,0,1,1,2
2019 11 28 04 00,4,3,0,1,1,2
2019 11 28 05 00,40,6,7,1,1,2
2019 11 28 06 00,4,3,7,1,0,1
2019 11 28 07 00,4,3,0,1,1,2
2019 11 28 08 00,40,6,7,1,1,2
2019 11 28 09 00,40,6,7,1,1,2
2019 11 28 10 00,40,6,7,1,1,2
2019 11 28 11 00,40,6,7,1,1,2
2019 11 28 12 00,4,3,0,1,1,2
2019 11 28 13 00,40,3,0,0,0,0
2019 11 28 14 00,4,3,0,1,1,2
2019 11 28 15 00,4,4,0,0,1,1
2019 11 28 16 00,4,3,0,1,1,2
2019 11 28 17 00,6,3,0,0,1,1
2019 11 28 18 00,4,3,0,1,1,2
2019 11 28 19 00,4,3,0,1,1,2
2019 11 28 20 00,4,3,0,1,1,2
2019 11 28 21 00,4,3,0,1,1,2
2019 11 28 22 00,4,3,0,1,1,2
2019 11 28 23 00,4,3,0,1,1,2
2019 11 29 00 00,4,3,0,1,1,2
2019 11 29 01 00,40,3,0,0,0,0
2019 11 29 02 00,4,3,0,1,1,2
2019 11 29 03 00,4,3,0,1,1,2
2019 11 29 04 00,4,3,0,1,1,2
2019 11 29 05 00,72,6,9,0,0,0
2019 11 29 06 00,40,3,7,0,1,1
2019 11 29 07 00,4,3,0,1,1,2
2019 11 29 08 00,4,3,0,1,1,2
2019 11 29 09 00,40,6,7,1,1,2
2019 11 29 10 00,40,6,7,1,1,2
2019 11 29 11 00,40,6,7,1,1,2
2019 11 29 12 00,40,3,0,0,0,0
2019 11 29 13 00,40,3,7,0,1,1
2019 11 29 14 00,40,3,7,0,1,1
2019 11 29 15 00,40,3,7,0,1,1
2019 11 29 16 00,40,3,7,0,1,1
2019 11 29 17 00,40,3,7,0,1,1
2019 11 29 18 00,0,2,0,0,1,1
2019 11 29 19 00,0,2,0,0,1,1
2019 11 29 20 00,4,4,0,0,1,1
2019 11 29 21 00,4,4,0,0,1,1
2019 11 29 22 00,0,2,0,0,1,1
2019 11 29 23 00,0,2,0,0,1,1
2019 11 30 00 00,0,1,0,1,1,2
