,WWMF,WME,W1,WWMF vs WME,WWMF vs W1,WWMF vs (WME and W1)
2019 11 17 01 00,33,4,0,1,0,1
2019 11 17 02 00,6,4,0,0,1,1
2019 11 17 03 00,6,4,0,0,1,1
2019 11 17 04 00,33,4,0,1,0,1
2019 11 17 05 00,33,4,0,1,0,1
2019 11 17 06 00,33,4,0,1,0,1
2019 11 17 07 00,33,4,0,1,0,1
2019 11 17 08 00,6,4,0,0,1,1
2019 11 17 09 00,4,4,0,0,1,1
2019 11 17 10 00,4,4,0,0,1,1
2019 11 17 11 00,4,3,0,1,1,2
2019 11 17 12 00,4,4,0,0,1,1
2019 11 17 13 00,4,4,0,0,1,1
2019 11 17 14 00,4,3,0,1,1,2
2019 11 17 15 00,4,3,0,1,1,2
2019 11 17 16 00,4,3,0,1,1,2
2019 11 17 17 00,4,3,7,1,0,1
2019 11 17 18 00,40,3,7,0,1,1
2019 11 17 19 00,40,3,7,0,1,1
2019 11 17 20 00,40,6,7,1,1,2
2019 11 17 21 00,40,7,13,0,0,0
2019 11 17 22 00,40,7,13,0,0,0
2019 11 17 23 00,40,6,7,1,1,2
2019 11 18 00 00,40,3,7,0,1,1
2019 11 18 01 00,40,3,7,0,1,1
2019 11 18 02 00,40,3,7,0,1,1
2019 11 18 03 00,40,3,7,0,1,1
2019 11 18 04 00,40,3,7,0,1,1
2019 11 18 05 00,40,3,0,0,0,0
2019 11 18 06 00,4,4,0,0,1,1
2019 11 18 07 00,4,4,0,0,1,1
2019 11 18 08 00,4,4,0,0,1,1
2019 11 18 09 00,32,4,0,1,0,1
2019 11 18 10 00,0,4,0,0,1,1
2019 11 18 11 00,0,4,0,0,1,1
2019 11 18 12 00,4,2,0,0,1,1
2019 11 18 13 00,4,4,0,0,1,1
2019 11 18 14 00,4,3,0,1,1,2
2019 11 18 15 00,4,3,0,1,1,2
2019 11 18 16 00,4,3,0,1,1,2
2019 11 18 17 00,4,3,0,1,1,2
2019 11 18 18 00,4,3,0,1,1,2
2019 11 18 19 00,4,3,0,1,1,2
2019 11 18 20 00,4,3,0,1,1,2
2019 11 18 21 00,4,3,0,1,1,2
2019 11 18 22 00,4,3,0,1,1,2
2019 11 18 23 00,4,3,0,1,1,2
2019 11 19 00 00,4,3,0,1,1,2
