,WWMF,WME,W1,WWMF vs WME,WWMF vs W1,WWMF vs (WME and W1)
2019 12 09 01 00,0,2,0,0,1,1
2019 12 09 02 00,0,2,0,0,1,1
2019 12 09 03 00,4,3,0,1,1,2
2019 12 09 04 00,4,3,0,1,1,2
2019 12 09 05 00,4,3,0,1,1,2
2019 12 09 06 00,4,3,7,1,0,1
2019 12 09 07 00,40,6,7,1,1,2
2019 12 09 08 00,4,3,7,1,0,1
2019 12 09 09 00,40,6,7,1,1,2
2019 12 09 10 00,40,6,7,1,1,2
2019 12 09 11 00,40,6,7,1,1,2
2019 12 09 12 00,40,6,7,1,1,2
2019 12 09 13 00,40,6,7,1,1,2
2019 12 09 14 00,40,6,9,1,0,1
2019 12 09 15 00,40,6,7,1,1,2
2019 12 09 16 00,40,6,7,1,1,2
2019 12 09 17 00,40,6,9,1,0,1
2019 12 09 18 00,40,6,7,1,1,2
2019 12 09 19 00,40,6,13,1,0,1
2019 12 09 20 00,40,6,13,1,0,1
2019 12 09 21 00,40,6,7,1,1,2
2019 12 09 22 00,40,6,7,1,1,2
2019 12 09 23 00,40,3,7,0,1,1
2019 12 10 00 00,4,3,7,1,0,1
2019 12 10 01 00,4,3,7,1,0,1
2019 12 10 02 00,4,3,7,1,0,1
2019 12 10 03 00,4,3,7,1,0,1
2019 12 10 04 00,4,3,0,1,1,2
2019 12 10 05 00,4,3,0,1,1,2
2019 12 10 06 00,4,3,0,1,1,2
2019 12 10 07 00,0,2,0,0,1,1
2019 12 10 08 00,0,2,0,0,1,1
2019 12 10 09 00,0,1,0,1,1,2
2019 12 10 10 00,0,1,0,1,1,2
2019 12 10 11 00,0,1,0,1,1,2
2019 12 10 12 00,6,2,0,1,1,2
2019 12 10 13 00,6,2,0,1,1,2
2019 12 10 14 00,0,1,0,1,1,2
2019 12 10 15 00,0,1,0,1,1,2
2019 12 10 16 00,0,1,0,1,1,2
2019 12 10 17 00,6,2,0,1,1,2
2019 12 10 18 00,6,2,0,1,1,2
2019 12 10 19 00,6,2,0,1,1,2
2019 12 10 20 00,6,2,0,1,1,2
2019 12 10 21 00,6,2,0,1,1,2
2019 12 10 22 00,6,2,0,1,1,2
2019 12 10 23 00,6,2,0,1,1,2
2019 12 11 00 00,6,2,0,1,1,2
