,WWMF,WME,W1,WWMF vs WME,WWMF vs W1,WWMF vs (WME and W1)
2019 12 05 01 00,6,2,0,1,1,2
2019 12 05 02 00,6,2,0,1,1,2
2019 12 05 03 00,6,2,0,1,1,2
2019 12 05 04 00,6,2,0,1,1,2
2019 12 05 05 00,6,2,0,1,1,2
2019 12 05 06 00,6,2,0,1,1,2
2019 12 05 07 00,6,2,0,1,1,2
2019 12 05 08 00,6,2,0,1,1,2
2019 12 05 09 00,6,2,0,1,1,2
2019 12 05 10 00,6,2,0,1,1,2
2019 12 05 11 00,6,2,0,1,1,2
2019 12 05 12 00,6,2,0,1,1,2
2019 12 05 13 00,6,2,0,1,1,2
2019 12 05 14 00,6,2,0,1,1,2
2019 12 05 15 00,6,2,0,1,1,2
2019 12 05 16 00,6,2,0,1,1,2
2019 12 05 17 00,6,2,0,1,1,2
2019 12 05 18 00,6,2,0,1,1,2
2019 12 05 19 00,6,2,0,1,1,2
2019 12 05 20 00,0,1,0,1,1,2
2019 12 05 21 00,0,1,0,1,1,2
2019 12 05 22 00,0,1,0,1,1,2
2019 12 05 23 00,6,2,0,1,1,2
2019 12 06 00 00,6,2,0,1,1,2
2019 12 06 01 00,6,2,0,1,1,2
2019 12 06 02 00,6,2,0,1,1,2
2019 12 06 03 00,6,2,0,1,1,2
2019 12 06 04 00,6,2,0,1,1,2
2019 12 06 05 00,6,2,0,1,1,2
2019 12 06 06 00,0,2,0,0,1,1
2019 12 06 07 00,0,1,0,1,1,2
2019 12 06 08 00,0,1,0,1,1,2
2019 12 06 09 00,0,1,0,1,1,2
2019 12 06 10 00,0,1,0,1,1,2
2019 12 06 11 00,0,1,0,1,1,2
2019 12 06 12 00,0,1,0,1,1,2
2019 12 06 13 00,0,1,0,1,1,2
2019 12 06 14 00,0,1,0,1,1,2
2019 12 06 15 00,0,1,0,1,1,2
2019 12 06 16 00,6,2,0,1,1,2
2019 12 06 17 00,6,2,0,1,1,2
2019 12 06 18 00,6,2,0,1,1,2
2019 12 06 19 00,6,2,0,1,1,2
2019 12 06 20 00,4,3,0,1,1,2
2019 12 06 21 00,4,3,0,1,1,2
2019 12 06 22 00,4,3,0,1,1,2
2019 12 06 23 00,4,3,0,1,1,2
2019 12 07 00 00,4,3,0,1,1,2
