,WWMF,WME,W1,WWMF vs WME,WWMF vs W1,WWMF vs (WME and W1)
2019 12 16 01 00,6,2,0,1,1,2
2019 12 16 02 00,6,2,0,1,1,2
2019 12 16 03 00,6,2,0,1,1,2
2019 12 16 04 00,6,2,0,1,1,2
2019 12 16 05 00,6,2,0,1,1,2
2019 12 16 06 00,6,2,0,1,1,2
2019 12 16 07 00,6,2,0,1,1,2
2019 12 16 08 00,4,3,0,1,1,2
2019 12 16 09 00,6,2,0,1,1,2
2019 12 16 10 00,6,2,0,1,1,2
2019 12 16 11 00,6,2,0,1,1,2
2019 12 16 12 00,6,2,0,1,1,2
2019 12 16 13 00,6,2,0,1,1,2
2019 12 16 14 00,6,2,0,1,1,2
2019 12 16 15 00,6,2,0,1,1,2
2019 12 16 16 00,6,2,0,1,1,2
2019 12 16 17 00,6,2,0,1,1,2
2019 12 16 18 00,6,2,0,1,1,2
2019 12 16 19 00,6,2,0,1,1,2
2019 12 16 20 00,6,2,0,1,1,2
2019 12 16 21 00,4,3,0,1,1,2
2019 12 16 22 00,4,3,0,1,1,2
2019 12 16 23 00,4,3,0,1,1,2
2019 12 17 00 00,4,3,0,1,1,2
2019 12 17 01 00,4,3,0,1,1,2
2019 12 17 02 00,4,3,0,1,1,2
2019 12 17 03 00,4,3,0,1,1,2
2019 12 17 04 00,4,3,0,1,1,2
2019 12 17 05 00,4,3,0,1,1,2
2019 12 17 06 00,4,3,0,1,1,2
2019 12 17 07 00,4,3,0,1,1,2
2019 12 17 08 00,4,3,0,1,1,2
2019 12 17 09 00,4,3,0,1,1,2
2019 12 17 10 00,4,3,0,1,1,2
2019 12 17 11 00,4,3,0,1,1,2
2019 12 17 12 00,4,3,0,1,1,2
2019 12 17 13 00,4,3,0,1,1,2
2019 12 17 14 00,4,3,0,1,1,2
2019 12 17 15 00,4,3,0,1,1,2
2019 12 17 16 00,4,3,0,1,1,2
2019 12 17 17 00,4,4,0,0,1,1
2019 12 17 18 00,4,4,0,0,1,1
2019 12 17 19 00,4,3,0,1,1,2
2019 12 17 20 00,4,2,0,0,1,1
2019 12 17 21 00,4,4,0,0,1,1
2019 12 17 22 00,4,4,0,0,1,1
2019 12 17 23 00,0,2,0,0,1,1
2019 12 18 00 00,0,2,0,0,1,1
