,WWMF,WME,W1,WWMF vs WME,WWMF vs W1,WWMF vs (WME and W1)
2020 01 08 01 00,0,2,0,0,1,1
2020 01 08 02 00,0,1,0,1,1,2
2020 01 08 03 00,0,1,0,1,1,2
2020 01 08 04 00,0,1,0,1,1,2
2020 01 08 05 00,0,2,0,0,1,1
2020 01 08 06 00,4,2,0,0,1,1
2020 01 08 07 00,6,2,0,1,1,2
2020 01 08 08 00,6,2,0,1,1,2
2020 01 08 09 00,0,2,0,0,1,1
2020 01 08 10 00,0,2,0,0,1,1
2020 01 08 11 00,4,2,0,0,1,1
2020 01 08 12 00,6,2,0,1,1,2
2020 01 08 13 00,0,1,0,1,1,2
2020 01 08 14 00,0,1,0,1,1,2
2020 01 08 15 00,6,2,0,1,1,2
2020 01 08 16 00,6,2,0,1,1,2
2020 01 08 17 00,6,2,0,1,1,2
2020 01 08 18 00,6,2,0,1,1,2
2020 01 08 19 00,6,2,0,1,1,2
2020 01 08 20 00,6,2,0,1,1,2
2020 01 08 21 00,0,2,0,0,1,1
2020 01 08 22 00,0,1,0,1,1,2
2020 01 08 23 00,0,2,0,0,1,1
2020 01 09 00 00,6,2,0,1,1,2
2020 01 09 01 00,6,2,0,1,1,2
2020 01 09 02 00,6,2,0,1,1,2
2020 01 09 03 00,0,1,0,1,1,2
2020 01 09 04 00,0,1,0,1,1,2
2020 01 09 05 00,6,2,0,1,1,2
2020 01 09 06 00,0,1,0,1,1,2
2020 01 09 07 00,0,1,0,1,1,2
2020 01 09 08 00,0,1,0,1,1,2
2020 01 09 09 00,0,1,0,1,1,2
2020 01 09 10 00,0,1,0,1,1,2
2020 01 09 11 00,0,1,0,1,1,2
2020 01 09 12 00,6,2,0,1,1,2
2020 01 09 13 00,6,2,0,1,1,2
2020 01 09 14 00,6,2,0,1,1,2
2020 01 09 15 00,6,2,0,1,1,2
2020 01 09 16 00,6,2,0,1,1,2
2020 01 09 17 00,0,1,0,1,1,2
2020 01 09 18 00,0,1,0,1,1,2
2020 01 09 19 00,6,2,0,1,1,2
2020 01 09 20 00,0,2,0,0,1,1
2020 01 09 21 00,0,1,0,1,1,2
2020 01 09 22 00,0,1,0,1,1,2
2020 01 09 23 00,0,2,0,0,1,1
2020 01 10 00 00,0,2,0,0,1,1
