,WWMF,WME,W1,WWMF vs WME,WWMF vs W1,WWMF vs (WME and W1)
2019 11 08 01 00,0,2,0,0,1,1
2019 11 08 02 00,4,4,0,0,1,1
2019 11 08 03 00,4,4,0,0,1,1
2019 11 08 04 00,4,4,0,0,1,1
2019 11 08 05 00,4,4,0,0,1,1
2019 11 08 06 00,32,4,1,1,0,1
2019 11 08 07 00,32,4,1,1,0,1
2019 11 08 08 00,0,2,0,0,1,1
2019 11 08 09 00,0,1,0,1,1,2
2019 11 08 10 00,0,1,0,1,1,2
2019 11 08 11 00,0,1,0,1,1,2
2019 11 08 12 00,0,1,0,1,1,2
2019 11 08 13 00,0,1,0,1,1,2
2019 11 08 14 00,4,2,0,0,1,1
2019 11 08 15 00,4,3,0,1,1,2
2019 11 08 16 00,4,4,0,0,1,1
2019 11 08 17 00,4,3,0,1,1,2
2019 11 08 18 00,4,3,0,1,1,2
2019 11 08 19 00,4,3,0,1,1,2
2019 11 08 20 00,4,3,0,1,1,2
2019 11 08 21 00,4,3,0,1,1,2
2019 11 08 22 00,4,3,0,1,1,2
2019 11 08 23 00,4,3,0,1,1,2
2019 11 09 00 00,4,3,0,1,1,2
2019 11 09 01 00,4,3,0,1,1,2
2019 11 09 02 00,4,3,0,1,1,2
2019 11 09 03 00,32,4,0,1,0,1
2019 11 09 04 00,32,4,0,1,0,1
2019 11 09 05 00,0,4,0,0,1,1
2019 11 09 06 00,32,4,0,1,0,1
2019 11 09 07 00,0,4,0,0,1,1
2019 11 09 08 00,32,4,0,1,0,1
2019 11 09 09 00,32,4,1,1,0,1
2019 11 09 10 00,32,4,0,1,0,1
2019 11 09 11 00,4,4,0,0,1,1
2019 11 09 12 00,4,4,0,0,1,1
2019 11 09 13 00,4,4,0,0,1,1
2019 11 09 14 00,2,2,0,1,1,2
2019 11 09 15 00,0,1,0,1,1,2
2019 11 09 16 00,0,1,0,1,1,2
2019 11 09 17 00,0,2,0,0,1,1
2019 11 09 18 00,6,2,0,1,1,2
2019 11 09 19 00,6,2,0,1,1,2
2019 11 09 20 00,6,2,0,1,1,2
2019 11 09 21 00,6,2,0,1,1,2
2019 11 09 22 00,4,3,0,1,1,2
2019 11 09 23 00,4,3,0,1,1,2
2019 11 10 00 00,4,3,0,1,1,2
