,WWMF,WME,W1,WWMF vs WME,WWMF vs W1,WWMF vs (WME and W1)
2019 11 06 01 00,40,3,7,0,1,1
2019 11 06 02 00,4,3,7,1,0,1
2019 11 06 03 00,4,3,0,1,1,2
2019 11 06 04 00,4,3,0,1,1,2
2019 11 06 05 00,4,3,0,1,1,2
2019 11 06 06 00,4,3,0,1,1,2
2019 11 06 07 00,40,3,7,0,1,1
2019 11 06 08 00,40,3,7,0,1,1
2019 11 06 09 00,40,3,7,0,1,1
2019 11 06 10 00,40,3,0,0,0,0
2019 11 06 11 00,3,3,0,1,1,2
2019 11 06 12 00,3,3,0,1,1,2
2019 11 06 13 00,2,2,0,1,1,2
2019 11 06 14 00,1,1,0,1,1,2
2019 11 06 15 00,0,1,0,1,1,2
2019 11 06 16 00,0,1,0,1,1,2
2019 11 06 17 00,0,1,0,1,1,2
2019 11 06 18 00,0,1,0,1,1,2
2019 11 06 19 00,0,1,0,1,1,2
2019 11 06 20 00,0,1,0,1,1,2
2019 11 06 21 00,0,1,0,1,1,2
2019 11 06 22 00,0,1,0,1,1,2
2019 11 06 23 00,0,1,0,1,1,2
2019 11 07 00 00,0,1,0,1,1,2
2019 11 07 01 00,6,2,0,1,1,2
2019 11 07 02 00,6,2,0,1,1,2
2019 11 07 03 00,4,3,0,1,1,2
2019 11 07 04 00,4,3,0,1,1,2
2019 11 07 05 00,4,3,0,1,1,2
2019 11 07 06 00,4,6,7,0,0,0
2019 11 07 07 00,40,6,7,1,1,2
2019 11 07 08 00,40,6,7,1,1,2
2019 11 07 09 00,4,3,7,1,0,1
2019 11 07 10 00,4,3,0,1,1,2
2019 11 07 11 00,4,3,7,1,0,1
2019 11 07 12 00,4,3,7,1,0,1
2019 11 07 13 00,4,6,7,0,0,0
2019 11 07 14 00,40,6,7,1,1,2
2019 11 07 15 00,4,3,7,1,0,1
2019 11 07 16 00,4,3,7,1,0,1
2019 11 07 17 00,4,3,0,1,1,2
2019 11 07 18 00,4,3,0,1,1,2
2019 11 07 19 00,4,3,0,1,1,2
2019 11 07 20 00,4,3,0,1,1,2
2019 11 07 21 00,4,4,0,0,1,1
2019 11 07 22 00,4,4,0,0,1,1
2019 11 07 23 00,0,2,0,0,1,1
2019 11 08 00 00,0,1,0,1,1,2
