,WWMF,WME,W1,WWMF vs WME,WWMF vs W1,WWMF vs (WME and W1)
2020 01 22 01 00,0,2,0,0,1,1
2020 01 22 02 00,6,2,0,1,1,2
2020 01 22 03 00,6,2,0,1,1,2
2020 01 22 04 00,6,2,0,1,1,2
2020 01 22 05 00,0,1,0,1,1,2
2020 01 22 06 00,0,2,0,0,1,1
2020 01 22 07 00,6,2,0,1,1,2
2020 01 22 08 00,4,2,0,0,1,1
2020 01 22 09 00,4,3,0,1,1,2
2020 01 22 10 00,6,2,0,1,1,2
2020 01 22 11 00,0,1,0,1,1,2
2020 01 22 12 00,0,1,0,1,1,2
2020 01 22 13 00,0,1,0,1,1,2
2020 01 22 14 00,0,1,0,1,1,2
2020 01 22 15 00,0,1,0,1,1,2
2020 01 22 16 00,0,1,0,1,1,2
2020 01 22 17 00,0,1,0,1,1,2
2020 01 22 18 00,0,1,0,1,1,2
2020 01 22 19 00,0,1,0,1,1,2
2020 01 22 20 00,0,1,0,1,1,2
2020 01 22 21 00,0,1,0,1,1,2
2020 01 22 22 00,0,1,0,1,1,2
2020 01 22 23 00,0,1,0,1,1,2
2020 01 23 00 00,6,2,0,1,1,2
2020 01 23 01 00,6,2,0,1,1,2
2020 01 23 02 00,6,2,0,1,1,2
2020 01 23 03 00,6,2,0,1,1,2
2020 01 23 04 00,6,2,0,1,1,2
2020 01 23 05 00,6,2,0,1,1,2
2020 01 23 06 00,4,4,0,0,1,1
2020 01 23 07 00,0,2,0,0,1,1
2020 01 23 08 00,0,2,0,0,1,1
2020 01 23 09 00,0,2,0,0,1,1
2020 01 23 10 00,4,4,0,0,1,1
2020 01 23 11 00,4,3,0,1,1,2
2020 01 23 12 00,4,3,0,1,1,2
2020 01 23 13 00,4,3,0,1,1,2
2020 01 23 14 00,4,3,0,1,1,2
2020 01 23 15 00,0,2,0,0,1,1
2020 01 23 16 00,0,2,0,0,1,1
2020 01 23 17 00,0,2,0,0,1,1
2020 01 23 18 00,0,2,0,0,1,1
2020 01 23 19 00,4,4,0,0,1,1
2020 01 23 20 00,0,2,0,0,1,1
2020 01 23 21 00,0,1,0,1,1,2
2020 01 23 22 00,0,1,0,1,1,2
2020 01 23 23 00,0,1,0,1,1,2
2020 01 24 00 00,0,1,0,1,1,2
