,WWMF,WME,W1,WWMF vs WME,WWMF vs W1,WWMF vs (WME and W1)
2019 11 19 01 00,0,2,0,0,1,1
2019 11 19 02 00,4,3,0,1,1,2
2019 11 19 03 00,4,3,0,1,1,2
2019 11 19 04 00,4,3,0,1,1,2
2019 11 19 05 00,4,3,0,1,1,2
2019 11 19 06 00,4,3,0,1,1,2
2019 11 19 07 00,4,4,0,0,1,1
2019 11 19 08 00,6,4,0,0,1,1
2019 11 19 09 00,6,4,0,0,1,1
2019 11 19 10 00,4,4,0,0,1,1
2019 11 19 11 00,4,4,0,0,1,1
2019 11 19 12 00,4,4,0,0,1,1
2019 11 19 13 00,4,3,0,1,1,2
2019 11 19 14 00,4,3,0,1,1,2
2019 11 19 15 00,4,3,0,1,1,2
2019 11 19 16 00,4,4,0,0,1,1
2019 11 19 17 00,4,4,0,0,1,1
2019 11 19 18 00,4,4,0,0,1,1
2019 11 19 19 00,4,4,0,0,1,1
2019 11 19 20 00,4,4,0,0,1,1
2019 11 19 21 00,0,4,0,0,1,1
2019 11 19 22 00,0,4,0,0,1,1
2019 11 19 23 00,0,4,0,0,1,1
2019 11 20 00 00,0,4,0,0,1,1
2019 11 20 01 00,0,4,0,0,1,1
2019 11 20 02 00,0,4,0,0,1,1
2019 11 20 03 00,0,4,0,0,1,1
2019 11 20 04 00,0,4,0,0,1,1
2019 11 20 05 00,0,4,0,0,1,1
2019 11 20 06 00,0,4,0,0,1,1
2019 11 20 07 00,0,2,0,0,1,1
2019 11 20 08 00,0,2,0,0,1,1
2019 11 20 09 00,0,1,0,1,1,2
2019 11 20 10 00,0,1,0,1,1,2
2019 11 20 11 00,0,1,0,1,1,2
2019 11 20 12 00,0,1,0,1,1,2
2019 11 20 13 00,0,1,0,1,1,2
2019 11 20 14 00,0,1,0,1,1,2
2019 11 20 15 00,0,1,0,1,1,2
2019 11 20 16 00,0,1,0,1,1,2
2019 11 20 17 00,0,1,0,1,1,2
2019 11 20 18 00,0,1,0,1,1,2
2019 11 20 19 00,0,1,0,1,1,2
2019 11 20 20 00,0,1,0,1,1,2
2019 11 20 21 00,0,1,0,1,1,2
2019 11 20 22 00,0,2,0,0,1,1
2019 11 20 23 00,0,1,0,1,1,2
2019 11 21 00 00,6,2,0,1,1,2
