,WWMF,WME,W1,WWMF vs WME,WWMF vs W1,WWMF vs (WME and W1)
2020 01 19 01 00,4,3,0,1,1,2
2020 01 19 02 00,4,3,0,1,1,2
2020 01 19 03 00,6,4,0,0,1,1
2020 01 19 04 00,6,2,0,1,1,2
2020 01 19 05 00,6,2,0,1,1,2
2020 01 19 06 00,4,3,0,1,1,2
2020 01 19 07 00,4,3,0,1,1,2
2020 01 19 08 00,4,3,0,1,1,2
2020 01 19 09 00,4,3,0,1,1,2
2020 01 19 10 00,4,3,0,1,1,2
2020 01 19 11 00,4,3,0,1,1,2
2020 01 19 12 00,4,4,0,0,1,1
2020 01 19 13 00,4,4,0,0,1,1
2020 01 19 14 00,0,2,0,0,1,1
2020 01 19 15 00,0,1,0,1,1,2
2020 01 19 16 00,0,1,0,1,1,2
2020 01 19 17 00,0,1,0,1,1,2
2020 01 19 18 00,0,1,0,1,1,2
2020 01 19 19 00,0,1,0,1,1,2
2020 01 19 20 00,0,1,0,1,1,2
2020 01 19 21 00,0,1,0,1,1,2
2020 01 19 22 00,0,1,0,1,1,2
2020 01 19 23 00,0,1,0,1,1,2
2020 01 20 00 00,0,1,0,1,1,2
2020 01 20 01 00,0,1,0,1,1,2
2020 01 20 02 00,0,1,0,1,1,2
2020 01 20 03 00,0,1,0,1,1,2
2020 01 20 04 00,0,1,0,1,1,2
2020 01 20 05 00,0,2,0,0,1,1
2020 01 20 06 00,0,2,0,0,1,1
2020 01 20 07 00,4,4,0,0,1,1
2020 01 20 08 00,4,4,0,0,1,1
2020 01 20 09 00,4,3,0,1,1,2
2020 01 20 10 00,4,3,0,1,1,2
2020 01 20 11 00,4,3,0,1,1,2
2020 01 20 12 00,4,3,0,1,1,2
2020 01 20 13 00,4,3,0,1,1,2
2020 01 20 14 00,4,2,0,0,1,1
2020 01 20 15 00,0,2,0,0,1,1
2020 01 20 16 00,0,1,0,1,1,2
2020 01 20 17 00,0,2,0,0,1,1
2020 01 20 18 00,0,2,0,0,1,1
2020 01 20 19 00,4,2,0,0,1,1
2020 01 20 20 00,4,2,0,0,1,1
2020 01 20 21 00,6,2,0,1,1,2
2020 01 20 22 00,6,2,0,1,1,2
2020 01 20 23 00,6,2,0,1,1,2
2020 01 21 00 00,6,2,0,1,1,2
