,WWMF,WME,W1,WWMF vs WME,WWMF vs W1,WWMF vs (WME and W1)
2019 11 18 01 00,40,3,1,0,0,0
2019 11 18 02 00,40,3,0,0,0,0
2019 11 18 03 00,4,4,0,0,1,1
2019 11 18 04 00,4,4,0,0,1,1
2019 11 18 05 00,4,3,0,1,1,2
2019 11 18 06 00,4,3,0,1,1,2
2019 11 18 07 00,4,3,0,1,1,2
2019 11 18 08 00,4,3,0,1,1,2
2019 11 18 09 00,4,3,0,1,1,2
2019 11 18 10 00,4,4,0,0,1,1
2019 11 18 11 00,0,2,0,0,1,1
2019 11 18 12 00,0,2,0,0,1,1
2019 11 18 13 00,4,4,0,0,1,1
2019 11 18 14 00,4,2,0,0,1,1
2019 11 18 15 00,6,2,0,1,1,2
2019 11 18 16 00,6,2,0,1,1,2
2019 11 18 17 00,4,4,0,0,1,1
2019 11 18 18 00,4,3,0,1,1,2
2019 11 18 19 00,4,4,0,0,1,1
2019 11 18 20 00,6,2,0,1,1,2
2019 11 18 21 00,6,4,0,0,1,1
2019 11 18 22 00,4,4,0,0,1,1
2019 11 18 23 00,4,4,0,0,1,1
2019 11 19 00 00,4,4,0,0,1,1
2019 11 19 01 00,4,4,0,0,1,1
2019 11 19 02 00,4,3,0,1,1,2
2019 11 19 03 00,4,3,0,1,1,2
2019 11 19 04 00,4,3,0,1,1,2
2019 11 19 05 00,4,3,0,1,1,2
2019 11 19 06 00,4,3,0,1,1,2
2019 11 19 07 00,4,4,0,0,1,1
2019 11 19 08 00,0,4,0,0,1,1
2019 11 19 09 00,0,4,0,0,1,1
2019 11 19 10 00,0,4,0,0,1,1
2019 11 19 11 00,4,4,0,0,1,1
2019 11 19 12 00,4,4,0,0,1,1
2019 11 19 13 00,4,4,0,0,1,1
2019 11 19 14 00,4,4,0,0,1,1
2019 11 19 15 00,4,4,0,0,1,1
2019 11 19 16 00,4,3,0,1,1,2
2019 11 19 17 00,4,3,0,1,1,2
2019 11 19 18 00,4,3,0,1,1,2
2019 11 19 19 00,4,4,0,0,1,1
2019 11 19 20 00,4,4,0,0,1,1
2019 11 19 21 00,0,2,0,0,1,1
2019 11 19 22 00,0,2,0,0,1,1
2019 11 19 23 00,0,2,0,0,1,1
2019 11 20 00 00,0,2,0,0,1,1
