,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 11 16 01 00,6,2,10900,1,15287,0,3777,7,9298,2,13193,4,18858,0,5684,7,9411,1,1,1,1,4
2019 11 16 02 00,0,1,8329,2,12903,0,3464,7,9696,1,11930,2,14289,0,5044,7,9732,1,1,1,1,4
2019 11 16 03 00,0,1,6961,2,14035,0,3586,7,9835,1,9905,2,15382,0,5165,7,9880,1,1,1,1,4
2019 11 16 04 00,0,1,5919,2,14144,0,3108,7,9424,1,8446,2,15332,0,4569,7,9438,1,1,1,1,4
2019 11 16 05 00,0,1,5698,2,14045,0,3560,7,9798,1,8226,2,15228,0,5226,7,9799,1,1,1,1,4
2019 11 16 06 00,0,1,7148,2,13227,0,4556,7,10675,1,10394,2,14565,0,6564,7,10675,1,1,1,1,4
2019 11 16 07 00,0,1,6398,2,13980,0,4303,7,10491,1,9224,2,15285,0,6170,7,10511,1,1,1,1,4
2019 11 16 08 00,0,1,6992,2,13882,0,4202,7,10425,1,10022,2,15242,0,5990,7,10425,1,1,1,1,4
2019 11 16 09 00,0,1,10376,2,14079,0,3927,7,10216,1,14543,2,15918,0,5563,7,10216,1,1,1,1,4
2019 11 16 10 00,0,1,8294,2,14036,0,2718,7,9260,1,11559,2,15448,0,3778,7,9260,1,1,1,1,4
2019 11 16 11 00,0,1,6584,2,13043,0,1750,7,8452,1,9279,2,13993,0,2456,7,8452,1,1,1,1,4
2019 11 16 12 00,6,2,9396,1,13274,0,410,7,7342,2,10671,4,18332,0,604,7,7342,1,1,1,1,4
2019 11 16 13 00,6,2,8455,4,13823,0,13,7,7028,2,10622,4,13823,0,21,7,7028,1,1,1,1,4
2019 11 16 14 00,6,2,10623,4,13499,0,34,7,7044,2,13413,4,13499,0,52,7,7044,1,1,1,1,4
2019 11 16 15 00,0,2,15481,1,17153,0,402,7,6806,2,18318,4,20234,0,752,7,6808,0,1,0,1,2
2019 11 16 16 00,0,1,17163,2,18684,0,3505,7,6999,12,21979,2,22815,0,5719,7,8013,1,1,0,1,3
2019 11 16 17 00,4,3,16453,4,19167,0,2589,7,5325,3,18652,6,20414,0,4892,7,5392,1,1,1,1,4
2019 11 16 18 00,4,3,4852,4,12187,0,2566,7,6377,3,6569,6,13060,0,4541,7,6532,1,1,1,1,4
2019 11 16 19 00,4,3,4361,4,11241,0,2240,7,6632,3,5798,4,13697,0,3919,7,6766,1,1,1,1,4
2019 11 16 20 00,4,3,5167,4,10875,0,1729,7,6896,3,6198,4,12583,0,2971,7,7023,1,1,1,1,4
2019 11 16 21 00,4,3,6061,4,11509,0,1848,7,6761,3,7280,4,13453,0,3213,7,6829,1,1,1,1,4
2019 11 16 22 00,4,3,13959,4,15167,0,2135,7,7217,3,15118,4,16889,0,3497,7,7278,1,1,1,1,4
2019 11 16 23 00,4,3,8234,4,12852,0,2166,7,6808,3,9596,4,15048,0,3686,7,6861,1,1,1,1,4
2019 11 17 00 00,4,3,6823,4,11431,0,2221,7,7395,3,7957,4,13035,0,3584,7,7459,1,1,1,1,4
2019 11 17 01 00,4,3,2891,4,9686,0,2168,7,7215,3,4072,4,11406,0,3614,7,7258,1,1,1,1,4
2019 11 17 02 00,4,3,15212,4,16220,0,2289,7,6800,3,16614,4,18532,0,3945,7,6924,1,1,1,1,4
2019 11 17 03 00,4,4,18598,2,19010,0,2531,7,6791,3,20695,4,21156,0,4351,7,6975,0,1,1,1,3
2019 11 17 04 00,0,1,13165,2,17521,0,2754,7,6920,1,18734,2,20774,0,4738,7,7027,1,1,1,1,4
2019 11 17 05 00,0,1,14089,2,17847,0,3283,7,7372,1,19988,2,21319,0,5490,7,7535,1,1,1,1,4
2019 11 17 06 00,0,1,13668,2,17817,0,2654,7,6812,1,19359,2,21184,0,4579,7,6875,1,1,1,1,4
2019 11 17 07 00,0,1,14586,2,17644,0,2492,7,6973,1,20493,2,21023,0,4258,7,7033,1,1,1,1,4
2019 11 17 08 00,0,2,18185,1,19709,0,2308,7,6858,2,22348,4,23451,0,3996,7,6946,0,1,0,1,2
2019 11 17 09 00,0,1,16599,2,17111,0,2152,7,7094,2,20564,1,23067,0,3622,7,7137,1,1,0,1,3
2019 11 17 10 00,0,1,16987,2,17761,0,1743,7,6610,2,21366,12,23478,0,3091,7,6637,1,1,0,1,3
2019 11 17 11 00,0,1,15115,2,16417,0,1481,7,6536,2,19499,1,21085,0,2656,7,6572,1,1,0,1,3
2019 11 17 12 00,0,2,15406,1,17552,0,1042,7,6798,2,18489,4,21226,0,1840,7,6815,0,1,0,1,2
2019 11 17 13 00,0,1,14189,2,14489,0,861,7,6872,2,16889,1,19670,0,1538,7,6881,1,1,0,1,3
