,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 11 11 01 00,0,1,8485,2,13991,0,2179,7,8742,1,11805,2,15406,0,3114,7,8742,1,1,1,1,4
2019 11 11 02 00,6,2,6098,4,12433,0,2133,7,8494,2,8200,4,12715,0,3116,7,8496,1,1,1,1,4
2019 11 11 03 00,6,2,5882,4,14452,0,2033,7,8404,2,7424,4,14732,0,3001,7,8406,1,1,1,1,4
2019 11 11 04 00,6,2,4765,4,12708,0,2058,7,8665,2,6292,4,12714,0,2975,7,8665,1,1,1,1,4
2019 11 11 05 00,6,2,6626,4,11631,0,2316,7,8701,2,9028,4,11851,0,3366,7,8728,1,1,1,1,4
2019 11 11 06 00,4,3,8282,4,9378,0,2523,7,8851,3,8948,4,9606,0,3689,7,8877,1,1,1,1,4
2019 11 11 07 00,4,3,6196,4,8330,0,2593,7,9110,3,6761,4,8330,0,3723,7,9110,1,1,1,1,4
2019 11 11 08 00,4,4,9782,3,10112,0,2023,7,8639,4,9782,5,10237,0,2933,7,8639,0,1,0,1,2
2019 11 11 09 00,4,4,9840,3,9947,0,1512,7,8206,4,9840,5,10211,0,2254,7,8206,0,1,0,1,2
2019 11 11 10 00,4,3,3749,4,8113,0,469,7,7385,3,3865,4,8113,0,701,7,7385,1,1,1,1,4
2019 11 11 11 00,4,3,28,4,6990,0,109,7,7103,3,56,4,6990,0,165,7,7103,1,1,1,1,4
2019 11 11 12 00,4,3,300,4,7115,0,10,7,7025,3,303,4,7115,0,16,7,7025,1,1,1,1,4
2019 11 11 13 00,4,3,1774,4,7751,0,87,7,7085,3,1796,4,7751,0,131,7,7085,1,1,1,1,4
2019 11 11 14 00,4,3,7925,4,10595,0,92,7,7090,3,7948,4,10595,0,138,7,7090,1,1,1,1,4
2019 11 11 15 00,4,4,13161,5,13183,0,89,7,7088,4,13161,5,13183,0,133,7,7088,0,1,0,1,2
2019 11 11 16 00,0,2,17264,4,18304,0,650,7,6379,4,19592,5,20238,0,1298,7,6379,0,1,0,1,2
2019 11 11 17 00,4,3,13206,4,15943,0,1372,7,5797,3,14512,4,18521,0,2695,7,5797,1,1,1,1,4
2019 11 11 18 00,4,3,17328,4,17819,0,1848,7,6271,3,18689,4,20311,0,3324,7,6301,1,1,1,1,4
2019 11 11 19 00,4,3,16087,4,16905,0,1767,7,6389,3,17362,4,19205,0,3152,7,6532,1,1,1,1,4
2019 11 11 20 00,0,2,17821,4,20186,0,3008,7,7572,2,22040,4,22268,0,4888,7,7612,0,1,0,1,2
2019 11 11 21 00,0,1,14881,2,17435,0,2307,7,6948,2,20776,1,20827,0,3931,7,6983,1,1,0,1,3
2019 11 11 22 00,0,1,9279,2,16995,0,1848,7,6561,1,13225,2,19431,0,3278,7,6635,1,1,1,1,4
2019 11 11 23 00,0,1,11506,2,17669,0,1636,7,6243,1,16166,2,20532,0,2971,7,6367,1,1,1,1,4
2019 11 12 00 00,0,1,11121,2,16418,0,1670,7,6947,1,15574,2,18880,0,2849,7,6967,1,1,1,1,4
2019 11 12 01 00,0,1,9371,2,15542,0,2431,7,8102,1,13184,2,17548,0,3714,7,8123,1,1,1,1,4
2019 11 12 02 00,0,1,9015,2,14982,0,2840,7,8840,1,12635,2,16781,0,4125,7,8870,1,1,1,1,4
2019 11 12 03 00,0,1,8989,2,15938,0,1691,7,7290,1,12607,2,17941,0,2766,7,7308,1,1,1,1,4
2019 11 12 04 00,0,1,8812,2,16338,0,1475,7,6773,1,12444,2,18441,0,2557,7,6822,1,1,1,1,4
2019 11 12 05 00,0,1,8443,2,16786,0,1236,7,6247,1,11971,2,18964,0,2313,7,6320,1,1,1,1,4
2019 11 12 06 00,0,1,10914,2,17993,0,1688,7,5903,1,15527,2,20920,0,3158,7,6065,1,1,1,1,4
2019 11 12 07 00,0,1,11293,2,16889,0,1196,7,6227,1,15845,2,19488,0,2280,7,6234,1,1,1,1,4
2019 11 12 08 00,0,1,12462,2,16527,0,1608,7,7059,1,17298,2,19147,0,2723,7,7097,1,1,1,1,4
2019 11 12 09 00,0,1,13981,2,16915,0,1819,7,7056,1,19428,2,19874,0,3076,7,7061,1,1,1,1,4
2019 11 12 10 00,0,1,10307,2,15987,0,2289,7,7711,1,14505,2,18254,0,3618,7,7765,1,1,1,1,4
2019 11 12 11 00,0,1,8496,2,15545,0,2064,7,7861,1,11935,2,17382,0,3200,7,7861,1,1,1,1,4
2019 11 12 12 00,0,1,7646,2,14808,0,2532,7,8770,1,10701,2,16314,0,3648,7,8770,1,1,1,1,4
2019 11 12 13 00,0,1,8626,2,15716,0,1595,7,7504,1,11999,2,17545,0,2522,7,7542,1,1,1,1,4
2019 11 12 14 00,0,1,12440,2,17112,0,1080,7,6281,1,17272,2,19852,0,2045,7,6319,1,1,1,1,4
2019 11 12 15 00,0,1,16823,2,17918,0,1333,7,5841,2,21593,12,22908,0,2609,7,5887,1,1,0,1,3
2019 11 12 16 00,0,1,17521,2,17702,0,1452,7,6074,2,21423,12,23072,0,2737,7,6077,1,1,0,1,3
2019 11 12 17 00,0,1,14173,2,17681,0,1706,7,6063,1,19876,2,20990,0,3138,7,6269,1,1,1,1,4
2019 11 12 18 00,0,1,10449,2,16979,0,1106,7,5952,1,14770,2,19514,0,2203,7,5952,1,1,1,1,4
2019 11 12 19 00,0,1,13487,2,17895,0,1438,7,5726,1,18999,2,21153,0,2824,7,5768,1,1,1,1,4
2019 11 12 20 00,0,1,15601,2,17852,0,1648,7,6011,2,21398,1,21872,0,3094,7,6065,1,1,0,1,3
2019 11 12 21 00,0,1,14784,2,18692,0,1629,7,5555,1,20830,2,22353,0,3177,7,5622,1,1,1,1,4
2019 11 12 22 00,0,1,14115,2,17327,0,1265,7,6167,1,19669,2,20424,0,2378,7,6252,1,1,1,1,4
2019 11 12 23 00,0,1,10723,2,16189,0,921,7,6290,1,15006,2,18504,0,1782,7,6299,1,1,1,1,4
2019 11 13 00 00,0,1,12761,2,16582,0,1233,7,6676,1,17693,2,19238,0,2188,7,6687,1,1,1,1,4
