,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 11 08 01 00,0,1,11073,2,14717,0,3182,7,8817,1,15677,2,16905,0,4875,7,8817,1,1,1,1,4
2019 11 08 02 00,0,1,12171,2,13412,0,3421,7,9385,2,15491,1,17214,0,5080,7,9385,1,1,0,1,3
2019 11 08 03 00,0,2,11459,1,14976,0,2264,7,7830,2,13717,4,20299,0,3622,7,7830,0,1,0,1,2
2019 11 08 04 00,0,2,14325,4,16730,0,2674,7,8945,4,16964,2,17379,0,3955,7,8945,0,1,0,1,2
2019 11 08 05 00,0,2,12565,1,15115,0,2550,7,8615,2,14882,4,19028,0,3865,7,8623,0,1,0,1,2
2019 11 08 06 00,6,2,12282,4,14877,0,1863,7,7738,2,15668,4,15715,0,2984,7,7746,1,1,1,1,4
2019 11 08 07 00,4,3,10130,4,12563,0,1474,7,6474,3,11226,4,14493,0,2671,7,6544,1,1,1,1,4
2019 11 08 08 00,6,2,11937,3,12127,0,1653,7,7157,3,13000,4,13879,0,2768,7,7294,1,1,0,1,3
2019 11 08 09 00,4,3,10369,4,12416,0,1362,7,6695,3,11288,4,14008,0,2416,7,6789,1,1,1,1,4
2019 11 08 10 00,4,3,11975,4,13280,0,1000,7,6579,3,12748,4,14668,0,1834,7,6632,1,1,1,1,4
2019 11 08 11 00,4,4,16520,3,16967,0,1002,7,6322,3,17837,4,18194,0,1908,7,6353,0,1,1,1,3
2019 11 08 12 00,4,3,10561,4,13066,0,970,7,6558,3,11314,4,14436,0,1791,7,6561,1,1,1,1,4
2019 11 08 13 00,4,3,7335,4,11127,0,1335,7,7022,3,8099,4,12305,0,2274,7,7041,1,1,1,1,4
2019 11 08 14 00,4,3,4587,4,10896,0,1448,7,6438,3,5655,4,12840,0,2612,7,6504,1,1,1,1,4
2019 11 08 15 00,4,3,5596,6,10319,0,2852,7,5200,3,8003,6,10440,0,5271,7,5562,1,1,1,1,4
2019 11 08 16 00,40,6,7338,3,8397,7,4811,0,5664,6,7926,3,12596,7,5937,0,9968,1,1,1,1,4
2019 11 08 17 00,40,6,5514,3,10500,7,3991,0,6809,6,6161,7,15590,7,5233,9,10512,1,1,1,1,4
2019 11 08 18 00,40,6,6378,3,9680,7,3753,0,5625,6,6847,3,14394,7,4412,0,10371,1,1,1,1,4
2019 11 08 19 00,4,3,10079,6,11003,7,7562,0,8362,6,13081,3,15199,7,9793,0,13596,1,0,0,0,1
2019 11 08 20 00,4,3,9347,6,13550,0,2765,7,4991,3,11832,6,13653,7,5088,0,5265,1,1,1,0,3
2019 11 08 21 00,4,3,15984,4,16869,0,1845,7,6471,3,17309,4,19155,0,3265,7,6564,1,1,1,1,4
2019 11 08 22 00,4,3,15725,4,16719,0,1642,7,6432,3,16947,4,18855,0,2936,7,6483,1,1,1,1,4
2019 11 08 23 00,4,3,9301,4,12943,0,1890,7,6838,3,10473,4,14839,0,3247,7,6875,1,1,1,1,4
2019 11 09 00 00,4,3,6438,4,11178,0,2005,7,7286,3,7464,4,12676,0,3329,7,7353,1,1,1,1,4
2019 11 09 01 00,4,4,15601,3,16424,0,1929,7,7411,4,16883,3,17365,0,3160,7,7441,0,1,0,1,2
2019 11 09 02 00,0,2,16564,4,18582,0,1906,7,7545,4,19714,2,20288,0,3051,7,7600,0,1,0,1,2
2019 11 09 03 00,0,2,15535,1,15755,0,1841,7,7288,2,18493,1,21891,0,3009,7,7346,0,1,0,1,2
2019 11 09 04 00,0,1,12911,2,16543,0,2157,7,7300,1,18047,2,19322,0,3526,7,7465,1,1,1,1,4
2019 11 09 05 00,0,1,11071,2,16229,0,2266,7,7482,1,15571,2,18686,0,3643,7,7662,1,1,1,1,4
2019 11 09 06 00,0,1,10744,2,15899,0,2659,7,8035,1,15114,2,18236,0,4114,7,8226,1,1,1,1,4
2019 11 09 07 00,0,1,10177,2,15366,0,2750,7,8405,1,14305,2,17483,0,4194,7,8556,1,1,1,1,4
2019 11 09 08 00,0,1,11818,2,14060,0,2804,7,8613,2,16187,1,16657,0,4206,7,8644,1,1,0,1,3
2019 11 09 09 00,0,2,11794,1,14110,0,2966,7,8920,2,13889,4,19457,0,4358,7,8929,0,1,0,1,2
2019 11 09 10 00,0,1,10614,2,12264,0,2745,7,8758,2,13905,1,15197,0,4055,7,8768,1,1,0,1,3
2019 11 09 11 00,0,1,6164,2,14168,0,2520,7,8883,1,8733,2,15345,0,3663,7,8905,1,1,1,1,4
2019 11 09 12 00,0,1,5452,2,13971,0,1605,7,8234,1,7644,2,14912,0,2335,7,8234,1,1,1,1,4
2019 11 09 13 00,0,1,4144,2,13930,0,947,7,7760,1,5774,2,14608,0,1419,7,7760,1,1,1,1,4
2019 11 09 14 00,0,1,5088,2,13014,0,325,7,7277,1,7094,2,13627,0,475,7,7277,1,1,1,1,4
