,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2020 01 01 01 00,0,1,10224,2,13747,0,11986,7,16882,1,15267,2,16179,0,16712,7,16882,1,1,1,1,4
2020 01 01 02 00,0,1,10614,2,13797,0,12744,7,17541,1,15848,2,16336,7,17541,0,17676,1,1,1,0,3
2020 01 01 03 00,0,1,10380,2,13891,0,12886,7,17653,1,15537,2,16425,7,17653,0,17888,1,1,1,0,3
2020 01 01 04 00,6,2,9295,4,13287,0,12366,7,17235,2,11806,4,13287,0,17138,7,17235,1,1,1,1,4
2020 01 01 05 00,6,2,6469,4,9981,0,13129,7,17913,2,9100,4,9981,7,17913,0,18073,1,1,1,0,3
2020 01 01 06 00,33,2,10398,1,14142,0,13145,7,17934,2,12955,4,14206,7,17934,0,18075,0,0,0,0,0
2020 01 01 07 00,0,1,10608,2,13836,0,13281,7,18037,1,15856,2,16396,7,18037,0,18289,1,1,1,0,3
2020 01 01 08 00,0,1,10972,2,13872,0,13603,7,18284,1,16394,2,16526,7,18284,0,18783,1,1,1,0,3
2020 01 01 09 00,0,1,10294,2,13874,0,13089,7,17870,1,15409,2,16383,7,17870,0,18043,1,1,1,0,3
2020 01 01 10 00,0,1,9858,2,13769,0,12378,7,17259,1,14770,2,16154,0,17114,7,17259,1,1,1,1,4
2020 01 01 11 00,0,2,10087,1,11854,0,9709,7,15017,2,12031,4,16347,0,13511,7,15017,0,1,0,1,2
2020 01 01 12 00,6,2,5003,1,14042,0,5212,7,11201,2,6217,4,14183,0,7538,7,11201,1,1,1,1,4
2020 01 01 13 00,6,2,1842,4,13898,0,2164,7,8755,2,2337,4,13898,0,3130,7,8755,1,1,1,1,4
2020 01 01 14 00,6,2,2177,1,13160,0,1493,7,8226,2,2500,4,14921,0,2133,7,8226,1,1,1,1,4
2020 01 01 15 00,6,2,1772,4,13956,0,1066,7,7883,2,2235,4,13956,0,1516,7,7883,1,1,1,1,4
2020 01 01 16 00,6,2,2338,4,12858,0,1349,7,8103,2,3217,4,12858,0,1947,7,8103,1,1,1,1,4
2020 01 01 17 00,6,2,4593,4,12029,0,1466,7,8172,2,6243,4,12029,0,2180,7,8172,1,1,1,1,4
2020 01 01 18 00,6,2,8259,4,10839,0,1299,7,8028,4,10839,2,11123,0,1965,7,8028,1,1,0,1,3
