,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 12 24 01 00,0,1,9042,2,14053,0,1608,7,8271,1,12502,2,15522,0,2424,7,8271,1,1,1,1,4
2019 12 24 02 00,0,1,13200,2,14162,0,529,7,7424,2,16127,1,17978,0,815,7,7424,1,1,0,1,3
2019 12 24 03 00,4,2,13291,4,14715,0,763,7,7601,4,14715,5,14925,0,1183,7,7601,0,1,0,1,2
2019 12 24 04 00,4,3,13620,4,14394,0,1626,7,7021,3,14561,4,15818,0,2796,7,7021,1,1,1,1,4
2019 12 24 05 00,4,3,13916,4,16339,0,2491,7,6268,3,15680,4,19361,0,4508,7,6268,1,1,1,1,4
2019 12 24 06 00,4,3,11095,4,16151,0,2413,7,5247,3,13238,6,16248,0,4644,7,5249,1,1,1,1,4
2019 12 24 07 00,4,3,13644,4,14029,0,3208,7,8310,3,14951,4,15447,0,5083,7,8370,1,1,1,1,4
2019 12 24 08 00,4,3,13351,4,14237,0,2334,7,7596,3,14447,4,15653,0,3818,7,7596,1,1,1,1,4
2019 12 24 09 00,4,3,15319,4,16612,0,1874,7,6363,3,16704,4,19028,0,3391,7,6453,1,1,1,1,4
2019 12 24 10 00,4,3,9920,4,11385,0,2067,7,7587,3,10874,4,12565,0,3385,7,7587,1,1,1,1,4
2019 12 24 11 00,4,3,9529,4,13072,0,1588,7,5973,3,10893,4,15632,0,3036,7,5973,1,1,1,1,4
2019 12 24 12 00,4,3,7925,4,12891,0,3351,7,6827,3,9907,6,15933,0,5713,7,6827,1,1,1,1,4
2019 12 24 13 00,4,3,8353,4,10744,0,2610,7,7915,3,9459,4,12062,0,4163,7,7915,1,1,1,1,4
2019 12 24 14 00,4,3,7456,6,13492,0,2195,7,5157,3,9506,6,13492,0,4285,7,5157,1,1,1,1,4
2019 12 24 15 00,4,3,8761,4,13815,0,2431,7,5836,3,10647,6,15969,0,4461,7,5836,1,1,1,1,4
2019 12 24 16 00,4,3,15529,4,16895,0,2456,7,6138,3,17314,4,20047,0,4450,7,6138,1,1,1,1,4
2019 12 24 17 00,4,4,13242,2,13418,0,3321,7,8593,4,14466,3,15444,0,5109,7,8593,0,1,0,1,2
2019 12 24 18 00,6,2,10351,4,15073,0,3731,7,9538,2,13032,4,15637,0,5465,7,9538,1,1,1,1,4
2019 12 24 19 00,6,2,9117,4,13793,0,3948,7,10079,2,11577,4,13985,0,5598,7,10079,1,1,1,1,4
