,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 11 03 09 00,40,6,12793,3,19988,7,13867,9,16523,6,16776,8,24832,13,18276,20,19375,1,1,1,0,3
2019 11 03 10 00,4,3,22319,6,24351,7,22984,9,23112,14,27412,16,28826,20,24816,21,25159,1,0,0,0,1
2019 11 03 11 00,4,3,11330,4,21589,0,13499,7,17170,3,16741,6,27348,0,19334,7,22086,1,1,1,1,4
2019 11 03 12 00,4,3,8722,6,16527,0,7500,7,9933,3,12898,6,17853,7,11249,0,12124,1,1,1,0,3
2019 11 03 13 00,4,3,11300,6,15871,0,6707,7,7900,3,15862,6,16925,7,8953,0,11459,1,1,1,0,3
2019 11 03 14 00,4,3,7618,4,16800,0,6061,7,10997,3,10675,4,20796,0,9433,7,12318,1,1,1,1,4
2019 11 03 15 00,4,3,7900,6,16223,0,5912,7,9080,3,11575,6,17119,0,9900,7,9963,1,1,1,1,4
2019 11 03 16 00,40,6,11150,3,19990,7,8540,9,14627,6,14911,7,27652,7,12359,9,16558,1,1,1,1,4
2019 11 03 17 00,40,6,6263,3,17197,7,4854,0,11783,6,7988,7,19466,7,6968,13,12675,1,1,1,1,4
2019 11 03 18 00,40,6,5961,3,17752,7,4429,0,11796,6,7607,7,20545,7,6037,13,13353,1,1,1,1,4
2019 11 03 19 00,40,6,6131,3,18654,7,5136,9,11313,6,7905,7,21071,7,7773,13,12146,1,1,1,1,4
2019 11 03 20 00,40,6,6512,3,15522,7,6226,9,10858,6,7803,7,17689,7,9255,13,11389,1,1,1,1,4
2019 11 03 21 00,40,6,9336,3,14853,7,5251,0,8983,6,10281,7,19474,7,6557,13,13715,1,1,1,1,4
2019 11 03 22 00,40,3,14296,6,14403,7,8746,0,10307,6,15823,3,20473,7,10224,0,17058,0,1,1,1,3
2019 11 03 23 00,40,3,27117,2,28766,0,8985,7,10378,3,31988,12,32092,7,11967,0,14347,0,0,0,1,1
2019 11 04 00 00,0,1,21501,2,24025,0,8155,7,12259,2,29504,1,30560,0,12422,7,13246,1,1,0,1,3
