,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 12 11 01 00,6,2,1023,4,13455,0,788,7,7648,2,1424,4,13455,0,1148,7,7648,1,1,1,1,4
2019 12 11 02 00,6,2,58,4,13978,0,124,7,7116,2,87,4,13978,0,182,7,7116,1,1,1,1,4
2019 12 11 03 00,6,2,10,4,14030,0,6,7,7023,2,14,4,14030,0,10,7,7023,1,1,1,1,4
2019 12 11 04 00,6,2,345,4,13921,0,0,7,7018,2,460,4,13921,0,0,7,7018,1,1,1,1,4
2019 12 11 05 00,6,2,0,1,14036,0,0,7,7018,2,0,4,14036,0,0,7,7018,1,1,1,1,4
2019 12 11 06 00,6,2,0,1,14036,0,0,7,7018,2,0,4,14036,0,0,7,7018,1,1,1,1,4
2019 12 11 07 00,6,2,0,1,14036,0,0,7,7018,2,0,4,14036,0,0,7,7018,1,1,1,1,4
2019 12 11 08 00,6,2,3198,4,12970,0,0,7,7018,2,4264,4,12970,0,0,7,7018,1,1,1,1,4
2019 12 11 09 00,4,3,7035,4,9363,0,0,7,7018,3,7035,4,9363,0,0,7,7018,1,1,1,1,4
2019 12 11 10 00,4,3,573,4,7209,0,0,7,7018,3,573,4,7209,0,0,7,7018,1,1,1,1,4
2019 12 11 11 00,4,3,496,4,7696,0,330,7,6919,3,744,4,8126,0,578,7,6985,1,1,1,1,4
2019 12 11 12 00,4,3,8000,6,8346,7,4865,0,5066,6,9116,3,12000,7,5726,0,9066,1,0,0,0,1
2019 12 11 13 00,40,6,4264,3,11545,7,2675,0,6626,6,4828,7,15527,7,3294,9,10446,1,1,1,1,4
2019 12 11 14 00,40,6,2968,3,12466,7,2525,0,7461,6,3411,7,15093,7,3537,9,9298,1,1,1,1,4
2019 12 11 15 00,40,6,4652,3,10200,7,3487,0,6500,6,4967,7,13765,7,4479,9,10424,1,1,1,1,4
2019 12 11 16 00,4,3,5041,6,9092,0,2809,7,4786,3,7565,6,9130,7,4976,0,5378,1,1,1,0,3
2019 12 11 17 00,4,3,3791,6,11362,0,2841,7,6395,3,5733,6,11609,0,4849,7,6942,1,1,1,1,4
2019 12 11 18 00,4,3,2842,4,10995,0,2109,7,6430,3,4312,6,12165,0,3680,7,6703,1,1,1,1,4
2019 12 11 19 00,4,3,4782,6,10586,0,2644,7,5438,3,6944,6,10634,0,4905,7,5602,1,1,1,1,4
2019 12 11 20 00,4,3,11132,6,14101,0,3127,7,4861,3,13902,6,14341,7,5133,0,5891,1,1,1,0,3
2019 12 11 21 00,0,1,20901,2,21601,0,3555,7,5462,12,23843,13,26110,7,6093,0,6333,1,1,0,0,2
2019 12 11 22 00,0,2,22273,3,24057,0,3609,7,5317,12,24579,6,25173,7,5904,0,6484,0,1,0,0,1
2019 12 11 23 00,0,1,21514,2,21796,0,4084,7,5730,12,23755,13,26159,7,6514,0,7142,1,1,0,0,2
2019 12 12 00 00,0,6,23073,12,23906,7,7115,0,7560,12,24011,6,24665,7,9432,0,12258,0,0,0,0,0
2019 12 12 01 00,0,2,21641,1,23132,0,4636,7,6411,12,24381,13,26716,7,7125,0,7874,0,1,0,0,1
2019 12 12 02 00,0,2,13350,1,17167,0,2542,7,7346,2,16370,12,21012,0,4101,7,7847,0,1,0,1,2
2019 12 12 03 00,6,2,7612,4,16013,0,1604,7,7286,2,9743,4,17149,0,2656,7,7349,1,1,1,1,4
2019 12 12 04 00,6,2,10094,4,14718,0,2389,7,7421,2,13682,4,16582,0,3835,7,7911,1,1,1,1,4
2019 12 12 05 00,6,3,12857,2,13160,0,2247,7,7082,3,14190,4,16356,0,3657,7,7615,0,1,0,1,2
2019 12 12 06 00,6,2,12128,3,13134,0,2205,7,7044,3,14407,4,16233,0,3587,7,7533,1,1,0,1,3
2019 12 12 07 00,6,2,11120,3,13790,0,2072,7,7049,3,14955,2,15184,0,3378,7,7466,1,1,0,1,3
2019 12 12 08 00,4,3,6319,4,11856,0,2040,7,6959,3,7472,4,13868,0,3326,7,7418,1,1,1,1,4
2019 12 12 09 00,4,3,10622,4,12777,0,2131,7,7322,3,11719,4,14389,0,3473,7,7544,1,1,1,1,4
2019 12 12 10 00,4,3,14507,4,14838,0,2113,7,7276,3,15648,4,16518,0,3461,7,7544,1,1,1,1,4
2019 12 12 11 00,4,3,14397,4,15101,0,1778,7,6788,3,15516,4,16993,0,3067,7,6961,1,1,1,1,4
2019 12 12 12 00,4,2,17949,4,18088,0,1566,7,6561,4,20014,3,20427,0,2784,7,6654,0,1,0,1,2
2019 12 12 13 00,4,3,8002,4,13248,0,1523,7,5801,3,9384,4,15970,0,2926,7,5875,1,1,1,1,4
2019 12 12 14 00,4,3,5824,4,11818,0,1509,7,5986,3,7136,4,14296,0,2894,7,5986,1,1,1,1,4
2019 12 12 15 00,4,3,8082,4,13615,0,1720,7,5370,3,9772,6,15413,0,3421,7,5370,1,1,1,1,4
2019 12 12 16 00,4,3,8001,4,10889,0,2869,7,7984,3,9195,4,12401,0,4501,7,7984,1,1,1,1,4
2019 12 12 17 00,4,3,1681,4,7518,0,2999,7,8786,3,2653,4,8192,0,4606,7,8786,1,1,1,1,4
2019 12 12 18 00,40,6,7854,3,12042,7,6203,0,9084,6,9713,3,18067,7,8694,13,12061,1,1,1,1,4
2019 12 12 19 00,51,6,2998,8,13862,9,4583,13,4679,6,4497,8,14650,13,5095,9,5688,1,1,1,0,3
2019 12 12 20 00,51,6,1630,8,12436,9,3774,13,3882,6,2445,8,12436,13,3892,9,4589,1,1,1,0,3
2019 12 12 21 00,40,6,1740,8,12330,7,4590,9,7475,6,2606,8,12336,13,7593,7,7741,1,1,1,0,3
2019 12 12 22 00,40,6,1536,3,13887,7,2518,9,8055,6,1892,8,14328,7,4017,13,8202,1,1,1,1,4
2019 12 12 23 00,40,6,9675,3,10398,7,5332,0,6007,6,9815,3,14569,7,6110,0,10504,1,1,1,1,4
2019 12 13 00 00,40,3,11350,6,14421,0,7993,7,8200,6,14491,3,15467,7,8704,0,13245,0,0,1,1,2
