,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2020 01 16 01 00,4,4,7778,3,8922,0,9290,7,14188,4,7896,5,10252,0,13943,7,14188,0,1,0,1,2
2020 01 16 02 00,4,4,8309,5,10713,0,10115,7,15024,4,8309,5,10713,0,14923,7,15024,0,1,0,1,2
2020 01 16 03 00,4,4,7585,3,9477,0,10548,7,15380,4,7621,5,10084,7,15380,0,15456,0,1,0,0,1
2020 01 16 04 00,4,4,8817,3,10784,0,9193,7,14327,4,8817,5,10961,0,13481,7,14327,0,1,0,1,2
2020 01 16 05 00,4,3,3957,4,5207,0,10896,7,15757,4,5207,3,6399,7,15757,0,15780,1,1,0,0,2
2020 01 16 06 00,4,3,4798,4,5188,0,12941,7,17578,4,5188,3,7463,7,17578,0,18271,1,1,0,0,2
2020 01 16 07 00,4,3,4140,4,5110,0,12976,7,17625,4,5144,3,6763,7,17625,0,18205,1,1,0,0,2
2020 01 16 08 00,4,3,3844,4,5391,0,11254,7,16127,4,5465,3,6199,0,15927,7,16127,1,1,0,1,3
2020 01 16 09 00,4,4,7991,3,8515,0,9192,7,14442,4,7991,5,9981,0,13172,7,14442,0,1,0,1,2
2020 01 16 10 00,4,4,8845,3,9673,0,8152,7,13579,4,8845,5,10640,0,11742,7,13579,0,1,0,1,2
2020 01 16 11 00,4,3,4796,4,7045,0,6772,7,12493,3,6256,4,7045,0,9692,7,12493,1,1,1,1,4
2020 01 16 12 00,4,3,4820,4,8009,0,4064,7,10293,3,5710,4,8009,0,5844,7,10293,1,1,1,1,4
2020 01 16 13 00,4,3,4920,4,8433,0,2801,7,9267,3,5544,4,8433,0,4049,7,9267,1,1,1,1,4
2020 01 16 14 00,4,3,3247,4,7715,0,1975,7,8602,3,3689,4,7715,0,2859,7,8602,1,1,1,1,4
2020 01 16 15 00,4,3,2961,4,7647,0,2172,7,8691,3,3469,4,7735,0,3144,7,8691,1,1,1,1,4
