,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2020 01 13 01 00,6,2,1715,4,13907,0,1754,7,8434,2,2176,4,13907,0,2518,7,8434,1,1,1,1,4
2020 01 13 02 00,6,2,1453,4,14009,0,1376,7,8136,2,1823,4,14009,0,1958,7,8136,1,1,1,1,4
2020 01 13 03 00,6,2,5735,1,9370,0,942,7,7771,2,5979,1,14024,0,1368,7,7771,1,1,1,1,4
2020 01 13 04 00,6,2,489,4,13653,0,752,7,7624,2,707,4,13653,0,1082,7,7624,1,1,1,1,4
2020 01 13 05 00,6,2,442,4,13642,0,819,7,7673,2,651,4,13642,0,1189,7,7673,1,1,1,1,4
2020 01 13 06 00,6,2,244,4,13792,0,500,7,7411,2,366,4,13792,0,744,7,7411,1,1,1,1,4
2020 01 13 07 00,6,2,1124,1,12996,0,72,7,7072,2,1145,12,14640,0,114,7,7072,1,1,1,1,4
2020 01 13 08 00,6,2,652,1,13416,0,26,7,7038,2,660,12,14378,0,42,7,7038,1,1,1,1,4
2020 01 13 09 00,6,2,288,1,13780,0,26,7,7038,2,296,12,14196,0,42,7,7038,1,1,1,1,4
2020 01 13 10 00,6,2,0,1,14036,0,0,7,7018,2,0,4,14036,0,0,7,7018,1,1,1,1,4
2020 01 13 11 00,6,2,369,4,13913,0,0,7,7018,2,492,4,13913,0,0,7,7018,1,1,1,1,4
2020 01 13 12 00,6,2,432,4,13892,0,0,7,7018,2,576,4,13892,0,0,7,7018,1,1,1,1,4
2020 01 13 13 00,6,2,2787,4,13107,0,0,7,7018,2,3716,4,13107,0,0,7,7018,1,1,1,1,4
2020 01 13 14 00,6,2,4035,4,12691,0,0,7,7018,2,5380,4,12691,0,0,7,7018,1,1,1,1,4
2020 01 13 15 00,6,2,9273,4,10945,0,0,7,7018,4,10945,5,10945,0,0,7,7018,1,1,0,1,3
2020 01 13 16 00,4,3,9219,4,10091,0,0,7,7018,3,9219,4,10091,0,0,7,7018,1,1,1,1,4
2020 01 13 17 00,6,2,9534,4,12274,0,34,7,7044,4,12274,5,12284,0,54,7,7044,1,1,0,1,3
2020 01 13 18 00,6,2,10264,4,10948,0,1062,7,7840,4,10948,5,11224,0,1614,7,7840,1,1,0,1,3
2020 01 13 19 00,4,3,8183,4,9328,0,1868,7,8485,3,8641,4,9328,0,2784,7,8485,1,1,1,1,4
2020 01 13 20 00,4,3,4591,4,7651,0,2816,7,9244,3,5264,4,7651,0,4162,7,9244,1,1,1,1,4
2020 01 13 21 00,4,3,6595,4,8644,0,3565,7,9837,3,7445,4,8644,0,5265,7,9837,1,1,1,1,4
2020 01 13 22 00,4,3,7238,4,8720,0,3641,7,9898,3,8104,4,8720,0,5373,7,9898,1,1,1,1,4
2020 01 13 23 00,4,3,7020,4,8222,0,3595,7,9864,3,7872,4,8222,0,5299,7,9864,1,1,1,1,4
2020 01 14 00 00,6,4,9587,2,9907,0,3688,7,9938,4,9587,5,10461,0,5436,7,9938,0,1,0,1,2
2020 01 14 01 00,6,4,9188,2,10080,0,4973,7,11004,4,9188,5,10304,0,7205,7,11004,0,1,0,1,2
2020 01 14 02 00,6,4,8679,5,10027,0,6129,7,11953,4,8679,5,10027,0,8825,7,11953,0,1,0,1,2
