,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 12 12 01 00,0,2,14930,4,18909,0,2866,7,7177,2,19035,4,21405,0,4725,7,7488,0,1,0,1,2
2019 12 12 02 00,6,2,12075,4,18742,0,2833,7,6770,2,15858,12,19994,0,4742,7,7264,1,1,1,1,4
2019 12 12 03 00,6,2,12479,4,18189,0,2391,7,6508,2,16358,12,20360,0,4120,7,6767,1,1,1,1,4
2019 12 12 04 00,6,2,14864,3,15399,0,3025,7,6654,3,17437,4,19687,0,5129,7,6950,1,1,0,1,3
2019 12 12 05 00,6,2,14337,4,15083,0,2613,7,7321,3,16785,4,17109,0,4297,7,7459,1,1,0,1,3
2019 12 12 06 00,4,3,11786,4,14828,0,2437,7,6433,3,13378,4,17748,0,4218,7,6758,1,1,1,1,4
2019 12 12 07 00,4,3,8066,6,12803,0,3453,7,5639,3,10597,6,12926,7,5885,0,6228,1,1,1,0,3
2019 12 12 08 00,4,3,8446,6,12635,0,3856,7,5561,3,11242,6,12775,7,5889,0,6901,1,1,1,0,3
2019 12 12 09 00,4,3,6047,4,12623,0,2984,7,6483,3,7962,6,13950,0,5182,7,6685,1,1,1,1,4
2019 12 12 10 00,4,3,7714,6,13320,0,2673,7,5353,3,9935,6,13378,0,5010,7,5501,1,1,1,1,4
2019 12 12 11 00,4,3,8970,6,13094,0,2821,7,4810,3,11514,6,13161,7,4924,0,5426,1,1,1,0,3
2019 12 12 12 00,6,3,11800,4,14871,0,2120,7,5672,3,13591,4,18249,0,4017,7,5687,0,1,0,1,2
2019 12 12 13 00,4,3,4735,4,11582,0,1611,7,5960,3,6118,6,13611,0,3071,7,5963,1,1,1,1,4
2019 12 12 14 00,4,3,4218,6,11006,0,2002,7,5336,3,6085,6,11006,0,3913,7,5336,1,1,1,1,4
2019 12 12 15 00,4,3,6708,6,9269,0,2982,7,4240,6,9307,3,9609,7,4301,0,5886,1,1,0,0,2
2019 12 12 16 00,4,3,4816,6,10651,0,3113,7,5692,3,7175,6,10651,7,5706,0,5719,1,1,1,0,3
2019 12 12 17 00,4,3,4776,6,10190,0,3495,7,5776,3,7319,6,10190,7,5776,0,6348,1,1,1,0,3
2019 12 12 18 00,40,6,6974,3,12230,7,6716,0,9873,6,8527,7,17700,7,9827,13,10731,1,1,1,1,4
2019 12 12 19 00,40,6,3986,8,10312,9,7877,13,7939,6,5979,8,10362,13,7993,9,9845,1,0,1,0,2
2019 12 12 20 00,51,6,3058,8,11724,9,3765,13,3848,6,4575,8,11908,13,3958,9,5190,1,1,1,0,3
2019 12 12 21 00,40,6,2232,8,12641,7,5774,9,6881,6,3347,8,12879,13,7100,9,7877,1,1,1,0,3
2019 12 12 22 00,40,6,2058,8,13850,7,4813,9,6907,6,2619,8,13850,13,7025,9,7468,1,1,1,0,3
2019 12 12 23 00,40,6,3668,3,11729,7,3311,0,7635,6,3836,7,15043,7,4282,13,9678,1,1,1,1,4
2019 12 13 00 00,40,6,9254,3,10929,7,8628,0,10946,6,9826,3,16727,7,10362,13,13447,1,1,1,1,4
2019 12 13 01 00,40,6,5067,3,12810,7,6282,9,10230,6,5626,7,16756,7,8509,13,10343,1,1,1,1,4
2019 12 13 02 00,40,6,8313,3,13641,7,8474,0,12901,6,8792,7,19925,7,10005,13,13375,1,1,1,1,4
2019 12 13 03 00,40,6,9021,3,13003,7,7953,0,11306,6,9612,3,19358,7,9609,13,13066,1,1,1,1,4
2019 12 13 04 00,40,6,11716,3,14425,7,10431,0,13625,6,12709,3,21113,7,12740,13,14488,1,1,1,1,4
2019 12 13 05 00,40,6,7075,3,13919,7,7141,9,11747,6,8466,7,19750,7,9362,13,12478,1,1,1,1,4
2019 12 13 06 00,40,6,11857,3,17063,7,13015,9,14095,6,15455,8,20047,13,15428,20,15860,1,1,1,0,3
2019 12 13 07 00,40,6,7370,8,14019,9,9957,13,10002,6,10704,8,15953,13,11568,9,12789,1,0,1,0,2
2019 12 13 08 00,40,6,8231,8,16784,7,9620,9,11083,6,11939,8,19685,13,13030,20,13178,1,1,1,0,3
2019 12 13 09 00,40,6,14082,3,18667,7,8008,0,10752,6,16363,14,23109,7,11256,13,13019,1,1,1,1,4
