,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 11 21 01 00,4,3,6991,4,8352,0,3185,7,9485,3,7820,4,8352,0,4843,7,9485,1,1,1,1,4
2019 11 21 02 00,4,3,4943,4,8024,0,3672,7,9408,3,6113,4,8514,0,5761,7,9420,1,1,1,1,4
2019 11 21 03 00,4,3,3740,4,6550,0,4869,7,10775,3,5026,4,6550,0,7441,7,10775,1,1,1,1,4
2019 11 21 04 00,40,3,12370,6,16809,0,8103,7,8815,3,16719,6,18515,7,10521,0,13034,0,0,0,1,1
2019 11 21 05 00,4,3,17034,4,19680,0,8482,7,9869,3,21170,12,22850,7,12163,0,13168,1,1,1,0,3
2019 11 21 06 00,0,3,17695,4,19111,0,8784,7,10425,3,21548,4,23767,7,12315,0,13484,0,1,0,0,1
2019 11 21 07 00,40,3,18658,2,21321,7,11932,0,12265,12,22367,6,24281,7,15114,20,17342,0,1,0,1,2
2019 11 21 08 00,0,3,19413,4,20243,0,13805,7,14594,12,24621,3,24802,7,17888,13,19162,0,1,0,0,1
2019 11 21 09 00,40,2,19449,3,20836,0,13739,7,13814,12,22809,2,26360,7,16637,20,18900,0,0,0,1,1
2019 11 21 10 00,40,3,16023,6,18108,7,11029,0,11829,6,20082,3,21614,7,13379,13,16844,0,1,1,1,3
2019 11 21 11 00,40,3,15313,4,19287,0,9099,7,9894,3,19768,6,21130,7,12008,0,14168,0,0,0,1,1
2019 11 21 12 00,4,3,10503,4,15027,0,8543,7,10779,3,14288,4,19258,7,12940,0,13020,1,1,1,0,3
2019 11 21 13 00,4,3,5845,4,10801,0,4614,7,9185,3,7755,4,12775,0,7095,7,9992,1,1,1,1,4
2019 11 21 14 00,4,3,8758,4,12374,0,3906,7,8508,3,10544,4,14444,0,6109,7,9250,1,1,1,1,4
2019 11 21 15 00,4,2,15636,4,15650,0,3132,7,8027,3,17242,4,17578,0,4916,7,8786,0,1,1,1,3
2019 11 21 16 00,4,4,16175,3,16676,0,3785,7,8318,4,18205,3,18441,0,6084,7,8758,0,1,0,1,2
2019 11 21 17 00,0,4,14756,2,15610,0,5655,7,10660,4,15688,5,17401,0,8712,7,10854,0,1,0,1,2
2019 11 21 18 00,4,4,9866,3,11325,0,5640,7,10990,4,10336,5,11954,0,8667,7,11042,0,1,0,1,2
2019 11 21 19 00,4,4,9467,3,9934,0,6524,7,11236,4,10429,3,12030,0,10177,7,11352,0,1,0,1,2
2019 11 21 20 00,4,4,8344,3,9003,0,7193,7,12130,4,8874,5,10928,0,11051,7,12160,0,1,0,1,2
2019 11 21 21 00,4,4,7263,3,7421,0,7365,7,12634,4,7429,5,9332,0,11101,7,12660,0,1,0,1,2
2019 11 21 22 00,4,4,7368,3,7686,0,7285,7,12590,4,7520,5,9388,0,10945,7,12590,0,1,0,1,2
2019 11 21 23 00,4,4,8749,3,10661,0,7646,7,12858,4,8865,5,10870,0,11598,7,12858,0,1,0,1,2
2019 11 22 00 00,6,4,8051,3,9769,0,7308,7,12413,4,8319,5,10357,0,11258,7,12429,0,1,0,1,2
2019 11 22 01 00,6,4,9820,2,10266,0,6437,7,11433,4,10504,5,12382,0,9855,7,11441,0,1,0,1,2
2019 11 22 02 00,4,4,9112,5,11057,0,7803,7,13025,4,9280,5,11225,0,11609,7,13025,0,1,0,1,2
2019 11 22 03 00,4,4,9968,5,12172,0,8990,7,14085,4,9968,5,12172,0,13398,7,14085,0,1,0,1,2
2019 11 22 04 00,4,3,5479,4,7238,0,8944,7,13241,3,7983,4,8182,7,13243,0,13479,1,1,1,0,3
2019 11 22 05 00,4,3,4985,4,6632,0,10325,7,14454,4,7502,3,7762,7,14526,0,15408,1,1,0,0,2
2019 11 22 06 00,4,3,3915,4,4380,0,13627,1,15944,4,4596,3,7178,30,15979,7,17679,1,1,0,0,2
2019 11 22 07 00,4,4,3002,3,5084,1,13400,30,13420,4,3002,5,7285,30,13420,1,15890,0,0,0,0,0
2019 11 22 08 00,4,4,2328,3,5488,1,12525,30,12531,4,2332,5,7227,30,12531,2,14780,0,0,0,0,0
2019 11 22 09 00,33,4,3826,3,7626,1,14172,30,14183,4,3830,5,8136,30,14183,2,17030,1,0,1,0,2
2019 11 22 10 00,4,4,5383,3,6204,0,13342,7,17856,4,5387,5,8196,7,17856,30,18070,0,1,0,0,1
2019 11 22 11 00,4,3,2625,4,6690,0,6984,7,12254,3,4303,4,7216,0,10035,7,12338,1,1,1,1,4
2019 11 22 12 00,4,3,9443,6,13661,0,10569,7,10905,3,14402,6,15758,7,13395,0,16178,1,1,1,0,3
2019 11 22 13 00,40,6,10387,3,12470,7,9620,0,12187,6,12454,3,18906,7,12579,13,15063,1,1,1,1,4
2019 11 22 14 00,40,6,12792,3,13664,7,12894,9,15111,6,15683,3,20662,13,16931,20,17100,1,1,1,0,3
2019 11 22 15 00,4,3,11654,6,13751,7,12279,0,13374,6,16249,3,17841,7,15371,13,17478,1,0,0,0,1
2019 11 22 16 00,40,6,13002,3,15429,7,12873,9,14877,6,16719,14,21678,20,16285,13,16866,1,1,1,0,3
2019 11 22 17 00,4,6,13215,3,14151,7,12753,0,14903,6,16522,3,21356,20,16557,13,16762,0,0,0,0,0
2019 11 22 18 00,4,3,15248,6,15392,7,15280,9,16198,6,19542,14,21345,20,17327,13,18230,1,0,0,0,1
2019 11 22 19 00,4,3,10877,6,13226,7,11501,0,11772,6,15608,3,16487,7,14928,13,16564,1,0,0,0,1
2019 11 22 20 00,40,6,8728,8,13413,9,11972,13,12014,6,11796,8,14327,13,12976,20,14932,1,0,1,0,2
2019 11 22 21 00,52,8,10189,6,10935,13,14973,9,14974,8,11636,6,15731,27,15275,13,16090,1,0,1,0,2
2019 11 22 22 00,52,8,8028,9,13844,10,14857,27,14882,8,10123,9,14563,27,14882,15,16265,1,1,1,0,3
2019 11 22 23 00,52,8,8777,9,14122,10,15774,27,15805,8,11292,17,15294,27,15805,15,17934,1,1,1,0,3
2019 11 23 00 00,52,8,9597,17,14220,10,15979,15,16002,8,12957,17,15215,27,16014,15,18605,1,1,1,0,3
