,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2020 01 06 01 00,0,1,802,2,14001,0,749,7,7613,1,1194,2,14186,0,1101,7,7613,1,1,1,1,4
2020 01 06 02 00,0,1,1860,2,14081,0,829,7,7684,1,2623,2,14432,0,1197,7,7684,1,1,1,1,4
2020 01 06 03 00,0,1,6918,2,14805,0,695,7,7575,1,9368,2,15970,0,1007,7,7575,1,1,1,1,4
2020 01 06 04 00,0,1,13622,2,15948,0,269,7,7235,2,18192,1,18247,0,385,7,7235,1,1,0,1,3
2020 01 06 05 00,4,4,17185,2,17217,0,188,7,7171,4,17185,5,17225,0,268,7,7171,0,1,0,1,2
2020 01 06 06 00,4,3,13401,4,13572,0,128,7,7117,3,13434,4,13572,0,194,7,7117,1,1,1,1,4
2020 01 06 07 00,4,3,7481,4,9538,0,3777,7,10099,3,8260,4,9538,0,5335,7,10099,1,1,1,1,4
2020 01 06 08 00,4,3,5222,4,7939,0,5406,7,11439,3,6322,4,7939,0,7606,7,11439,1,1,1,1,4
2020 01 06 09 00,4,3,3671,4,6945,0,5927,7,11845,3,4903,4,6945,0,8391,7,11845,1,1,1,1,4
2020 01 06 10 00,4,3,2081,4,6182,0,5844,7,11781,3,3292,4,6182,0,8266,7,11781,1,1,1,1,4
2020 01 06 11 00,4,3,1619,4,6019,0,5354,7,11320,3,2806,4,6019,0,7728,7,11320,1,1,1,1,4
2020 01 06 12 00,4,3,1841,4,6050,0,5316,7,11252,3,3070,4,6050,0,7774,7,11252,1,1,1,1,4
2020 01 06 13 00,4,3,1664,4,5874,0,5714,7,11587,3,2962,4,5874,0,8310,7,11587,1,1,1,1,4
2020 01 06 14 00,4,3,2026,4,6091,0,5527,7,11455,3,3257,4,6091,0,7989,7,11455,1,1,1,1,4
2020 01 06 15 00,4,3,1844,4,6035,0,5764,7,11677,3,3088,4,6035,0,8252,7,11677,1,1,1,1,4
2020 01 06 16 00,4,3,1366,4,5697,0,6351,7,12181,3,2699,4,5697,0,9017,7,12181,1,1,1,1,4
2020 01 06 17 00,4,3,1492,4,5535,0,6994,7,12689,3,2978,4,5535,0,9966,7,12689,1,1,1,1,4
2020 01 06 18 00,4,3,2153,4,5581,0,7526,7,13089,3,3793,4,5581,0,10806,7,13089,1,1,1,1,4
2020 01 06 19 00,4,4,10402,5,11968,0,6881,7,12516,4,10402,5,11968,0,10013,7,12516,0,1,0,1,2
2020 01 06 20 00,0,1,12948,2,13859,0,6061,7,11836,2,16289,4,18175,0,8887,7,11836,1,1,0,1,3
2020 01 06 21 00,0,1,5270,2,13944,0,5037,7,11073,1,7799,2,15159,0,7255,7,11073,1,1,1,1,4
2020 01 06 22 00,0,1,5370,2,13809,0,4881,7,10942,1,7938,2,15007,0,7043,7,10942,1,1,1,1,4
2020 01 06 23 00,0,1,5138,2,13895,0,4520,7,10605,1,7600,2,15064,0,6644,7,10605,1,1,1,1,4
2020 01 07 00 00,0,2,10012,1,11620,0,4195,7,10317,2,11536,1,16930,0,6243,7,10317,0,1,0,1,2
2020 01 07 01 00,6,2,6279,1,13780,0,4861,7,10856,2,7640,4,14871,0,7197,7,10856,1,1,1,1,4
2020 01 07 02 00,0,1,8842,2,11009,0,5036,7,11039,2,12333,1,13090,0,7338,7,11039,1,1,0,1,3
2020 01 07 03 00,0,1,8402,2,10787,0,4069,7,10238,2,11938,1,12420,0,6005,7,10238,1,1,0,1,3
2020 01 07 04 00,6,2,7995,1,10238,0,2842,7,9285,2,8874,1,15130,0,4146,7,9285,1,1,1,1,4
2020 01 07 05 00,6,2,6986,1,11280,0,2371,7,8904,2,7826,1,16630,0,3471,7,8904,1,1,1,1,4
2020 01 07 06 00,6,2,6447,1,11008,0,1829,7,8477,2,7115,1,16263,0,2667,7,8477,1,1,1,1,4
2020 01 07 07 00,6,2,5048,1,11530,0,1304,7,8060,2,5538,1,17101,0,1896,7,8060,1,1,1,1,4
2020 01 07 08 00,6,2,3684,1,13170,0,1100,7,7906,2,4189,4,15700,0,1578,7,7906,1,1,1,1,4
2020 01 07 09 00,6,2,3399,4,14243,0,1707,7,8412,2,4197,4,14243,0,2409,7,8412,1,1,1,1,4
2020 01 07 10 00,6,2,3500,4,12720,0,2466,7,9018,2,4704,4,12720,0,3514,7,9018,1,1,1,1,4
2020 01 07 11 00,6,2,5391,4,12215,0,2989,7,9459,2,7194,4,12215,0,4217,7,9459,1,1,1,1,4
2020 01 07 12 00,6,2,8105,4,12037,0,2973,7,9445,2,10631,4,12037,0,4195,7,9445,1,1,1,1,4
2020 01 07 13 00,6,2,7785,4,10581,0,3345,7,9758,4,10581,2,10595,0,4695,7,9758,1,1,0,1,3
2020 01 07 14 00,6,2,8396,4,10844,0,4272,7,10532,4,10844,2,11293,0,5958,7,10532,1,1,0,1,3
2020 01 07 15 00,6,2,6543,4,10679,0,4437,7,10664,2,9018,4,10679,0,6201,7,10664,1,1,1,1,4
2020 01 07 16 00,6,2,8153,4,11413,0,4218,7,10475,2,10847,4,11413,0,5916,7,10475,1,1,1,1,4
2020 01 07 17 00,0,2,13874,1,15168,0,4938,7,11063,2,16445,4,17626,0,6932,7,11063,0,1,0,1,2
2020 01 07 18 00,4,4,11698,5,12720,0,5075,7,11177,4,11698,5,12720,0,7119,7,11177,0,1,0,1,2
2020 01 07 19 00,4,3,6759,4,8614,0,4890,7,11024,3,7746,4,8614,0,6864,7,11024,1,1,1,1,4
2020 01 07 20 00,4,3,4182,4,7567,0,3221,7,9616,3,4884,4,7567,0,4625,7,9616,1,1,1,1,4
2020 01 07 21 00,4,4,9537,3,9784,0,3183,7,9588,4,9537,5,10228,0,4565,7,9588,0,1,0,1,2
2020 01 07 22 00,6,2,6874,4,11114,0,2794,7,9253,2,9323,4,11114,0,4060,7,9253,1,1,1,1,4
2020 01 07 23 00,6,2,2485,4,12637,0,2757,7,9216,2,3456,4,12637,0,4025,7,9216,1,1,1,1,4
2020 01 08 00 00,6,2,2529,4,12725,0,2895,7,9326,2,3489,4,12725,0,4225,7,9326,1,1,1,1,4
