,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 12 19 01 00,40,6,10705,3,17186,7,9653,9,12047,6,14745,14,20591,20,13374,13,14071,1,1,1,0,3
2019 12 19 02 00,40,6,13771,3,15880,7,11910,9,14576,6,17442,14,22807,20,16051,7,16493,1,1,1,0,3
2019 12 19 03 00,4,3,13118,6,15465,7,13959,0,14848,6,18220,3,19443,7,17677,13,18993,1,0,0,0,1
2019 12 19 04 00,40,3,12819,6,14127,7,13247,0,14708,6,16175,3,19276,7,15947,13,18196,0,1,1,1,3
2019 12 19 05 00,40,3,10478,6,13776,7,13006,0,13729,6,15319,3,16227,7,15041,13,18291,0,1,1,1,3
2019 12 19 06 00,40,3,11802,6,13725,7,13390,0,15178,6,15884,3,18251,7,16101,13,18526,0,1,1,1,3
2019 12 19 07 00,40,3,12919,6,13492,7,13549,0,15682,6,16017,3,19841,7,16827,13,18329,0,1,1,1,3
2019 12 19 08 00,40,6,12442,3,14647,7,12595,0,15924,6,14970,3,22141,7,15822,13,17412,1,1,1,1,4
2019 12 19 09 00,40,3,12020,6,13346,7,12753,0,14507,6,15347,3,18424,7,15305,13,18009,0,1,1,1,3
2019 12 19 10 00,40,3,10051,6,11373,7,10190,0,11634,6,12115,3,15468,7,11168,9,16722,0,1,1,1,3
2019 12 19 11 00,4,3,9992,6,13630,7,12286,0,13016,6,15388,3,15606,7,14375,9,18208,1,0,0,0,1
2019 12 19 12 00,4,3,9207,6,14702,0,12845,7,13051,3,14420,6,16564,7,15311,13,18800,1,1,1,0,3
2019 12 19 13 00,4,3,8089,6,13133,0,10925,7,11257,3,12749,6,14230,7,12563,0,16816,1,1,1,0,3
2019 12 19 14 00,4,3,11011,6,15787,0,12266,7,12551,3,15912,6,16902,7,14154,13,18203,1,1,1,0,3
2019 12 19 15 00,4,3,8327,4,12756,0,12807,7,14225,3,12796,4,16858,7,15686,0,18976,1,1,1,0,3
2019 12 19 16 00,4,3,7521,6,11592,0,7828,7,8461,3,11609,6,12557,7,9525,0,12598,1,1,1,0,3
2019 12 19 17 00,4,3,8314,6,12099,0,8560,7,9134,3,12703,6,13476,7,10940,0,13464,1,1,1,0,3
2019 12 19 18 00,4,3,6517,6,11494,0,6931,7,8262,3,10005,6,11893,7,8843,0,11135,1,1,1,0,3
2019 12 19 19 00,4,3,5239,4,11633,0,7626,7,10023,3,8296,6,13616,7,10375,0,11768,1,1,1,0,3
2019 12 19 20 00,4,3,3715,4,8623,0,8497,7,12165,3,6212,4,10639,7,12197,0,12483,1,1,1,0,3
2019 12 19 21 00,4,3,3897,4,9342,0,7512,7,11137,3,6315,4,11626,0,11169,7,11259,1,1,1,1,4
2019 12 19 22 00,4,3,4134,4,10536,0,6584,7,9706,3,6664,6,13282,7,9839,0,10130,1,1,1,0,3
2019 12 19 23 00,40,3,9360,6,11129,7,9021,0,9864,6,12097,3,14279,7,10106,9,15670,0,1,1,1,3
