,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2020 01 03 01 00,4,3,1794,4,6752,0,2619,7,9072,3,2442,4,6752,0,3915,7,9072,1,1,1,1,4
2020 01 03 02 00,4,3,6718,4,8208,0,3549,7,9810,3,7583,4,8208,0,5279,7,9810,1,1,1,1,4
2020 01 03 03 00,4,3,6108,4,7766,0,4305,7,10469,3,7074,4,7766,0,6237,7,10469,1,1,1,1,4
2020 01 03 04 00,4,3,3911,4,6963,0,4668,7,10782,3,4930,4,6963,0,6706,7,10782,1,1,1,1,4
2020 01 03 05 00,4,3,3347,4,6667,0,5237,7,11274,3,4447,4,6667,0,7437,7,11274,1,1,1,1,4
2020 01 03 06 00,4,3,996,4,6022,0,4587,7,10721,3,1992,4,6022,0,6579,7,10721,1,1,1,1,4
2020 01 03 07 00,4,3,825,4,6193,0,3467,7,9761,3,1650,4,6193,0,5117,7,9761,1,1,1,1,4
2020 01 03 08 00,4,3,577,4,6441,0,2310,7,8825,3,1154,4,6441,0,3464,7,8825,1,1,1,1,4
2020 01 03 09 00,4,3,281,4,6737,0,1084,7,7859,3,562,4,6737,0,1646,7,7859,1,1,1,1,4
2020 01 03 10 00,4,3,152,4,6886,0,513,7,7413,3,289,4,6886,0,787,7,7413,1,1,1,1,4
2020 01 03 11 00,4,3,2300,4,7654,0,350,7,7284,3,2398,4,7654,0,546,7,7284,1,1,1,1,4
2020 01 03 12 00,4,3,3867,4,8283,0,61,7,7064,3,3885,4,8283,0,97,7,7064,1,1,1,1,4
2020 01 03 13 00,4,3,2289,4,7781,0,0,7,7018,3,2289,4,7781,0,0,7,7018,1,1,1,1,4
2020 01 03 14 00,4,3,3670,4,8220,0,59,7,7063,3,3686,4,8220,0,91,7,7063,1,1,1,1,4
2020 01 03 15 00,4,3,134,4,6992,0,214,7,7186,3,187,4,6992,0,320,7,7186,1,1,1,1,4
2020 01 03 16 00,4,3,1728,4,7202,0,1248,7,8007,3,2022,4,7202,0,1836,7,8007,1,1,1,1,4
2020 01 03 17 00,4,3,1789,4,6833,0,2812,7,9307,3,2375,4,6833,0,3984,7,9307,1,1,1,1,4
2020 01 03 18 00,4,3,3649,4,7143,0,4384,7,10574,3,4557,4,7171,0,6186,7,10574,1,1,1,1,4
2020 01 03 19 00,0,2,12790,1,13855,0,4222,7,10021,2,15084,4,19323,0,6123,7,10021,0,1,0,1,2
2020 01 03 20 00,0,1,12304,2,15262,0,3547,7,9229,1,17253,2,17697,0,5287,7,9229,1,1,1,1,4
