,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 12 31 01 00,4,3,1997,4,6450,0,4445,7,10623,3,2941,4,6450,0,6333,7,10623,1,1,1,1,4
2019 12 31 02 00,4,3,3356,4,7048,0,4035,7,10255,3,4258,4,7048,0,5839,7,10255,1,1,1,1,4
2019 12 31 03 00,4,3,2366,4,6798,0,3600,7,9885,3,3199,4,6798,0,5266,7,9885,1,1,1,1,4
2019 12 31 04 00,4,3,6818,4,8830,0,3809,7,10061,3,7687,4,8830,0,5547,7,10061,1,1,1,1,4
2019 12 31 05 00,4,3,10302,4,10513,0,3941,7,10193,4,10513,3,11166,0,5669,7,10193,1,1,0,1,3
2019 12 31 06 00,4,3,9476,4,10050,0,4469,7,10639,4,10050,3,10429,0,6375,7,10639,1,1,0,1,3
2019 12 31 07 00,4,3,8433,4,9335,0,5012,7,11085,4,9335,3,9495,0,7136,7,11085,1,1,0,1,3
2019 12 31 08 00,4,4,9774,3,9970,0,5527,7,11491,4,9774,5,10960,0,7899,7,11491,0,1,0,1,2
2019 12 31 09 00,4,4,9444,3,10363,0,5935,7,11811,4,9444,5,10729,0,8505,7,11811,0,1,0,1,2
2019 12 31 10 00,4,4,9805,5,11076,0,5735,7,11626,4,9805,5,11076,0,8277,7,11626,0,1,0,1,2
2019 12 31 11 00,6,2,7652,4,11564,0,3330,7,9632,2,10183,4,11564,0,4968,7,9632,1,1,1,1,4
2019 12 31 12 00,6,2,4995,4,12183,0,516,7,7412,2,6707,4,12183,0,798,7,7412,1,1,1,1,4
2019 12 31 13 00,6,2,729,4,13765,0,72,7,7072,2,979,4,13765,0,114,7,7072,1,1,1,1,4
2019 12 31 14 00,6,2,1174,4,13630,0,39,7,7047,2,1569,4,13630,0,61,7,7047,1,1,1,1,4
2019 12 31 15 00,6,2,1094,4,13602,0,189,7,7163,2,1476,4,13602,0,293,7,7163,1,1,1,1,4
2019 12 31 16 00,6,2,691,4,13611,0,554,7,7445,2,970,4,13611,0,846,7,7445,1,1,1,1,4
2019 12 31 17 00,6,2,976,4,13344,0,1126,7,7903,2,1393,4,13344,0,1676,7,7903,1,1,1,1,4
2019 12 31 18 00,6,2,1077,4,13269,0,1324,7,8072,2,1538,4,13269,0,1936,7,8072,1,1,1,1,4
2019 12 31 19 00,6,2,6402,1,12074,0,1993,7,8586,2,7245,4,17066,0,2967,7,8586,1,1,1,1,4
2019 12 31 20 00,6,2,7860,1,12166,0,3616,7,9861,2,9095,4,16956,0,5386,7,9861,1,1,1,1,4
2019 12 31 21 00,6,2,6343,4,12551,0,5688,7,11494,2,8300,4,12551,0,8460,7,11494,1,1,1,1,4
2019 12 31 22 00,0,1,7782,2,13702,0,7472,7,12973,1,11593,2,15504,0,10916,7,12973,1,1,1,1,4
2019 12 31 23 00,0,1,9436,2,13673,0,9637,7,14797,1,14055,2,15867,0,13827,7,14797,1,1,1,1,4
2020 01 01 00 00,0,1,10786,2,13712,0,11709,7,16531,1,16093,2,16263,7,16531,0,16639,1,1,1,0,3
