,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2020 01 17 01 00,40,6,9216,3,9407,7,9064,0,11142,6,9341,3,14786,7,9392,9,15683,1,1,1,1,4
2020 01 17 02 00,40,3,8520,6,10428,7,9019,0,9874,6,10776,3,13288,7,9440,0,15820,0,1,1,1,3
2020 01 17 03 00,40,3,9125,6,12447,7,10121,0,10401,6,12749,3,13675,7,10508,0,16306,0,1,1,1,3
2020 01 17 04 00,40,3,9159,6,12423,7,11376,0,12126,6,12795,3,14127,7,12060,9,17368,0,1,1,1,3
2020 01 17 05 00,40,3,9340,4,14061,7,12165,0,12240,3,14067,6,14716,7,12527,9,18392,0,1,0,1,2
2020 01 17 06 00,4,3,5340,4,8215,0,13984,7,16011,3,9364,4,10803,7,16183,30,18162,1,1,1,0,3
2020 01 17 07 00,4,3,4479,4,6519,0,13975,7,16909,4,8069,3,8148,7,16979,30,17651,1,1,0,0,2
2020 01 17 08 00,4,3,7851,6,14042,0,10204,7,10923,3,12398,6,15418,7,12371,0,15994,1,1,1,0,3
2020 01 17 09 00,40,6,9237,3,14710,7,7733,9,10757,6,11649,7,21527,7,11231,13,12004,1,1,1,1,4
2020 01 17 10 00,40,3,11375,6,11977,7,7048,0,7803,6,12830,3,16046,7,8220,0,13060,0,1,1,1,3
2020 01 17 11 00,4,3,4472,4,10773,0,4605,7,8089,3,6743,4,13605,0,7690,7,8173,1,1,1,1,4
2020 01 17 12 00,4,3,2297,4,10148,0,1386,7,6206,3,3453,6,12200,0,2629,7,6220,1,1,1,1,4
2020 01 17 13 00,4,3,5209,6,12468,0,2445,7,5975,3,7117,6,12757,0,4376,7,6368,1,1,1,1,4
2020 01 17 14 00,4,3,7374,6,9006,0,5113,7,5605,6,9756,3,11062,7,6773,0,8803,1,1,0,0,2
2020 01 17 15 00,4,3,8655,6,10006,7,6103,0,6192,6,11526,3,12988,7,7595,0,10504,1,0,0,0,1
2020 01 17 16 00,4,3,2487,4,10346,0,1425,7,6299,3,3662,4,12476,0,2608,7,6461,1,1,1,1,4
2020 01 17 17 00,4,3,2664,4,10778,0,1365,7,5886,3,3931,6,11791,0,2649,7,5919,1,1,1,1,4
2020 01 17 18 00,4,3,4560,6,10922,0,2161,7,5357,3,6492,6,10964,0,4090,7,5551,1,1,1,1,4
2020 01 17 19 00,4,3,12857,4,16236,0,1960,7,5994,3,14468,4,19190,0,3585,7,6171,1,1,1,1,4
2020 01 17 20 00,0,2,20267,4,20961,0,2291,7,5746,3,23157,12,24148,0,4217,7,5975,0,1,0,1,2
2020 01 17 21 00,0,1,17805,2,18495,0,1725,7,5763,2,22534,12,23138,0,3289,7,5837,1,1,0,1,3
2020 01 17 22 00,0,1,10761,2,15675,0,1628,7,6882,1,15157,2,17983,0,2780,7,6964,1,1,1,1,4
2020 01 17 23 00,0,1,10172,2,16575,0,1746,7,6501,1,14417,2,19057,0,3073,7,6687,1,1,1,1,4
2020 01 18 00 00,0,1,8758,2,16636,0,1495,7,6420,1,12472,2,18876,0,2704,7,6468,1,1,1,1,4
2020 01 18 01 00,0,1,7925,2,16165,0,2050,7,7193,1,11310,2,18179,0,3367,7,7266,1,1,1,1,4
2020 01 18 02 00,0,1,10571,2,16613,0,2393,7,7188,1,14990,2,19174,0,3920,7,7298,1,1,1,1,4
2020 01 18 03 00,0,1,7342,2,15041,0,1897,7,7680,1,10406,2,16641,0,2994,7,7725,1,1,1,1,4
2020 01 18 04 00,0,1,10380,2,10648,0,2007,7,8547,2,11857,1,14860,0,2901,7,8547,1,1,0,1,3
2020 01 18 05 00,4,4,11441,2,11545,0,2496,7,9030,4,11441,5,11987,0,3588,7,9030,0,1,0,1,2
2020 01 18 06 00,4,3,2402,4,7032,0,2640,7,9136,3,2992,4,7032,0,3820,7,9136,1,1,1,1,4
2020 01 18 07 00,4,3,518,4,6508,0,2169,7,8737,3,1030,4,6508,0,3193,7,8737,1,1,1,1,4
2020 01 18 08 00,4,3,1320,4,7070,0,1180,7,7935,3,1623,4,7070,0,1786,7,7935,1,1,1,1,4
2020 01 18 09 00,4,3,906,4,7276,0,116,7,7105,3,939,4,7276,0,182,7,7105,1,1,1,1,4
2020 01 18 10 00,4,3,954,4,7336,0,0,7,7018,3,954,4,7336,0,0,7,7018,1,1,1,1,4
2020 01 18 11 00,4,3,3555,4,8203,0,0,7,7018,3,3555,4,8203,0,0,7,7018,1,1,1,1,4
2020 01 18 12 00,4,3,9126,4,10060,0,0,7,7018,3,9126,4,10060,0,0,7,7018,1,1,1,1,4
2020 01 18 13 00,6,2,8964,4,11048,0,0,7,7018,4,11048,5,11048,0,0,7,7018,1,1,0,1,3
2020 01 18 14 00,6,2,9154,4,11566,0,0,7,7018,4,11566,5,11566,0,0,7,7018,1,1,0,1,3
2020 01 18 15 00,6,2,9275,4,11035,0,0,7,7018,4,11035,5,11035,0,0,7,7018,1,1,0,1,3
2020 01 18 16 00,6,2,8547,4,11187,0,0,7,7018,4,11187,5,11187,0,0,7,7018,1,1,0,1,3
2020 01 18 17 00,6,2,6642,4,11822,0,0,7,7018,2,8856,4,11822,0,0,7,7018,1,1,1,1,4
2020 01 18 18 00,6,2,10089,4,10673,0,0,7,7018,4,10673,5,10673,0,0,7,7018,1,1,0,1,3
2020 01 18 19 00,4,3,8070,4,9708,0,0,7,7018,3,8070,4,9708,0,0,7,7018,1,1,1,1,4
2020 01 18 20 00,4,3,5487,4,8847,0,0,7,7018,3,5487,4,8847,0,0,7,7018,1,1,1,1,4
2020 01 18 21 00,4,3,2739,4,7931,0,0,7,7018,3,2739,4,7931,0,0,7,7018,1,1,1,1,4
2020 01 18 22 00,4,3,0,4,7018,0,0,7,7018,3,0,4,7018,0,0,7,7018,1,1,1,1,4
2020 01 18 23 00,4,3,0,4,7018,0,0,7,7018,3,0,4,7018,0,0,7,7018,1,1,1,1,4
2020 01 19 00 00,4,3,0,4,7018,0,0,7,7018,3,0,4,7018,0,0,7,7018,1,1,1,1,4
