,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 11 19 01 00,0,1,4834,2,14071,0,1641,7,8331,1,6768,2,14926,0,2385,7,8331,1,1,1,1,4
2019 11 19 02 00,0,1,4202,2,13979,0,1363,7,8091,1,5900,2,14713,0,2025,7,8091,1,1,1,1,4
2019 11 19 03 00,0,1,4630,2,13911,0,1369,7,8087,1,6498,2,14702,0,2057,7,8087,1,1,1,1,4
2019 11 19 04 00,0,1,4288,2,13815,0,1497,7,8191,1,6063,2,14555,0,2239,7,8191,1,1,1,1,4
2019 11 19 05 00,0,1,5372,2,14243,0,1738,7,8263,1,7541,2,15251,0,2600,7,8281,1,1,1,1,4
2019 11 19 06 00,0,1,5897,2,14305,0,1827,7,8276,1,8274,2,15417,0,2718,7,8298,1,1,1,1,4
2019 11 19 07 00,0,1,3586,2,13866,0,1562,7,8259,1,5099,2,14510,0,2290,7,8259,1,1,1,1,4
2019 11 19 08 00,0,1,1890,2,13808,0,1115,7,7906,1,2745,2,14156,0,1631,7,7906,1,1,1,1,4
2019 11 19 09 00,0,1,1112,2,13867,0,643,7,7529,1,1619,2,14066,0,943,7,7529,1,1,1,1,4
2019 11 19 10 00,0,1,3080,2,11308,0,295,7,7253,1,4608,2,11387,0,429,7,7253,1,1,1,1,4
2019 11 19 11 00,0,1,4896,2,9335,0,113,7,7108,1,7331,2,9374,0,165,7,7108,1,1,1,1,4
2019 11 19 12 00,0,1,5582,2,11031,0,64,7,7068,1,8014,2,11406,0,96,7,7068,1,1,1,1,4
2019 11 19 13 00,0,1,1010,2,13677,0,54,7,7060,1,1430,2,13776,0,82,7,7060,1,1,1,1,4
2019 11 19 14 00,0,1,1316,2,13560,0,54,7,7060,1,1862,2,13686,0,82,7,7060,1,1,1,1,4
2019 11 19 15 00,0,1,1468,2,13686,0,40,7,7049,1,2048,2,13850,0,60,7,7049,1,1,1,1,4
2019 11 19 16 00,0,1,5178,2,13798,0,117,7,7108,1,7079,2,14517,0,179,7,7108,1,1,1,1,4
2019 11 19 17 00,0,1,5974,2,13900,0,652,7,7519,1,8227,2,14809,0,1002,7,7519,1,1,1,1,4
2019 11 19 18 00,0,1,1048,2,13906,0,823,7,7662,1,1558,2,14125,0,1233,7,7662,1,1,1,1,4
2019 11 19 19 00,0,1,1274,2,13797,0,884,7,7714,1,1886,2,14037,0,1314,7,7714,1,1,1,1,4
2019 11 19 20 00,0,1,3562,2,13909,0,610,7,7502,1,4934,2,14461,0,896,7,7502,1,1,1,1,4
