,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 12 27 01 00,6,2,4673,1,14158,0,903,7,7731,2,5451,4,15597,0,1337,7,7731,1,1,1,1,4
2019 12 27 02 00,6,2,5594,1,11534,0,349,7,7291,2,6073,1,16909,0,523,7,7291,1,1,1,1,4
2019 12 27 03 00,6,2,7718,4,16046,0,255,7,7212,2,9145,4,16046,0,397,7,7212,1,1,1,1,4
2019 12 27 04 00,6,2,6085,4,11945,0,244,7,7201,2,8129,4,11945,0,386,7,7201,1,1,1,1,4
2019 12 27 05 00,4,3,7286,4,9260,0,510,7,7407,3,7426,4,9260,0,790,7,7407,1,1,1,1,4
2019 12 27 06 00,4,3,4105,4,7773,0,2014,7,8626,3,4565,4,7773,0,2934,7,8626,1,1,1,1,4
2019 12 27 07 00,4,3,4110,4,7620,0,2607,7,9114,3,4686,4,7620,0,3759,7,9114,1,1,1,1,4
2019 12 27 08 00,4,3,8799,4,9015,0,3201,7,9597,4,9015,3,9501,0,4605,7,9597,1,1,0,1,3
2019 12 27 09 00,4,3,2448,4,6974,0,2963,7,9409,3,3093,4,6974,0,4253,7,9409,1,1,1,1,4
2019 12 27 10 00,4,3,1780,4,6822,0,2726,7,9219,3,2372,4,6822,0,3910,7,9219,1,1,1,1,4
2019 12 27 11 00,4,3,4812,4,7980,0,2868,7,9342,3,5424,4,7980,0,4092,7,9342,1,1,1,1,4
2019 12 27 12 00,4,4,11168,3,11731,0,2779,7,9273,4,11168,5,11757,0,3957,7,9273,0,1,0,1,2
2019 12 27 13 00,4,2,13744,4,15100,0,1843,7,8491,4,15100,5,15520,0,2683,7,8491,0,1,0,1,2
2019 12 27 14 00,0,2,13733,4,15525,0,3113,7,9525,4,15525,5,16209,0,4481,7,9525,0,1,0,1,2
2019 12 27 15 00,0,2,14379,1,16476,0,5961,7,11849,4,17005,2,17305,0,8333,7,11849,0,1,0,1,2
2019 12 27 16 00,0,1,14443,2,14750,0,7193,7,12840,2,17547,4,17997,0,10046,7,12840,1,1,0,1,3
2019 12 27 17 00,0,1,13481,2,14826,0,7205,7,12775,2,17518,4,18773,0,10092,7,12775,1,1,0,1,3
2019 12 27 18 00,0,1,14308,2,14364,0,6764,7,12395,2,17076,4,18294,0,9486,7,12395,1,1,0,1,3
2019 12 27 19 00,6,2,11012,4,14626,0,6179,7,11893,2,13770,4,14870,0,8657,7,11893,1,1,1,1,4
2019 12 27 20 00,6,2,8657,4,13309,0,6018,7,11792,2,11133,4,13517,0,8425,7,11794,1,1,1,1,4
