,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 11 07 01 00,0,1,8386,2,12179,0,5124,7,11108,1,12316,2,13614,0,7468,7,11108,1,1,1,1,4
2019 11 07 02 00,6,2,6894,4,10198,0,6351,7,12101,2,9577,4,10198,0,9225,7,12101,1,1,1,1,4
2019 11 07 03 00,4,3,7701,4,7777,0,5993,7,11815,4,7777,3,9057,0,8705,7,11815,1,1,0,1,3
2019 11 07 04 00,4,3,7569,4,13514,0,8586,7,10761,3,11231,6,17230,7,12402,0,13077,1,1,1,0,3
2019 11 07 05 00,40,6,2814,3,11495,7,1664,0,6068,6,2882,7,14275,7,1877,9,9544,1,1,1,1,4
2019 11 07 06 00,4,3,6950,6,8760,0,4871,7,5246,6,9022,3,10573,7,5616,0,8790,1,1,0,0,2
2019 11 07 07 00,4,3,6187,4,12697,0,3357,7,6572,3,8368,6,13840,0,5924,7,6694,1,1,1,1,4
2019 11 07 08 00,4,3,4910,4,10374,0,3532,7,8027,3,6565,4,12430,0,5726,7,8203,1,1,1,1,4
2019 11 07 09 00,4,3,5538,4,9579,0,2209,7,7856,3,6452,4,10597,0,3526,7,7860,1,1,1,1,4
2019 11 07 10 00,4,3,1704,4,7560,0,1000,7,7632,3,2021,4,7754,0,1537,7,7632,1,1,1,1,4
2019 11 07 11 00,4,3,182,4,6928,0,407,7,7328,3,295,4,6928,0,633,7,7328,1,1,1,1,4
2019 11 07 12 00,4,3,324,4,7457,0,218,7,6946,3,489,4,7743,0,389,7,6978,1,1,1,1,4
2019 11 07 13 00,4,3,5064,6,10802,0,3353,7,5927,3,7596,6,11412,0,5885,7,6590,1,1,1,1,4
2019 11 07 14 00,40,6,6164,3,11466,7,4098,0,7330,6,7362,7,17031,7,5386,9,11400,1,1,1,1,4
2019 11 07 15 00,4,3,7025,6,8598,0,4436,7,4849,6,8982,3,10600,7,5233,0,8148,1,1,0,0,2
2019 11 07 16 00,4,3,4453,6,9862,0,2544,7,5123,3,6725,6,9864,0,4907,7,5125,1,1,1,1,4
2019 11 07 17 00,4,3,2904,4,11159,0,1751,7,5896,3,4395,6,11446,0,3320,7,5916,1,1,1,1,4
2019 11 07 18 00,4,3,2035,4,8000,0,1264,7,7670,3,2484,4,8388,0,1968,7,7670,1,1,1,1,4
