,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 12 17 01 00,4,3,3518,4,10329,0,4832,7,8597,3,5538,4,12959,0,7551,7,8757,1,1,1,1,4
2019 12 17 02 00,4,3,3553,4,9736,0,6250,7,10002,3,5807,4,12132,0,9483,7,10258,1,1,1,1,4
2019 12 17 03 00,4,3,4116,4,10650,0,6772,7,10069,3,6650,4,13522,0,10258,7,10593,1,1,1,1,4
2019 12 17 04 00,4,3,4149,4,10302,0,7411,7,10694,3,6777,4,13052,0,11146,7,11210,1,1,1,1,4
2019 12 17 05 00,4,3,4331,4,10849,0,7027,7,10096,3,6998,6,13460,7,10604,0,10697,1,1,1,0,3
2019 12 17 06 00,4,3,4395,4,10992,0,6893,7,9847,3,7090,6,13239,7,10269,0,10583,1,1,1,0,3
2019 12 17 07 00,4,3,4743,4,11772,0,6754,7,9498,3,7538,6,12935,7,10222,0,10396,1,1,1,0,3
2019 12 17 08 00,4,3,4716,4,11759,0,6651,7,9270,3,7516,6,12559,7,9811,0,10335,1,1,1,0,3
2019 12 17 09 00,4,3,4956,6,11769,0,5993,7,8527,3,7732,6,12013,0,9368,7,9477,1,1,1,1,4
2019 12 17 10 00,4,3,5483,6,11090,0,5631,7,7851,3,8420,6,11454,0,8959,7,9070,1,1,1,1,4
2019 12 17 11 00,4,3,5324,6,10976,0,5542,7,7686,3,8216,6,11222,7,8686,0,8894,1,1,1,0,3
2019 12 17 12 00,4,3,5719,6,12089,0,5972,7,8309,3,8623,6,12368,7,9231,0,9460,1,1,1,0,3
2019 12 17 13 00,4,3,5633,4,12282,0,6337,7,8993,3,8421,6,13368,7,9542,0,9929,1,1,1,0,3
