,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 11 01 01 00,6,2,5784,4,13994,0,2351,7,8908,2,7243,4,13998,0,3383,7,8908,1,1,1,1,4
2019 11 01 02 00,6,2,4125,4,12813,0,2252,7,8820,2,5462,4,12813,0,3272,7,8820,1,1,1,1,4
2019 11 01 03 00,6,2,4070,4,13490,0,2213,7,8778,2,5224,4,13490,0,3241,7,8778,1,1,1,1,4
2019 11 01 04 00,6,2,4123,1,13730,0,1934,7,8543,2,4868,4,15179,0,2866,7,8543,1,1,1,1,4
2019 11 01 05 00,6,2,4600,1,12848,0,1726,7,8377,2,5267,4,15968,0,2564,7,8377,1,1,1,1,4
2019 11 01 06 00,6,2,2314,4,14078,0,1486,7,8180,2,2882,4,14078,0,2230,7,8180,1,1,1,1,4
2019 11 01 07 00,6,2,2398,4,13402,0,1116,7,7884,2,3156,4,13402,0,1692,7,7884,1,1,1,1,4
2019 11 01 08 00,6,2,1529,4,13249,0,783,7,7621,2,2108,4,13249,0,1199,7,7621,1,1,1,1,4
2019 11 01 09 00,6,2,5046,4,12102,0,684,7,7540,2,6791,4,12102,0,1062,7,7540,1,1,1,1,4
2019 11 01 10 00,6,2,3951,4,12711,0,25,7,7038,2,5270,4,12711,0,37,7,7038,1,1,1,1,4
2019 11 01 11 00,6,2,5747,4,12111,0,25,7,7037,2,7665,4,12111,0,39,7,7037,1,1,1,1,4
2019 11 01 12 00,4,3,8997,4,11098,0,1161,7,7304,3,9642,4,11974,0,1812,7,7706,1,1,1,1,4
2019 11 01 13 00,4,3,7423,6,11864,0,6589,7,8154,3,11136,6,13510,0,10305,7,10514,1,1,1,1,4
2019 11 01 14 00,40,6,4546,3,12222,7,5212,9,8349,6,5386,7,16030,7,7928,13,8783,1,1,1,1,4
2019 11 01 15 00,40,6,4700,3,14118,7,5963,9,10472,6,5682,7,18327,7,7861,9,10963,1,1,1,1,4
2019 11 01 16 00,40,3,10985,6,14370,7,11343,0,12551,6,15788,3,16725,7,12883,9,17228,0,1,1,1,3
2019 11 01 17 00,4,3,4688,4,7641,0,11567,7,14360,3,8281,4,9677,7,14502,30,17378,1,1,1,0,3
2019 11 01 18 00,4,3,5960,4,8546,0,13822,7,15433,3,10384,4,11426,7,15625,30,16663,1,1,1,0,3
2019 11 01 19 00,40,3,8003,4,12835,7,12402,0,12723,3,13170,6,14466,7,12762,30,18156,0,1,0,1,2
2019 11 01 20 00,40,3,9400,6,12325,7,12351,0,14099,6,12555,3,15144,7,12581,9,18726,0,1,1,1,3
2019 11 01 21 00,40,3,7085,4,7639,1,15163,30,15178,4,10689,3,12588,30,15178,7,20041,0,0,0,0,0
2019 11 01 22 00,40,3,7962,4,10618,0,16285,7,16350,3,13488,4,14872,30,16892,7,16968,0,0,0,0,0
2019 11 01 23 00,4,3,17354,6,21578,17,23094,13,23102,17,23641,14,23749,20,25079,27,25185,1,0,0,0,1
2019 11 02 00 00,52,8,10549,17,12899,10,14127,15,14151,17,14283,8,14667,27,14168,21,17016,1,1,0,0,2
2019 11 02 01 00,52,6,9306,8,10269,13,12092,9,12096,8,11826,6,13888,27,12160,13,12889,0,0,1,0,1
2019 11 02 02 00,40,6,11294,3,11868,7,10234,0,12980,6,12977,3,18436,7,12369,13,15712,1,1,1,1,4
2019 11 02 03 00,40,3,8724,4,11638,0,12309,7,12876,3,13397,4,15852,7,12898,30,16864,0,0,0,1,1
2019 11 02 04 00,32,4,6556,3,8737,0,14065,1,14829,4,7058,5,10672,30,14857,1,17471,1,0,1,0,2
2019 11 02 05 00,32,4,9525,5,12795,0,14659,1,16260,4,9525,5,12795,30,16280,7,18781,1,0,1,0,2
2019 11 02 06 00,33,4,7752,5,11228,0,16429,1,17548,4,8064,5,11540,30,17562,7,20185,1,0,1,0,2
2019 11 02 07 00,33,3,9671,4,10130,0,18550,1,19259,4,13326,3,14624,30,19273,7,19925,0,0,1,0,1
2019 11 02 08 00,40,3,11182,6,11580,7,11770,0,14409,6,12695,3,17488,7,12950,9,17849,0,1,1,1,3
2019 11 02 09 00,40,6,10417,3,10502,7,8768,0,10801,6,11195,3,16080,7,9552,9,15605,1,1,1,1,4
2019 11 02 10 00,40,3,7322,6,12684,0,9121,7,9569,3,11600,6,12920,7,9805,0,14945,0,0,0,1,1
2019 11 02 11 00,4,3,5073,4,12197,0,3998,7,7009,3,7472,6,12896,0,6920,7,7201,1,1,1,1,4
2019 11 02 12 00,4,3,7844,6,13152,0,5560,7,7262,3,10936,6,13282,7,7392,0,9311,1,1,1,0,3
2019 11 02 13 00,4,3,8722,4,12015,0,4395,7,8455,3,10641,4,14287,0,7097,7,8455,1,1,1,1,4
2019 11 02 14 00,4,3,11865,4,14184,0,2797,7,7395,3,13401,4,16300,0,4690,7,7639,1,1,1,1,4
2019 11 02 15 00,4,3,5693,4,12060,0,2986,7,7120,3,7472,4,14826,0,4910,7,7797,1,1,1,1,4
2019 11 02 16 00,4,3,6099,6,11674,0,5193,7,7187,3,9170,6,12399,7,8166,0,8593,1,1,1,0,3
2019 11 02 17 00,4,3,8569,6,10212,7,7186,0,7586,6,11152,3,13155,7,8289,0,12775,1,0,0,0,1
2019 11 02 18 00,40,6,9777,3,11599,7,8785,0,11392,6,11191,3,17835,7,11145,13,13725,1,1,1,1,4
2019 11 02 19 00,40,6,10605,3,13564,7,10682,9,14353,6,12564,3,20882,7,13671,13,15309,1,1,1,1,4
2019 11 02 20 00,40,6,7052,3,13644,7,6356,0,10779,6,8793,7,19260,7,8763,13,12157,1,1,1,1,4
2019 11 02 21 00,40,6,7606,3,13791,7,6960,0,11609,6,9286,7,20093,7,9207,13,12705,1,1,1,1,4
2019 11 02 22 00,40,6,9292,3,14973,7,9452,9,12988,6,11678,7,22453,7,12690,13,14220,1,1,1,1,4
2019 11 02 23 00,40,6,11383,3,17032,7,12811,9,15104,6,14702,14,21474,20,16961,13,17191,1,1,1,0,3
2019 11 03 00 00,4,3,12451,6,16210,7,15907,0,17201,6,18753,3,19388,7,19084,13,20612,1,0,0,0,1
