,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 12 08 01 00,0,1,3366,2,13847,0,2940,7,9345,1,4994,2,14600,0,4336,7,9345,1,1,1,1,4
2019 12 08 02 00,0,1,3374,2,13780,0,2279,7,8802,1,4939,2,14468,0,3411,7,8802,1,1,1,1,4
2019 12 08 03 00,0,1,2952,2,13776,0,2204,7,8739,1,4360,2,14398,0,3312,7,8739,1,1,1,1,4
2019 12 08 04 00,0,1,2512,2,13831,0,2145,7,8697,1,3743,2,14389,0,3211,7,8697,1,1,1,1,4
2019 12 08 05 00,0,1,3444,2,13834,0,2425,7,8921,1,5044,2,14553,0,3619,7,8921,1,1,1,1,4
2019 12 08 06 00,0,1,3734,2,13708,0,2781,7,9200,1,5507,2,14489,0,4155,7,9200,1,1,1,1,4
2019 12 08 07 00,0,1,4848,2,13850,0,2714,7,9151,1,6986,2,14801,0,4044,7,9151,1,1,1,1,4
2019 12 08 08 00,0,1,3970,2,13757,0,2295,7,8804,1,5762,2,14535,0,3465,7,8804,1,1,1,1,4
2019 12 08 09 00,0,1,4612,2,13941,0,1313,7,8036,1,6467,2,14732,0,1993,7,8036,1,1,1,1,4
2019 12 08 10 00,0,1,4484,2,13809,0,1308,7,8037,1,6307,2,14559,0,1970,7,8037,1,1,1,1,4
2019 12 08 11 00,0,1,5046,2,13852,0,821,7,7650,1,6999,2,14640,0,1257,7,7650,1,1,1,1,4
2019 12 08 12 00,0,1,3424,2,13570,0,428,7,7349,1,4778,2,14041,0,654,7,7349,1,1,1,1,4
2019 12 08 13 00,0,1,10698,2,10825,0,50,7,7055,2,11901,1,14986,0,80,7,7055,1,1,0,1,3
2019 12 08 14 00,6,2,2305,4,13733,0,3,7,7020,2,2957,4,13733,0,5,7,7020,1,1,1,1,4
2019 12 08 15 00,6,2,5791,4,12067,0,104,7,7098,2,7731,4,12067,0,162,7,7098,1,1,1,1,4
2019 12 08 16 00,4,3,6097,4,9297,0,413,7,7072,3,6319,4,9593,0,709,7,7072,1,1,1,1,4
2019 12 08 17 00,4,3,3621,6,10610,0,1857,7,5327,3,5418,6,10652,0,3657,7,5370,1,1,1,1,4
2019 12 08 18 00,40,6,3224,3,13482,7,2969,0,8529,6,4114,7,16261,7,4436,9,9319,1,1,1,1,4
2019 12 08 19 00,40,6,10038,3,14987,7,8289,9,12484,6,13400,12,21649,7,11662,20,13923,1,1,1,1,4
2019 12 08 20 00,4,3,3841,4,11547,0,3634,7,6876,3,6008,6,11674,0,6294,7,6922,1,1,1,1,4
2019 12 08 21 00,4,3,2705,4,8291,0,6006,7,10528,3,4544,4,9831,0,8914,7,10528,1,1,1,1,4
2019 12 08 22 00,4,3,2838,4,9088,0,5114,7,9468,3,4637,4,11004,0,7748,7,9480,1,1,1,1,4
2019 12 08 23 00,4,3,1835,4,8231,0,3012,7,8427,3,2935,4,9359,0,4648,7,8427,1,1,1,1,4
2019 12 09 00 00,6,3,12058,2,12468,0,1457,7,6619,3,13063,4,14616,0,2599,7,6619,0,1,0,1,2
2019 12 09 01 00,6,2,11788,4,14571,0,1455,7,6146,3,15821,2,16010,0,2752,7,6153,1,1,0,1,3
2019 12 09 02 00,6,2,11640,1,17835,0,1530,7,6231,2,14522,12,19712,0,2826,7,6271,1,1,1,1,4
2019 12 09 03 00,0,1,16999,2,18894,0,1957,7,5596,12,22952,2,22985,0,3710,7,5742,1,1,0,1,3
2019 12 09 04 00,0,2,19483,1,21008,0,2524,7,5587,12,23075,2,24397,0,4654,7,5873,0,1,0,1,2
2019 12 09 05 00,0,1,17044,2,17675,0,1417,7,5866,2,21371,12,22878,0,2763,7,5881,1,1,0,1,3
2019 12 09 06 00,40,3,17883,4,19975,0,2616,7,5279,3,20112,6,21430,0,4845,7,5607,0,0,0,0,0
2019 12 09 07 00,40,3,19454,6,19734,0,4806,7,5745,6,20137,3,22863,7,6928,0,8215,0,0,1,1,2
2019 12 09 08 00,40,6,16316,3,19627,7,6261,0,7654,6,17447,12,24459,7,8405,13,11953,1,1,1,1,4
2019 12 09 09 00,40,2,23245,6,23376,0,4841,7,5197,12,23745,6,23921,7,6161,0,8521,0,0,0,1,1
2019 12 09 10 00,40,6,16729,3,19616,7,6253,0,7130,6,17695,3,24372,7,8251,0,11886,1,1,1,1,4
2019 12 09 11 00,40,12,23238,6,23340,0,7964,7,8047,12,23360,6,25123,7,10744,0,12655,0,0,0,1,1
2019 12 09 12 00,40,6,18484,3,22307,7,8448,0,10550,6,21095,12,23008,7,11981,13,13537,1,1,1,1,4
2019 12 09 13 00,0,2,20918,12,22978,0,3918,7,5864,12,23007,13,25587,7,6680,0,6811,0,1,0,0,1
2019 12 09 14 00,0,2,22270,3,23357,0,6185,7,7433,12,23805,6,25616,7,9387,0,9972,0,1,0,0,1
2019 12 09 15 00,0,1,14722,2,19216,0,3430,7,6413,1,20846,12,22063,0,5829,7,7257,1,1,1,1,4
2019 12 09 16 00,0,1,16531,2,19902,0,4997,7,6942,12,21390,1,23339,0,8215,7,8381,1,1,0,1,3
2019 12 09 17 00,0,1,12708,2,18957,0,2481,7,5842,1,18066,12,22208,0,4502,7,6200,1,1,1,1,4
2019 12 09 18 00,0,1,17640,2,20648,0,4030,7,5921,12,22239,13,24802,7,6788,0,6990,1,1,0,0,2
2019 12 09 19 00,0,1,16253,2,20569,0,3422,7,5507,12,22439,1,23139,7,6055,0,6153,1,1,0,0,2
2019 12 09 20 00,0,1,14406,2,19584,0,2161,7,5527,1,20451,12,23071,0,4031,7,5773,1,1,1,1,4
2019 12 09 21 00,0,1,12804,2,17944,0,1675,7,6191,1,17952,2,21048,0,2990,7,6479,1,1,1,1,4
2019 12 09 22 00,0,1,13505,2,18261,0,1771,7,5956,1,19034,2,21612,0,3265,7,6153,1,1,1,1,4
2019 12 09 23 00,0,1,11763,2,17118,0,1216,7,6269,1,16427,2,19806,0,2269,7,6354,1,1,1,1,4
2019 12 10 00 00,0,1,12712,2,16462,0,1098,7,6466,1,17670,2,19106,0,2015,7,6522,1,1,1,1,4
