,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 11 05 07 00,0,1,10088,2,14032,0,2262,7,8764,1,14032,2,15728,0,3454,7,8764,1,1,1,1,4
2019 11 05 08 00,0,1,9820,2,14988,0,2851,7,8702,1,13850,2,16985,0,4509,7,8702,1,1,1,1,4
2019 11 05 09 00,0,1,7618,2,13881,0,1993,7,8566,1,10650,2,15163,0,2987,7,8566,1,1,1,1,4
2019 11 05 10 00,0,2,14296,1,15928,0,933,7,7775,2,16693,4,18744,0,1327,7,7775,0,1,0,1,2
2019 11 05 11 00,4,2,14003,4,16085,0,194,7,7048,4,16217,5,16321,0,336,7,7048,0,1,0,1,2
2019 11 05 12 00,4,3,9976,4,11770,0,41,7,6977,3,10017,4,11852,0,82,7,6977,1,1,1,1,4
2019 11 05 13 00,4,3,4438,4,10854,0,1115,7,6321,3,5403,4,12668,0,2080,7,6442,1,1,1,1,4
2019 11 05 14 00,4,3,7858,6,12743,0,2539,7,5067,3,10188,6,12911,0,4869,7,5235,1,1,1,1,4
2019 11 05 15 00,4,3,8895,6,14014,0,3637,7,6028,3,11541,6,14645,0,6283,7,6835,1,1,1,1,4
2019 11 05 16 00,4,3,12650,4,17099,0,2536,7,5454,3,14820,6,17913,0,4706,7,5752,1,1,1,1,4
2019 11 05 17 00,4,2,17578,4,18411,0,1211,7,5918,3,20521,4,20717,0,2374,7,5953,0,1,1,1,3
2019 11 05 18 00,4,3,8961,4,13426,0,1354,7,5873,3,10226,4,15900,0,2647,7,5873,1,1,1,1,4
2019 11 05 19 00,4,3,10574,4,13684,0,1527,7,6254,3,11803,4,15944,0,2794,7,6417,1,1,1,1,4
2019 11 05 20 00,4,2,14761,4,15547,0,1694,7,6497,3,16916,4,17631,0,3036,7,6505,0,1,1,1,3
2019 11 05 21 00,4,3,13058,4,13967,0,1961,7,7261,3,14065,4,15449,0,3234,7,7261,1,1,1,1,4
2019 11 05 22 00,4,3,7225,4,11642,0,1836,7,6815,3,8356,4,13504,0,3167,7,6815,1,1,1,1,4
2019 11 05 23 00,4,3,3534,4,10434,0,2057,7,6789,3,4818,4,12548,0,3536,7,6853,1,1,1,1,4
2019 11 06 00 00,4,3,7371,4,11452,0,3093,7,8101,3,8669,4,13116,0,4779,7,8257,1,1,1,1,4
