,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 11 04 01 00,0,2,16896,1,18480,0,1529,7,7629,4,19840,2,20257,0,2431,7,7637,0,1,0,1,2
2019 11 04 02 00,4,3,7014,6,12083,0,2247,7,4897,3,9208,6,12083,0,4458,7,4904,1,1,1,1,4
2019 11 04 03 00,4,3,10248,6,12697,0,2905,7,4381,6,12707,3,13039,7,4420,0,5722,1,1,0,0,2
2019 11 04 04 00,4,3,15119,4,17340,0,1914,7,5578,3,16840,4,20628,0,3712,7,5578,1,1,1,1,4
2019 11 04 05 00,4,3,7897,4,13690,0,3763,7,7106,3,10094,6,15495,0,6315,7,7497,1,1,1,1,4
2019 11 04 06 00,4,3,9760,4,14866,0,3382,7,6490,3,11988,6,16546,0,5886,7,6779,1,1,1,1,4
2019 11 04 07 00,4,3,15049,4,15596,0,1934,7,6999,3,16195,4,17326,0,3337,7,7047,1,1,1,1,4
2019 11 04 08 00,0,1,14139,2,14964,0,2131,7,8484,2,17397,1,19449,0,3252,7,8484,1,1,0,1,3
2019 11 04 09 00,0,2,15785,4,18309,0,848,7,7227,4,18805,2,18973,0,1430,7,7227,0,1,0,1,2
2019 11 04 10 00,4,3,11850,4,16788,0,2321,7,5268,3,13960,6,16948,0,4451,7,5393,1,1,1,1,4
2019 11 04 11 00,40,3,14801,6,16091,0,3400,7,4542,6,16339,3,17869,7,4790,0,6476,0,0,1,1,2
2019 11 04 12 00,40,3,10200,6,11489,0,3250,7,4077,6,11569,3,13339,7,4157,0,6394,0,0,1,1,2
2019 11 04 13 00,4,3,6463,6,10663,0,2688,7,4779,3,8982,6,10755,7,4887,0,5222,1,1,1,0,3
2019 11 04 14 00,40,6,5895,3,9621,7,3694,0,5768,6,6357,3,14415,7,4496,0,10562,1,1,1,1,4
2019 11 04 15 00,40,6,3182,3,12342,7,2325,0,7146,6,3678,7,15276,7,3124,9,9574,1,1,1,1,4
2019 11 04 16 00,40,6,3628,3,12256,7,2453,0,7066,6,4244,7,15576,7,3214,9,9998,1,1,1,1,4
2019 11 04 17 00,40,6,5109,3,14214,7,3497,0,8575,6,6315,7,17826,7,5054,9,10178,1,1,1,1,4
2019 11 04 18 00,40,6,6616,3,12229,7,2384,0,5133,6,6718,7,16439,7,2486,0,10103,1,1,1,1,4
2019 11 04 19 00,4,3,7748,6,8808,0,4616,7,4824,6,9430,3,11483,7,5487,0,8376,1,1,0,0,2
2019 11 04 20 00,40,6,13105,3,16420,7,10437,9,12845,12,17813,6,18215,20,13761,9,15400,1,1,0,0,2
2019 11 04 21 00,72,6,15090,12,17505,9,11473,13,11478,12,17693,14,21103,21,12558,19,12566,0,0,1,0,1
2019 11 04 22 00,40,6,9891,3,10900,7,7423,0,9128,6,11641,3,16298,7,9726,9,13074,1,1,1,1,4
2019 11 04 23 00,40,6,5285,3,11911,7,3607,0,7544,6,6154,7,16711,7,4529,9,11110,1,1,1,1,4
2019 11 05 00 00,40,6,3344,3,15662,7,4722,9,7900,6,4906,8,17273,7,7802,13,8733,1,1,1,1,4
2019 11 05 01 00,40,6,5748,3,13985,7,4588,0,9628,6,7646,7,18784,7,6715,9,11113,1,1,1,1,4
2019 11 05 02 00,4,3,1947,4,8413,0,2252,7,7670,3,3024,4,9601,0,3812,7,7670,1,1,1,1,4
2019 11 05 03 00,4,3,7716,4,10100,0,1388,7,8028,3,8131,4,10140,0,2198,7,8028,1,1,1,1,4
2019 11 05 04 00,4,4,14568,5,14968,0,1392,7,8068,4,14568,5,14968,0,2192,7,8068,0,1,0,1,2
2019 11 05 05 00,0,1,10990,2,14392,0,878,7,7682,1,15007,2,16120,0,1378,7,7682,1,1,1,1,4
2019 11 05 06 00,0,1,9462,2,14571,0,1222,7,7960,1,12950,2,16138,0,1870,7,7960,1,1,1,1,4
