,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2020 01 04 01 00,0,1,7194,2,14039,0,3130,7,9560,1,10135,2,15345,0,4410,7,9560,1,1,1,1,4
2020 01 04 02 00,0,1,6040,2,13785,0,2633,7,9174,1,8537,2,14840,0,3697,7,9174,1,1,1,1,4
2020 01 04 03 00,0,1,9888,2,14732,0,2671,7,8973,1,13734,2,16539,0,3841,7,8973,1,1,1,1,4
2020 01 04 04 00,0,1,12808,2,12991,0,3301,7,9608,2,14989,1,17965,0,4683,7,9608,1,1,0,1,3
2020 01 04 05 00,6,2,9705,4,15307,0,1925,7,7874,2,12291,4,16071,0,2998,7,7876,1,1,1,1,4
2020 01 04 06 00,6,2,7007,4,14550,0,1529,7,7500,2,9154,4,15388,0,2418,7,7500,1,1,1,1,4
2020 01 04 07 00,6,2,7036,4,12310,0,3058,7,9095,2,9519,4,12778,0,4438,7,9095,1,1,1,1,4
2020 01 04 08 00,6,2,7408,4,12513,0,3333,7,9199,2,10012,4,13107,0,4880,7,9199,1,1,1,1,4
2020 01 04 09 00,6,2,6542,4,13416,0,3866,7,10013,2,8445,4,13596,0,5502,7,10013,1,1,1,1,4
2020 01 04 10 00,6,2,6558,4,11025,0,4065,7,10282,2,8994,4,11095,0,5734,7,10282,1,1,1,1,4
2020 01 04 11 00,6,2,6691,4,11353,0,3984,7,10211,2,9087,4,11437,0,5605,7,10213,1,1,1,1,4
2020 01 04 12 00,6,2,6828,4,13676,0,4008,7,10259,2,8665,4,13740,0,5602,7,10259,1,1,1,1,4
2020 01 04 13 00,0,1,8260,2,11070,0,3921,7,10178,1,12107,2,12177,0,5501,7,10178,1,1,1,1,4
2020 01 04 14 00,0,2,9561,1,10784,0,2781,7,9305,2,10698,1,15589,0,3881,7,9305,0,1,0,1,2
2020 01 04 15 00,6,2,3111,4,12403,0,2644,7,9205,2,4297,4,12403,0,3658,7,9205,1,1,1,1,4
