,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 12 18 01 00,4,3,5084,4,6913,0,15084,7,17643,4,8735,3,9114,30,17693,7,17923,1,1,0,0,2
2019 12 18 02 00,4,3,6453,4,10066,0,13275,7,14634,3,10728,4,13564,7,14808,30,18871,1,1,1,0,3
2019 12 18 03 00,4,3,7081,4,9271,0,16905,1,17438,3,12049,4,12795,30,17459,7,17546,1,1,1,0,3
2019 12 18 04 00,40,3,8272,4,12330,7,15355,0,16270,3,13808,6,14316,7,15363,30,18578,0,1,0,1,2
2019 12 18 05 00,40,3,8109,6,11923,7,10269,0,10746,6,11977,3,12842,7,10323,9,17189,0,1,1,1,3
2019 12 18 06 00,4,3,6225,4,7335,0,15980,1,17378,4,9417,3,10470,30,17400,7,18200,1,1,0,0,2
2019 12 18 07 00,4,3,6553,4,8519,0,14362,7,16406,3,10558,4,11053,7,16406,30,18479,1,1,1,0,3
2019 12 18 08 00,4,3,7199,4,11288,0,11223,7,12712,3,11093,4,15044,7,12746,0,17116,1,1,1,0,3
2019 12 18 09 00,40,3,9619,6,13757,0,8791,7,9262,3,13629,6,13805,7,9310,0,14082,0,0,0,1,1
2019 12 18 10 00,4,3,6813,6,10244,0,7186,7,7648,6,10404,3,10643,7,7808,0,11863,1,1,0,0,2
2019 12 18 11 00,4,3,7356,6,9953,0,6293,7,6634,6,10053,3,11126,7,6754,0,10745,1,1,0,0,2
2019 12 18 12 00,40,3,9865,6,10983,7,6420,0,6689,6,11177,3,13968,7,6664,0,11440,0,1,1,1,3
2019 12 18 13 00,40,3,8682,6,11489,0,8071,7,8135,6,11581,3,12754,7,8310,0,13132,0,0,1,1,2
2019 12 18 14 00,4,3,6676,6,12208,0,9143,7,9983,3,10579,6,12354,7,10140,0,14380,1,1,1,0,3
2019 12 18 15 00,4,3,5532,4,11482,0,8704,7,10594,3,8920,6,13392,7,10658,0,13516,1,1,1,0,3
2019 12 18 16 00,40,3,7280,6,9546,0,6724,7,6785,6,9646,3,11221,7,6885,0,11405,0,0,1,1,2
2019 12 18 17 00,40,3,7774,6,9322,7,6658,0,6864,6,9424,3,11805,7,6760,0,11561,0,1,1,1,3
2019 12 18 18 00,40,3,7462,6,9370,7,7174,0,7465,6,9424,3,11632,7,7228,0,12513,0,1,1,1,3
2019 12 18 19 00,40,3,8013,6,9866,7,8326,0,9018,6,10046,3,12570,7,8547,0,14676,0,1,1,1,3
2019 12 18 20 00,40,3,7606,6,10244,0,7166,7,7293,6,10614,3,11648,7,7704,0,11941,0,0,1,1,2
2019 12 18 21 00,4,3,6209,6,12467,0,7985,7,9368,3,9782,6,12617,7,9518,0,12774,1,1,1,0,3
2019 12 18 22 00,4,3,5588,4,9414,0,12680,7,14509,3,9552,4,12526,7,14667,0,18984,1,1,1,0,3
2019 12 18 23 00,4,3,8668,4,14412,7,12815,0,12887,3,13794,6,15706,7,14088,9,18933,1,0,1,0,2
2019 12 19 00 00,4,3,9591,6,14497,7,12375,0,12690,3,15046,6,16486,7,14542,9,18080,1,0,1,0,2
2019 12 19 01 00,4,3,7573,4,13138,0,12048,7,12895,3,12190,6,15827,7,14293,0,18326,1,1,1,0,3
2019 12 19 02 00,4,3,10392,6,14016,7,11547,0,11904,3,15909,6,16122,7,14311,13,16944,1,0,1,0,2
2019 12 19 03 00,4,3,11466,6,12969,7,10884,0,12166,6,15464,3,17485,7,13995,13,16052,1,0,0,0,1
2019 12 19 04 00,40,6,11074,3,11405,7,9422,0,11162,6,13066,3,17338,7,12030,13,15004,1,1,1,1,4
2019 12 19 05 00,40,6,9802,3,11100,7,8072,0,10175,6,11381,3,16867,7,10115,13,14099,1,1,1,1,4
2019 12 19 06 00,40,3,9564,6,10959,7,8730,0,9590,6,12264,3,14703,7,10396,13,15023,0,1,1,1,3
2019 12 19 07 00,40,6,8046,3,11966,7,6824,0,9998,6,9407,3,18080,7,8733,9,12864,1,1,1,1,4
2019 12 19 08 00,40,3,10415,6,10820,7,9918,0,11614,6,11975,3,16120,7,11477,13,16021,0,1,1,1,3
2019 12 19 09 00,4,3,8121,6,12012,7,10434,0,10486,6,12709,3,12814,7,11437,0,16444,1,0,0,0,1
