,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 12 21 01 00,40,6,9780,3,18386,7,8549,9,11356,6,14474,12,18700,20,12593,7,13290,1,1,1,0,3
2019 12 21 02 00,40,6,4277,3,12305,7,2526,0,6883,6,4835,7,15949,7,3111,9,10344,1,1,1,1,4
2019 12 21 03 00,4,3,4814,6,9348,0,2610,7,4820,3,7242,6,9348,7,4889,0,5080,1,1,1,0,3
2019 12 21 04 00,4,3,7463,6,12716,0,3465,7,5943,3,10036,6,13300,0,6049,7,6640,1,1,1,1,4
2019 12 21 05 00,4,3,16172,4,16960,0,2221,7,6657,3,17624,4,19420,0,3812,7,6823,1,1,1,1,4
2019 12 21 06 00,0,1,11672,2,15731,0,1116,7,6781,1,16240,2,18048,0,1980,7,6793,1,1,1,1,4
2019 12 21 07 00,0,1,9747,2,16671,0,1185,7,6278,1,13736,2,18998,0,2235,7,6312,1,1,1,1,4
2019 12 21 08 00,0,1,7498,2,14575,0,1568,7,7693,1,10563,2,16032,0,2486,7,7693,1,1,1,1,4
2019 12 21 09 00,0,1,3398,2,13611,0,1263,7,7981,1,4861,2,14175,0,1883,7,7981,1,1,1,1,4
2019 12 21 10 00,0,1,908,2,13873,0,674,7,7541,1,1355,2,14054,0,1022,7,7541,1,1,1,1,4
2019 12 21 11 00,0,1,4,2,14036,0,3,7,7020,1,6,2,14037,0,5,7,7020,1,1,1,1,4
2019 12 21 12 00,0,1,2778,2,11321,0,0,7,7018,1,4158,2,11330,0,0,7,7018,1,1,1,1,4
2019 12 21 13 00,0,1,7960,2,10437,0,109,7,7103,2,11072,1,11333,0,165,7,7103,1,1,0,1,3
2019 12 21 14 00,0,1,8754,2,11855,0,189,7,7165,1,12220,2,12815,0,287,7,7165,1,1,1,1,4
2019 12 21 15 00,0,2,15302,1,17358,0,1365,7,7772,2,18182,4,19162,0,2069,7,7772,0,1,0,1,2
2019 12 21 16 00,0,2,16289,4,18452,0,1817,7,7896,4,19106,2,19666,0,2786,7,7896,0,1,0,1,2
2019 12 21 17 00,4,4,13242,5,13711,0,1993,7,8599,4,13242,5,13711,0,2931,7,8599,0,1,0,1,2
2019 12 21 18 00,4,3,14572,6,17238,7,10705,0,11203,12,19294,3,20478,7,14913,20,15108,1,0,0,0,1
2019 12 21 19 00,40,6,7109,3,13706,7,5341,0,9165,6,8483,7,18835,7,7485,13,12128,1,1,1,1,4
2019 12 21 20 00,72,6,14519,12,16220,18,11901,18,11901,12,16359,14,20249,21,11953,19,11981,0,1,1,0,2
2019 12 21 21 00,40,6,8500,3,16470,7,7310,9,10050,6,11576,12,21842,7,11291,13,11620,1,1,1,1,4
2019 12 21 22 00,40,6,6899,3,9762,7,3783,0,5501,6,7473,3,14431,7,4423,0,10187,1,1,1,1,4
2019 12 21 23 00,4,3,9320,6,12160,0,7297,7,7682,3,13770,6,14245,7,9915,0,11777,1,1,1,0,3
2019 12 22 00 00,40,6,14255,3,14601,7,7195,0,8373,6,16477,3,19892,7,9417,0,13779,1,1,1,1,4
2019 12 22 01 00,4,3,14609,4,16515,0,2689,7,6558,3,16446,4,19505,0,4718,7,6858,1,1,1,1,4
2019 12 22 02 00,40,3,17119,2,18794,0,3791,7,6015,3,19869,6,21857,7,6549,0,6685,0,0,0,1,1
2019 12 22 03 00,4,3,15240,6,17753,0,6379,7,7606,3,19131,6,19291,7,9633,0,10279,1,1,1,0,3
2019 12 22 04 00,40,6,12623,3,17849,7,10418,9,11988,6,15754,8,21262,13,12896,20,13964,1,1,1,0,3
2019 12 22 05 00,40,6,10646,3,18188,7,9069,9,11608,6,13165,8,20011,13,12852,7,13534,1,1,1,0,3
2019 12 22 06 00,40,6,14571,3,21718,7,8865,9,11595,6,17638,14,22923,13,13032,7,13285,1,1,1,0,3
2019 12 22 07 00,40,6,12434,8,19327,7,10762,9,12037,6,16158,14,20667,13,13645,20,13680,1,1,1,0,3
2019 12 22 08 00,40,6,16656,3,23716,7,8027,0,11347,6,18882,12,24897,7,11784,13,12125,1,1,1,1,4
2019 12 22 09 00,40,6,17796,3,21259,7,9934,0,12071,6,20700,12,23926,7,14156,13,14619,1,1,1,1,4
2019 12 22 10 00,40,6,13749,3,20886,7,10261,9,11615,6,17905,12,21199,20,13170,13,13590,1,1,1,0,3
2019 12 22 11 00,40,12,22844,6,23152,7,6131,0,6788,12,22844,6,24464,7,7935,0,11375,0,1,0,1,2
2019 12 22 12 00,0,12,23304,2,23409,0,5138,7,5281,12,23304,6,26308,7,6349,0,8977,0,1,0,0,1
2019 12 22 13 00,0,2,22479,12,23035,0,5757,7,6600,12,23051,13,26166,7,8266,0,9480,0,1,0,0,1
2019 12 22 14 00,40,6,13904,3,14329,7,6364,0,6950,6,15522,3,19005,7,8209,0,11626,1,1,1,1,4
2019 12 22 15 00,40,6,7265,3,12555,7,5436,0,8580,6,8595,7,17931,7,7430,13,11984,1,1,1,1,4
2019 12 22 16 00,40,6,7295,8,15232,7,8974,9,10253,6,9687,8,16226,13,10816,9,12150,1,1,1,0,3
2019 12 22 17 00,40,6,4230,8,14265,7,5954,9,8760,6,5607,8,14721,13,9098,7,9447,1,1,1,0,3
2019 12 22 18 00,40,6,8106,3,13434,7,5463,0,8442,6,9078,7,18504,7,7624,13,10516,1,1,1,1,4
2019 12 22 19 00,40,6,8047,3,15119,7,6287,9,10513,6,10384,7,20678,7,9326,13,11680,1,1,1,1,4
2019 12 22 20 00,40,6,8328,3,16870,7,8363,9,10452,6,10911,8,18664,13,11449,9,12335,1,1,1,0,3
2019 12 22 21 00,40,6,15727,3,21320,7,6223,0,9078,6,17547,12,23407,7,8722,13,12155,1,1,1,1,4
2019 12 22 22 00,40,6,18008,3,22925,7,6428,0,8648,6,19783,12,23488,7,8852,13,12385,1,1,1,1,4
2019 12 22 23 00,40,6,23259,12,23361,7,4867,0,5587,12,23362,6,24087,7,5911,0,9891,1,1,0,1,3
2019 12 23 00 00,40,6,17940,3,21315,7,6738,0,7955,6,19210,12,24665,7,9155,13,11988,1,1,1,1,4
