,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 12 23 01 00,0,1,18513,2,20569,0,3807,7,5847,12,23081,2,25600,7,6235,0,6743,1,1,0,0,2
2019 12 23 02 00,0,1,18819,2,20642,0,3655,7,5479,12,22514,13,25123,7,6075,0,6544,1,1,0,0,2
2019 12 23 03 00,0,1,17619,2,20777,0,3791,7,5736,12,22497,1,25017,7,6517,0,6623,1,1,0,0,2
2019 12 23 04 00,0,1,18963,2,21870,0,4245,7,5678,12,23073,13,25851,7,6668,0,7295,1,1,0,0,2
2019 12 23 05 00,0,1,19191,2,22536,0,4485,7,6077,12,23793,13,26507,7,7261,0,7568,1,1,0,0,2
2019 12 23 06 00,0,1,22032,2,23029,0,5063,7,6394,12,24038,13,26849,7,7835,0,8416,1,1,0,0,2
2019 12 23 07 00,0,1,17719,2,21121,0,3061,7,5157,12,23262,1,25263,0,5584,7,5607,1,1,0,1,3
2019 12 23 08 00,0,1,15077,2,19244,0,3116,7,6036,1,21363,12,22137,0,5448,7,6652,1,1,1,1,4
2019 12 23 09 00,0,1,11595,2,16871,0,1181,7,5913,1,16384,2,19587,0,2337,7,5926,1,1,1,1,4
2019 12 23 10 00,0,1,13176,2,17678,0,1534,7,5768,1,18653,2,20877,0,2934,7,5876,1,1,1,1,4
2019 12 23 11 00,0,1,13443,2,16011,0,923,7,6167,2,18722,1,18787,0,1824,7,6167,1,1,0,1,3
2019 12 23 12 00,0,2,15335,1,16088,0,915,7,6694,2,18183,4,22151,0,1650,7,6752,0,1,0,1,2
2019 12 23 13 00,0,2,15145,4,17249,0,661,7,6943,4,17913,5,18328,0,1159,7,6943,0,1,0,1,2
2019 12 23 14 00,0,2,15973,1,17090,0,925,7,6418,2,19130,12,22429,0,1744,7,6480,0,1,0,1,2
2019 12 23 15 00,0,2,15622,1,16060,0,504,7,6589,2,18411,4,21750,0,987,7,6599,0,1,0,1,2
2019 12 23 16 00,0,1,13348,2,14821,0,327,7,6950,2,16959,1,18192,0,579,7,6950,1,1,0,1,3
2019 12 23 17 00,0,1,5740,2,13794,0,232,7,7196,1,7860,2,14606,0,356,7,7196,1,1,1,1,4
2019 12 23 18 00,0,1,3686,2,13722,0,378,7,7309,1,5105,2,14247,0,580,7,7309,1,1,1,1,4
2019 12 23 19 00,0,1,8210,2,13688,0,757,7,7603,1,11305,2,14896,0,1153,7,7603,1,1,1,1,4
2019 12 23 20 00,0,1,6672,2,13975,0,832,7,7667,1,9183,2,15009,0,1250,7,7667,1,1,1,1,4
2019 12 23 21 00,4,2,14292,4,15436,0,906,7,7728,4,15436,5,15659,0,1352,7,7728,0,1,0,1,2
2019 12 23 22 00,4,4,14413,5,14666,0,792,7,7515,4,14545,5,14798,0,1232,7,7515,0,1,0,1,2
2019 12 23 23 00,4,3,9969,4,11113,0,634,7,7197,3,10265,4,11463,0,1051,7,7197,1,1,1,1,4
2019 12 24 00 00,0,2,12655,1,13142,0,581,7,7465,2,14402,1,18122,0,893,7,7465,0,1,0,1,2
2019 12 24 01 00,0,2,11922,1,16912,0,93,7,7088,2,14048,4,17454,0,149,7,7088,0,1,0,1,2
2019 12 24 02 00,4,4,14898,2,15052,0,439,7,6672,4,15670,5,16072,0,857,7,6672,0,1,0,1,2
2019 12 24 03 00,4,3,12623,4,14570,0,1219,7,6495,3,13547,4,16230,0,2237,7,6495,1,1,1,1,4
2019 12 24 04 00,4,4,16186,3,16981,0,1861,7,7293,4,17558,3,17907,0,3027,7,7293,0,1,0,1,2
2019 12 24 05 00,0,4,17875,2,18331,0,2051,7,7149,4,19531,5,20662,0,3485,7,7149,0,1,0,1,2
2019 12 24 06 00,4,3,11286,4,14767,0,1847,7,6110,3,12746,4,17397,0,3452,7,6110,1,1,1,1,4
2019 12 24 07 00,4,3,7020,4,13185,0,1969,7,5704,3,8712,6,14529,0,3751,7,5704,1,1,1,1,4
2019 12 24 08 00,4,3,6951,4,9791,0,3319,7,8825,3,8073,4,10727,0,5095,7,8825,1,1,1,1,4
2019 12 24 09 00,4,4,10617,3,10663,0,2087,7,8617,4,10641,5,11188,0,3169,7,8617,0,1,0,1,2
2019 12 24 10 00,4,3,10999,4,12438,0,1192,7,7002,3,11707,4,13490,0,2082,7,7002,1,1,1,1,4
2019 12 24 11 00,4,3,9020,4,13990,0,2114,7,5556,3,10859,6,16147,0,4044,7,5556,1,1,1,1,4
2019 12 24 12 00,4,3,8227,6,14151,0,2734,7,5508,3,10432,6,14151,0,5088,7,5508,1,1,1,1,4
2019 12 24 13 00,4,3,10000,6,13376,0,2824,7,4667,3,12632,6,13430,7,4721,0,5487,1,1,1,0,3
2019 12 24 14 00,40,3,9811,6,13573,0,3905,7,5514,3,12670,6,13639,7,5580,0,6985,0,0,0,1,1
2019 12 24 15 00,4,3,12406,4,12413,0,6367,7,10762,4,14053,3,14320,0,9375,7,10762,1,1,0,1,3
2019 12 24 16 00,4,3,10785,4,11467,0,7254,7,11353,3,12930,4,13267,0,10644,7,11353,1,1,1,1,4
2019 12 24 17 00,6,2,10045,4,12546,0,6935,7,11630,2,13625,4,13660,0,10212,7,11630,1,1,1,1,4
2019 12 24 18 00,6,2,7405,4,13254,0,4867,7,10209,2,9948,4,14048,0,7258,7,10209,1,1,1,1,4
