,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 12 10 01 00,0,1,9477,2,16581,0,1435,7,6555,1,13340,2,18852,0,2523,7,6762,1,1,1,1,4
2019 12 10 02 00,0,1,6791,2,15227,0,1298,7,7046,1,9515,2,16749,0,2133,7,7257,1,1,1,1,4
2019 12 10 03 00,0,1,4734,2,14145,0,1013,7,7678,1,6591,2,14977,0,1527,7,7697,1,1,1,1,4
2019 12 10 04 00,0,1,3590,2,13974,0,640,7,7523,1,4969,2,14544,0,948,7,7523,1,1,1,1,4
2019 12 10 05 00,0,1,2062,2,13752,0,585,7,7481,1,2919,2,14066,0,865,7,7481,1,1,1,1,4
2019 12 10 06 00,0,1,804,2,13832,0,373,7,7314,1,1170,2,13955,0,547,7,7314,1,1,1,1,4
2019 12 10 07 00,0,1,410,2,13959,0,205,7,7185,1,592,2,14025,0,291,7,7185,1,1,1,1,4
2019 12 10 08 00,0,1,278,2,14012,0,203,7,7186,1,403,2,14065,0,281,7,7186,1,1,1,1,4
2019 12 10 09 00,0,1,210,2,14013,0,188,7,7172,1,310,2,14056,0,264,7,7172,1,1,1,1,4
2019 12 10 10 00,0,1,156,2,14016,0,130,7,7124,1,230,2,14047,0,184,7,7124,1,1,1,1,4
2019 12 10 11 00,0,1,202,2,13958,0,97,7,7094,1,299,2,13986,0,145,7,7094,1,1,1,1,4
2019 12 10 12 00,0,1,4014,2,10182,0,46,7,7054,1,6005,2,10210,0,70,7,7054,1,1,1,1,4
2019 12 10 13 00,6,2,4346,1,9718,0,0,7,7018,2,4350,1,14573,0,0,7,7018,1,1,1,1,4
2019 12 10 14 00,6,2,4164,1,9872,0,0,7,7018,2,4164,1,14808,0,0,7,7018,1,1,1,1,4
2019 12 10 15 00,0,1,5506,2,8530,0,0,7,7018,1,8259,2,8530,0,0,7,7018,1,1,1,1,4
2019 12 10 16 00,0,1,1450,2,12586,0,0,7,7018,1,2175,2,12586,0,0,7,7018,1,1,1,1,4
2019 12 10 17 00,0,1,3870,2,10166,0,0,7,7018,1,5805,2,10166,0,0,7,7018,1,1,1,1,4
2019 12 10 18 00,0,1,2308,2,11728,0,0,7,7018,1,3462,2,11728,0,0,7,7018,1,1,1,1,4
2019 12 10 19 00,0,1,1248,2,12788,0,0,7,7018,1,1872,2,12788,0,0,7,7018,1,1,1,1,4
2019 12 10 20 00,0,1,4758,2,9278,0,0,7,7018,1,7137,2,9278,0,0,7,7018,1,1,1,1,4
2019 12 10 21 00,6,2,4136,1,9900,0,0,7,7018,2,4136,1,14850,0,0,7,7018,1,1,1,1,4
2019 12 10 22 00,6,2,1398,1,12638,0,0,7,7018,2,1398,13,14735,0,0,7,7018,1,1,1,1,4
2019 12 10 23 00,6,2,3197,1,11770,0,0,7,7018,2,3330,13,15701,0,0,7,7018,1,1,1,1,4
2019 12 11 00 00,6,2,3601,4,14761,0,0,7,7018,2,4320,4,14761,0,0,7,7018,1,1,1,1,4
