,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 11 22 01 00,32,4,4389,5,8520,1,13099,30,13120,4,4389,5,8520,30,13120,1,15561,1,0,1,0,2
2019 11 22 02 00,4,4,5178,3,8956,1,14356,30,14380,4,5178,5,8956,30,14380,1,16636,0,0,0,0,0
2019 11 22 03 00,4,4,4193,3,5305,0,15219,1,15648,4,4193,5,7638,30,15674,1,17870,0,1,0,0,1
2019 11 22 04 00,4,4,5554,3,7907,0,13852,1,16284,4,5554,5,8700,30,16313,7,18095,0,1,0,0,1
2019 11 22 05 00,4,4,7266,5,10308,0,12942,1,16071,4,7266,5,10308,30,16106,7,17290,0,1,0,0,1
2019 11 22 06 00,4,4,5695,3,8796,1,14534,30,14567,4,5695,5,9268,30,14567,1,16386,0,0,0,0,0
2019 11 22 07 00,4,4,2980,3,5056,1,12931,30,12951,4,2980,5,7352,30,12951,1,15458,0,0,0,0,0
2019 11 22 08 00,31,4,4625,5,9231,1,13110,30,13119,4,4625,5,9231,30,13119,2,15689,1,1,1,0,3
2019 11 22 09 00,6,4,5318,5,9116,1,15364,30,15380,4,5318,5,9116,30,15380,1,18050,0,0,0,0,0
2019 11 22 10 00,4,3,5364,4,7210,0,9131,7,13727,3,7767,4,7968,0,13427,7,13989,1,1,1,1,4
2019 11 22 11 00,4,3,10053,4,14778,0,11217,7,12893,3,14516,4,19324,7,15420,0,16710,1,1,1,0,3
2019 11 22 12 00,4,3,6806,4,12471,0,9604,7,12634,3,10422,4,15809,0,14061,7,14782,1,1,1,1,4
2019 11 22 13 00,4,3,6553,6,13499,0,7524,7,9876,3,9922,6,14549,7,11443,0,11500,1,1,1,0,3
