,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 11 13 01 00,0,1,13109,2,16498,0,2549,7,7674,1,18300,2,19319,0,4057,7,7812,1,1,1,1,4
2019 11 13 02 00,0,1,10653,2,12250,0,1693,7,8131,2,13743,1,15011,0,2541,7,8185,1,1,0,1,3
2019 11 13 03 00,0,2,9552,1,10353,0,1395,7,8094,2,10539,1,14892,0,2060,7,8094,0,1,0,1,2
2019 11 13 04 00,0,2,10130,1,10577,0,1313,7,7996,2,11233,1,15118,0,1958,7,7996,0,1,0,1,2
2019 11 13 05 00,6,2,5373,1,14350,0,1289,7,8037,2,6317,4,15633,0,1903,7,8037,1,1,1,1,4
2019 11 13 06 00,6,2,3724,4,13912,0,1757,7,8403,2,4686,4,13912,0,2605,7,8403,1,1,1,1,4
2019 11 13 07 00,6,2,4102,4,12331,0,1666,7,8279,2,5585,4,12381,0,2503,7,8279,1,1,1,1,4
2019 11 13 08 00,6,2,9680,4,11180,0,1775,7,8430,4,11180,5,11592,0,2599,7,8430,1,1,0,1,3
2019 11 13 09 00,4,4,10861,5,11099,0,1008,7,7817,4,10861,5,11099,0,1484,7,7817,0,1,0,1,2
2019 11 13 10 00,4,3,9619,4,10769,0,487,7,7399,3,9740,4,10769,0,729,7,7399,1,1,1,1,4
2019 11 13 11 00,4,3,10223,4,10865,0,224,7,7198,3,10273,4,10865,0,324,7,7198,1,1,1,1,4
2019 11 13 12 00,4,3,12124,4,12592,0,144,7,7132,3,12158,4,12592,0,212,7,7132,1,1,1,1,4
2019 11 13 13 00,4,3,10937,4,11150,0,70,7,7073,3,10954,4,11150,0,104,7,7073,1,1,1,1,4
2019 11 13 14 00,4,3,10529,4,11119,0,41,7,7049,3,10540,4,11119,0,63,7,7049,1,1,1,1,4
2019 11 13 15 00,0,2,14865,1,17070,0,52,7,7058,2,17428,4,18649,0,80,7,7058,0,1,0,1,2
2019 11 13 16 00,0,1,4194,2,13874,0,0,7,7018,1,5715,2,14450,0,0,7,7018,1,1,1,1,4
2019 11 13 17 00,0,1,2330,2,13984,0,455,7,7366,1,3241,2,14363,0,705,7,7366,1,1,1,1,4
2019 11 13 18 00,0,1,5919,2,12721,0,564,7,7305,1,8370,2,13480,0,895,7,7305,1,1,1,1,4
2019 11 13 19 00,6,2,8084,1,12547,0,906,7,7403,2,9206,1,18149,0,1437,7,7403,1,1,1,1,4
2019 11 13 20 00,6,2,8529,1,15439,0,942,7,6847,2,10283,12,18555,0,1651,7,6847,1,1,1,1,4
2019 11 13 21 00,6,2,12178,4,18036,0,1154,7,6928,2,14930,4,19168,0,1995,7,6966,1,1,1,1,4
2019 11 13 22 00,4,4,13131,5,13573,0,1848,7,8464,4,13155,5,13597,0,2720,7,8464,0,1,0,1,2
2019 11 13 23 00,4,3,5727,4,8914,0,2129,7,8719,3,6213,4,8914,0,3101,7,8719,1,1,1,1,4
2019 11 14 00 00,4,3,1886,4,7008,0,2421,7,8975,3,2410,4,7008,0,3469,7,8975,1,1,1,1,4
2019 11 14 01 00,4,3,671,4,6347,0,2979,7,9405,3,1342,4,6347,0,4321,7,9405,1,1,1,1,4
2019 11 14 02 00,4,3,667,4,6351,0,2850,7,9282,3,1334,4,6351,0,4184,7,9282,1,1,1,1,4
2019 11 14 03 00,4,3,584,4,7309,0,1054,7,7519,3,993,4,7659,0,1697,7,7519,1,1,1,1,4
2019 11 14 04 00,4,3,985,4,8473,0,518,7,6552,3,1482,4,9449,0,1024,7,6552,1,1,1,1,4
2019 11 14 05 00,4,3,2088,4,10133,0,1096,7,6035,3,3134,6,11989,0,2146,7,6066,1,1,1,1,4
2019 11 14 06 00,4,3,4058,6,10668,0,2684,7,5867,3,6093,6,10886,0,4731,7,6377,1,1,1,1,4
2019 11 14 07 00,40,6,8567,3,11028,7,6451,0,8528,6,10328,3,16564,7,8776,13,12435,1,1,1,1,4
2019 11 14 08 00,40,6,11583,12,19235,9,11377,13,11397,6,16868,12,19757,20,13064,21,14121,1,0,1,0,2
2019 11 14 09 00,40,6,10148,8,16145,9,12111,13,12148,6,13545,8,17788,13,13262,20,14429,1,0,1,0,2
2019 11 14 10 00,40,6,7746,3,10717,7,6554,0,8487,6,8953,3,16109,7,8982,13,11589,1,1,1,1,4
2019 11 14 11 00,4,3,7025,6,7982,0,4220,7,4368,6,8117,3,10627,7,4474,0,7972,1,1,0,0,2
2019 11 14 12 00,4,3,3798,6,11319,0,2299,7,5818,3,5658,6,11353,0,4304,7,5835,1,1,1,1,4
2019 11 14 13 00,4,3,2993,4,8194,0,403,7,7112,3,3192,4,8436,0,680,7,7112,1,1,1,1,4
2019 11 14 14 00,4,3,2145,4,7900,0,170,7,7006,3,2251,4,8060,0,302,7,7006,1,1,1,1,4
2019 11 14 15 00,4,3,223,4,7071,0,199,7,7141,3,288,4,7105,0,312,7,7141,1,1,1,1,4
2019 11 14 16 00,4,3,3709,4,8493,0,212,7,7182,3,3764,4,8493,0,322,7,7182,1,1,1,1,4
2019 11 14 17 00,4,3,1297,4,7447,0,561,7,7360,3,1478,4,7555,0,869,7,7360,1,1,1,1,4
2019 11 14 18 00,4,3,1275,4,8427,0,1365,7,7145,3,2012,4,9491,0,2295,7,7151,1,1,1,1,4
2019 11 14 19 00,4,3,553,4,7095,0,1354,7,7857,3,980,4,7347,0,2082,7,7857,1,1,1,1,4
2019 11 14 20 00,4,3,261,4,6757,0,1112,7,7900,3,522,4,6757,0,1634,7,7900,1,1,1,1,4
2019 11 14 21 00,4,3,322,4,6696,0,1388,7,8123,3,644,4,6696,0,2032,7,8123,1,1,1,1,4
2019 11 14 22 00,4,3,6049,6,11662,0,5753,7,7579,3,9289,6,12456,7,8431,0,9424,1,1,1,0,3
2019 11 14 23 00,4,3,5218,6,11682,0,4811,7,7341,3,7752,6,11688,7,7703,0,7861,1,1,1,0,3
2019 11 15 00 00,4,3,8126,4,13706,0,4332,7,7520,3,10314,6,15228,0,6990,7,7907,1,1,1,1,4
