,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2020 01 23 01 00,4,3,4911,4,8528,0,1526,7,8217,3,5255,4,8566,0,2195,7,8217,1,1,1,1,4
2020 01 23 02 00,4,3,3175,4,9936,0,1675,7,6880,3,4210,4,11628,0,2847,7,6984,1,1,1,1,4
2020 01 23 03 00,4,3,3334,4,9594,0,1525,7,7196,3,4207,4,10882,0,2469,7,7512,1,1,1,1,4
2020 01 23 04 00,4,3,4437,6,11789,0,3557,7,6705,3,6633,6,11935,0,6089,7,6851,1,1,1,1,4
2020 01 23 05 00,4,3,7701,6,10232,0,6611,7,6909,6,10978,3,11682,7,7664,0,11030,1,1,0,0,2
2020 01 23 06 00,4,3,4573,4,11786,0,4819,7,8090,3,6926,6,13289,0,7683,7,8478,1,1,1,1,4
2020 01 23 07 00,4,3,2323,4,8070,0,2506,7,8397,3,3131,4,8802,0,3756,7,8397,1,1,1,1,4
2020 01 23 08 00,4,3,428,4,6754,0,1301,7,8051,3,733,4,6754,0,1911,7,8051,1,1,1,1,4
2020 01 23 09 00,4,3,1382,4,7599,0,1838,7,8225,3,1966,4,7987,0,2700,7,8449,1,1,1,1,4
2020 01 23 10 00,4,3,3865,4,11542,0,3784,7,7917,3,5868,6,14261,0,5928,7,8887,1,1,1,1,4
2020 01 23 11 00,4,3,10378,6,12435,0,10058,7,10191,6,14921,3,15549,7,13968,13,14883,1,1,0,0,2
2020 01 23 12 00,40,6,12061,8,16928,7,14102,9,14381,6,16773,8,19931,20,16406,13,16600,1,1,1,0,3
2020 01 23 13 00,40,6,8331,8,12784,9,11074,13,11099,6,11930,8,14274,13,12027,20,13387,1,0,1,0,2
2020 01 23 14 00,40,6,9350,8,12920,9,11911,13,11931,6,13090,8,14351,13,13092,20,14332,1,0,1,0,2
2020 01 23 15 00,52,6,12439,8,12885,13,15285,9,15292,8,14882,6,17454,27,15640,15,17684,0,0,1,0,1
