,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2020 01 15 01 00,4,3,1653,4,6253,0,4469,7,10575,3,2676,4,6271,0,6506,7,10575,1,1,1,1,4
2020 01 15 02 00,4,3,4507,4,10153,0,6119,7,9727,3,6841,4,12659,0,9475,7,9845,1,1,1,1,4
2020 01 15 03 00,4,3,5818,4,11091,0,6375,7,9467,3,8416,4,14051,7,9509,0,10070,1,1,1,0,3
2020 01 15 04 00,4,3,5357,4,9852,0,6860,7,10458,3,7815,4,12116,7,10482,0,10632,1,1,1,0,3
2020 01 15 05 00,4,3,2963,4,6730,0,6670,7,11895,3,4679,4,7232,0,9851,7,11895,1,1,1,1,4
2020 01 15 06 00,4,3,4759,4,9638,0,6602,7,10363,3,7077,4,11802,0,10156,7,10363,1,1,1,1,4
2020 01 15 07 00,4,3,3336,4,8819,0,6213,7,10238,3,5495,4,10765,0,9558,7,10238,1,1,1,1,4
2020 01 15 08 00,4,3,5568,6,11645,0,6235,7,8077,3,8700,6,11853,7,8285,0,10156,1,1,1,0,3
2020 01 15 09 00,4,3,7481,6,10538,0,6354,7,6954,6,10932,3,11191,7,7373,0,10609,1,1,0,0,2
2020 01 15 10 00,4,3,6663,6,10311,0,5612,7,6684,3,10019,6,10551,7,7027,0,9440,1,1,1,0,3
2020 01 15 11 00,40,6,7471,3,9369,7,4648,0,6155,6,8123,3,14061,7,5343,0,11024,1,1,1,1,4
2020 01 15 12 00,40,6,4963,3,12336,7,3510,0,7817,6,5819,7,16745,7,4377,9,11098,1,1,1,1,4
2020 01 15 13 00,40,6,4472,3,11559,7,3512,0,7695,6,4730,7,15848,7,3830,9,11191,1,1,1,1,4
2020 01 15 14 00,40,6,7313,3,10689,7,5393,0,8071,6,7513,3,16002,7,5595,9,13012,1,1,1,1,4
2020 01 15 15 00,40,6,10369,3,10377,7,7210,0,8445,6,10453,3,15068,7,7300,0,14079,1,1,1,1,4
2020 01 15 16 00,40,3,10647,6,11594,7,6561,0,6881,6,11730,3,14766,7,6832,0,11684,0,1,1,1,3
2020 01 15 17 00,40,3,9344,6,14460,0,9625,7,10308,3,13431,6,14800,7,10713,0,15059,0,0,0,1,1
2020 01 15 18 00,40,3,8009,6,12015,0,9755,7,9762,6,12416,3,12445,7,10246,0,15498,0,0,1,1,2
2020 01 15 19 00,40,3,7802,4,13473,0,9176,7,10078,3,11744,6,13827,7,10299,0,14550,0,0,0,1,1
2020 01 15 20 00,4,3,4263,4,7379,0,10421,7,14183,3,7044,4,8789,7,14183,0,15278,1,1,1,0,3
2020 01 15 21 00,4,3,6295,4,7413,0,10663,7,15117,4,8093,3,8743,7,15117,0,15219,1,1,0,0,2
2020 01 15 22 00,4,4,9228,3,10394,0,10699,7,15442,4,9614,5,11916,0,15110,7,15442,0,1,0,1,2
2020 01 15 23 00,4,4,7744,3,8127,0,10179,7,15268,4,7844,5,9936,0,14313,7,15268,0,1,0,1,2
2020 01 16 00 00,4,3,6110,4,6972,0,9615,7,14867,4,6972,3,8086,0,13567,7,14867,1,1,0,1,3
2020 01 16 01 00,4,3,4091,4,5827,0,9869,7,15100,4,5827,3,6085,0,13857,7,15100,1,1,0,1,3
2020 01 16 02 00,4,3,5177,4,6579,0,10661,7,15504,4,6877,3,7418,0,14994,7,15504,1,1,0,1,3
2020 01 16 03 00,4,3,5240,4,6289,0,10594,7,15545,4,6455,3,7445,0,14921,7,15545,1,1,0,1,3
2020 01 16 04 00,4,4,7908,3,8883,0,10697,7,15758,4,7934,5,10102,0,15020,7,15758,0,1,0,1,2
