,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 12 15 01 00,6,2,6140,4,13056,0,2777,7,9284,2,7920,4,13056,0,3921,7,9284,1,1,1,1,4
2019 12 15 02 00,6,2,5744,4,12588,0,2979,7,9451,2,7542,4,12588,0,4203,7,9451,1,1,1,1,4
2019 12 15 03 00,6,2,6734,4,13162,0,3442,7,9822,2,8636,4,13162,0,4874,7,9822,1,1,1,1,4
2019 12 15 04 00,6,2,6642,1,12894,0,4044,7,10317,2,7786,4,16102,0,5716,7,10317,1,1,1,1,4
2019 12 15 05 00,6,2,8055,1,11982,0,5558,7,11592,2,9382,4,16783,0,7750,7,11592,1,1,1,1,4
2019 12 15 06 00,6,2,5072,4,12608,0,7386,7,13115,2,6697,4,12608,0,10252,7,13115,1,1,1,1,4
2019 12 15 07 00,6,2,4437,4,10521,0,9398,7,14777,2,6425,4,10521,0,13040,7,14777,1,1,1,1,4
2019 12 15 08 00,6,2,4549,4,9821,0,10761,7,15941,2,6740,4,9821,0,14833,7,15941,1,1,1,1,4
2019 12 15 09 00,33,2,10414,4,13030,0,12287,7,17179,4,13030,2,13269,0,17005,7,17179,0,0,1,0,1
2019 12 15 10 00,0,2,14357,4,14685,0,13604,7,18223,4,14685,5,17353,7,18223,0,18940,0,1,0,0,1
2019 12 15 11 00,0,4,13157,2,14609,0,11654,7,16397,4,13157,5,15716,7,16397,0,16772,0,1,0,0,1
2019 12 15 12 00,31,4,9951,5,12893,0,11424,1,15223,4,9951,5,12893,30,15266,7,15886,1,0,1,0,2
2019 12 15 13 00,31,4,7737,5,10548,0,10124,7,14728,4,7737,5,10548,7,14728,30,14858,1,0,1,0,2
2019 12 15 14 00,2,4,12069,5,13350,0,4548,7,10468,4,12069,5,13350,0,7110,7,10468,0,1,0,1,2
2019 12 15 15 00,0,1,12610,2,13175,0,2160,7,8672,2,15105,1,17572,0,3334,7,8672,1,1,0,1,3
2019 12 15 16 00,1,2,12907,4,16091,0,4007,7,10098,2,15620,4,16091,0,6155,7,10098,0,1,0,1,2
2019 12 15 17 00,4,4,6559,3,8199,0,9488,7,14419,4,6559,5,8956,0,14282,7,14419,0,1,0,1,2
2019 12 15 18 00,4,4,2630,3,4968,1,12659,30,12674,4,2630,5,7163,30,12674,1,15392,0,0,0,0,0
2019 12 15 19 00,33,4,2450,3,5273,1,12968,30,12968,4,2732,5,7864,30,12968,2,15274,1,0,1,0,2
2019 12 15 20 00,4,4,3187,3,5021,1,14144,30,14150,4,3663,5,8446,30,14150,2,17328,0,0,0,0,0
2019 12 15 21 00,33,4,2070,3,5098,1,12733,30,12734,4,2130,5,7198,30,12734,2,14901,1,0,1,0,2
2019 12 15 22 00,33,4,2543,3,5735,2,12206,30,12329,4,3047,5,8530,30,12329,2,14781,1,0,1,0,2
2019 12 15 23 00,33,4,2508,3,5825,2,12059,30,12451,4,3034,5,8596,30,12451,2,14848,1,0,1,0,2
2019 12 16 00 00,33,4,3007,3,5471,2,13858,30,13954,4,3591,5,8770,30,13954,3,16696,1,0,1,0,2
2019 12 16 01 00,4,3,6414,4,6949,1,16515,30,16534,4,9161,3,11147,30,16534,7,19761,1,0,0,0,1
2019 12 16 02 00,4,3,5780,4,6821,0,15745,1,17487,4,8583,3,9797,30,17512,7,18222,1,1,0,0,2
2019 12 16 03 00,4,3,4766,4,5004,0,16439,1,17112,4,5752,3,8501,30,17130,7,19714,1,1,0,0,2
2019 12 16 04 00,4,3,5281,4,6864,0,14070,7,17157,4,8322,3,8797,7,17184,30,18382,1,1,0,0,2
2019 12 16 05 00,4,3,4293,4,6594,0,12988,7,16455,3,7504,4,7882,7,16529,0,18736,1,1,1,0,3
2019 12 16 06 00,4,3,3963,4,7582,0,11343,7,14636,3,7014,4,9388,7,14636,0,16542,1,1,1,0,3
2019 12 16 07 00,4,3,5202,4,10845,0,9510,7,11724,3,8551,6,14266,7,11976,0,14355,1,1,1,0,3
2019 12 16 08 00,4,3,7305,6,10976,0,8506,7,8811,3,11421,6,11464,7,9368,0,13549,1,1,1,0,3
2019 12 16 09 00,4,3,7106,6,9414,0,6115,7,6438,6,9768,3,10896,7,6856,0,10379,1,1,0,0,2
2019 12 16 10 00,4,3,7059,6,9260,0,6464,7,6627,6,9370,3,10894,7,6776,0,10934,1,1,0,0,2
2019 12 16 11 00,4,3,5438,6,11574,0,6858,7,8601,3,8621,6,11638,7,8665,0,10969,1,1,1,0,3
2019 12 16 12 00,4,3,5536,6,12136,0,8086,7,9756,3,8875,6,12206,7,9827,0,12567,1,1,1,0,3
2019 12 16 13 00,40,6,4322,3,13458,7,3922,0,9370,6,5270,7,17306,7,4944,9,11175,1,1,1,1,4
2019 12 16 14 00,40,6,1968,3,12698,7,3097,9,7428,6,2135,7,14578,7,4844,9,7513,1,1,1,1,4
2019 12 16 15 00,40,6,6250,3,8582,7,4905,0,6205,6,6405,3,12912,7,6300,9,10262,1,1,1,1,4
2019 12 16 16 00,4,3,7654,6,8895,7,6565,0,6595,6,9149,3,11602,7,7785,0,10968,1,0,0,0,1
2019 12 16 17 00,4,3,8137,6,10570,0,6242,7,7013,6,10942,3,11737,7,8504,0,10156,1,1,0,0,2
2019 12 16 18 00,4,3,7715,6,12432,0,5437,7,7452,3,10608,6,12650,0,8660,7,8712,1,1,1,1,4
2019 12 16 19 00,4,3,7225,6,13100,0,5886,7,8213,3,10020,6,13328,0,9125,7,9471,1,1,1,1,4
2019 12 16 20 00,4,3,6718,6,12841,0,5918,7,8432,3,9524,6,13193,0,9109,7,9781,1,1,1,1,4
2019 12 16 21 00,4,3,6323,4,13288,0,5483,7,8412,3,8875,6,13650,0,8442,7,9547,1,1,1,1,4
2019 12 16 22 00,4,3,6598,4,13309,0,6235,7,8971,3,9332,6,13901,0,9510,7,10192,1,1,1,1,4
2019 12 16 23 00,4,3,6251,4,12907,0,6256,7,9245,3,8913,6,14207,0,9473,7,10472,1,1,1,1,4
2019 12 17 00 00,4,3,6534,6,12364,0,6277,7,8370,3,9593,6,12668,7,9393,0,9910,1,1,1,0,3
