,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2020 01 27 01 00,0,1,10830,2,11516,0,10276,7,15465,2,13577,1,16223,0,14354,7,15465,1,1,0,1,3
2020 01 27 02 00,6,2,5883,4,11795,0,9540,7,14869,2,7914,4,11795,0,13300,7,14869,1,1,1,1,4
2020 01 27 03 00,6,2,5588,4,12200,0,8841,7,14320,2,7444,4,12200,0,12257,7,14320,1,1,1,1,4
2020 01 27 04 00,6,2,3666,4,10654,0,8454,7,14012,2,5428,4,10654,0,11694,7,14012,1,1,1,1,4
2020 01 27 05 00,6,2,4910,4,10826,0,8777,7,14286,2,6940,4,10826,0,12121,7,14286,1,1,1,1,4
2020 01 27 06 00,6,2,6416,4,12912,0,9724,7,15100,2,8301,4,12912,0,13354,7,15100,1,1,1,1,4
2020 01 27 07 00,6,2,4011,4,10147,0,10414,7,15697,2,5986,4,10147,0,14242,7,15697,1,1,1,1,4
2020 01 27 08 00,6,2,7845,4,8681,0,11140,7,16296,4,8681,5,10736,0,15250,7,16296,1,1,0,1,3
2020 01 27 09 00,4,3,3833,4,5393,0,11874,7,16918,4,5393,3,6010,0,16228,7,16918,1,1,0,1,3
2020 01 27 10 00,4,3,3888,4,5178,0,12741,7,17627,4,5178,3,6240,0,17445,7,17627,1,1,0,1,3
2020 01 27 11 00,4,3,2390,4,4628,0,12286,7,17150,4,4628,3,4780,0,17066,7,17150,1,1,0,1,3
2020 01 27 12 00,4,3,2080,4,4938,0,8491,7,13689,3,4160,4,4938,0,12651,7,13689,1,1,1,1,4
2020 01 27 13 00,4,3,372,4,6646,0,1302,7,8002,3,744,4,6646,0,2046,7,8002,1,1,1,1,4
2020 01 27 14 00,4,3,50,4,6968,0,184,7,7159,3,100,4,6968,0,284,7,7159,1,1,1,1,4
2020 01 27 15 00,4,3,111,4,6907,0,402,7,7324,3,222,4,6907,0,624,7,7324,1,1,1,1,4
2020 01 27 16 00,4,3,334,4,6684,0,1232,7,7962,3,668,4,6684,0,1900,7,7962,1,1,1,1,4
2020 01 27 17 00,4,3,1167,4,6335,0,3034,7,9357,3,1971,4,6335,0,4643,7,9357,1,1,1,1,4
2020 01 27 18 00,4,3,3354,4,8435,0,4764,7,9432,3,5118,4,9881,0,7569,7,9432,1,1,1,1,4
2020 01 27 19 00,4,3,4739,6,11398,0,4205,7,6712,3,7339,6,11398,7,6712,0,7410,1,1,1,0,3
2020 01 27 20 00,4,3,4325,4,11708,0,4514,7,7304,3,6847,6,11868,7,7304,0,7755,1,1,1,0,3
2020 01 27 21 00,4,3,6791,4,10672,0,3223,7,7833,3,8357,4,12536,0,5423,7,7833,1,1,1,1,4
2020 01 27 22 00,6,2,4636,4,12449,0,1892,7,8164,2,6398,4,12779,0,3027,7,8164,1,1,1,1,4
2020 01 27 23 00,6,2,1466,4,12822,0,1957,7,8508,2,2136,4,12822,0,3045,7,8508,1,1,1,1,4
2020 01 28 00 00,6,4,9141,2,9997,0,4226,7,10237,4,9141,5,10313,0,6570,7,10237,0,1,0,1,2
2020 01 28 01 00,4,3,8715,4,9969,0,5519,7,9947,3,10732,4,11461,0,8807,7,9947,1,1,1,1,4
2020 01 28 02 00,4,3,11082,4,13943,0,5460,7,7908,3,13879,4,17727,7,7908,0,9162,1,1,1,0,3
2020 01 28 03 00,40,3,15393,4,16363,0,5382,7,8040,3,18010,4,20043,7,8127,0,8769,0,0,0,1,1
2020 01 28 04 00,40,4,17187,3,17356,0,6307,7,9092,3,20009,4,20597,7,9166,0,9882,0,0,0,1,1
2020 01 28 05 00,40,2,18885,4,19491,0,7879,7,10051,4,23287,2,24615,7,10158,0,12119,0,0,0,1,1
2020 01 28 06 00,40,4,18560,3,19296,0,8667,7,10421,3,22648,4,22656,7,10568,0,13323,0,0,0,1,1
2020 01 28 07 00,40,4,18489,3,18560,0,5623,7,7780,3,21489,4,22577,7,7780,0,9437,0,0,0,1,1
2020 01 28 08 00,6,2,12753,3,14311,0,2143,7,6524,3,15773,4,16991,0,3837,7,6548,1,1,0,1,3
2020 01 28 09 00,6,2,7367,4,12446,0,1549,7,7727,2,9970,4,13028,0,2426,7,7727,1,1,1,1,4
2020 01 28 10 00,6,2,5707,4,13406,0,691,7,7549,2,7300,4,13420,0,1032,7,7549,1,1,1,1,4
2020 01 28 11 00,6,2,9267,4,11081,0,476,7,7368,4,11101,5,11234,0,732,7,7368,1,1,0,1,3
2020 01 28 12 00,6,3,11094,4,11172,0,1243,7,7430,3,11642,4,11810,0,2011,7,7448,0,1,0,1,2
2020 01 28 13 00,6,2,11416,4,13806,0,1628,7,7635,4,14554,2,14795,0,2600,7,7635,1,1,0,1,3
2020 01 28 14 00,4,3,14221,4,14243,0,811,7,6514,3,14903,4,15523,0,1533,7,6520,1,1,1,1,4
2020 01 28 15 00,6,2,11689,3,12003,0,667,7,6880,3,12447,4,12762,0,1183,7,6882,1,1,0,1,3
2020 01 28 16 00,6,2,7002,4,12614,0,20,7,7033,2,9108,4,12614,0,32,7,7033,1,1,1,1,4
2020 01 28 17 00,6,2,9104,4,15594,0,206,7,6812,2,11248,4,16006,0,412,7,6812,1,1,1,1,4
2020 01 28 18 00,6,2,13695,4,15667,0,1397,7,6498,3,17180,4,17587,0,2479,7,6751,1,1,0,1,3
2020 01 28 19 00,6,3,14061,2,14192,0,1003,7,6140,3,15018,4,16458,0,1966,7,6166,0,1,0,1,2
2020 01 28 20 00,4,3,11182,4,12540,0,814,7,6629,3,11835,4,13724,0,1491,7,6703,1,1,1,1,4
2020 01 28 21 00,4,3,9486,4,10302,0,602,7,7414,3,9672,4,10380,0,935,7,7414,1,1,1,1,4
2020 01 28 22 00,4,3,7803,4,10065,0,1353,7,7545,3,8352,4,10677,0,2145,7,7545,1,1,1,1,4
2020 01 28 23 00,4,3,7441,4,9962,0,1782,7,7793,3,8115,4,10698,0,2762,7,7793,1,1,1,1,4
2020 01 29 00 00,4,3,7616,4,8950,0,2050,7,8663,3,8074,4,8950,0,2966,7,8663,1,1,1,1,4
