,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 11 09 01 00,0,2,17606,4,19872,0,1737,7,6645,2,21776,4,21834,0,3056,7,6663,0,1,0,1,2
2019 11 09 02 00,0,1,13916,2,17138,0,1573,7,6352,1,19501,2,20229,0,2878,7,6373,1,1,1,1,4
2019 11 09 03 00,0,1,12425,2,16956,0,1547,7,6352,1,17488,2,19802,0,2842,7,6372,1,1,1,1,4
2019 11 09 04 00,0,1,12635,2,17042,0,1154,7,6277,1,17586,2,19826,0,2172,7,6327,1,1,1,1,4
2019 11 09 05 00,0,1,11505,2,16334,0,1254,7,6603,1,16057,2,18802,0,2251,7,6631,1,1,1,1,4
2019 11 09 06 00,0,1,10636,2,16073,0,1530,7,7105,1,14811,2,18329,0,2543,7,7153,1,1,1,1,4
2019 11 09 07 00,0,1,10892,2,15513,0,1861,7,7676,1,15157,2,17675,0,2931,7,7736,1,1,1,1,4
2019 11 09 08 00,0,2,11567,1,16893,0,2152,7,8191,2,13978,4,18218,0,3263,7,8235,0,1,0,1,2
2019 11 09 09 00,0,2,11932,4,16390,0,2658,7,8805,2,14588,4,16802,0,3904,7,8825,0,1,0,1,2
2019 11 09 10 00,0,1,7594,2,13776,0,2895,7,9314,1,10715,2,15102,0,4147,7,9318,1,1,1,1,4
2019 11 09 11 00,0,1,8796,2,12985,0,1953,7,8587,1,12335,2,14277,0,2819,7,8587,1,1,1,1,4
2019 11 09 12 00,0,1,7874,2,12535,0,1052,7,7850,1,11044,2,13553,0,1554,7,7850,1,1,1,1,4
2019 11 09 13 00,0,1,7720,2,13850,0,688,7,7561,1,10598,2,14997,0,1018,7,7561,1,1,1,1,4
2019 11 09 14 00,0,2,12075,1,13334,0,760,7,7621,2,13776,1,18478,0,1116,7,7621,0,1,0,1,2
2019 11 09 15 00,6,2,9953,4,11857,0,758,7,7619,4,11857,5,12035,0,1114,7,7619,1,1,0,1,3
2019 11 09 16 00,4,3,7754,4,9446,0,615,7,7498,3,7909,4,9446,0,925,7,7498,1,1,1,1,4
2019 11 09 17 00,4,4,10529,5,10739,0,844,7,7679,4,10529,5,10739,0,1264,7,7679,0,1,0,1,2
2019 11 09 18 00,4,4,12208,5,12439,0,918,7,7734,4,12208,5,12439,0,1380,7,7734,0,1,0,1,2
2019 11 09 19 00,4,3,6787,4,9834,0,713,7,7075,3,7183,4,10388,0,1228,7,7075,1,1,1,1,4
2019 11 09 20 00,4,3,7516,6,9790,0,5689,7,6318,6,10836,3,11241,7,7925,0,9414,1,1,0,0,2
2019 11 09 21 00,51,6,5566,3,14742,9,7108,13,7206,6,7644,7,19212,9,8166,13,8226,1,1,1,1,4
2019 11 09 22 00,40,6,6074,3,15408,7,5287,9,10812,6,8356,7,20341,7,7569,9,11953,1,1,1,1,4
2019 11 09 23 00,40,6,4826,3,10038,7,2940,0,5852,6,4904,7,14825,7,3147,9,10731,1,1,1,1,4
2019 11 10 00 00,40,6,4650,3,10823,7,3078,0,6679,6,4804,7,15396,7,3331,9,10803,1,1,1,1,4
2019 11 10 01 00,40,3,8460,6,10010,7,6853,0,7081,6,10602,3,12813,7,7819,0,12028,0,1,1,1,3
2019 11 10 02 00,4,3,6633,6,12875,0,5122,7,7419,3,9663,6,13557,7,8297,0,8508,1,1,1,0,3
2019 11 10 03 00,4,3,5964,4,12930,0,3436,7,6780,3,8171,6,14077,0,5890,7,7173,1,1,1,1,4
2019 11 10 04 00,4,3,2180,4,9214,0,1662,7,7028,3,3148,4,10684,0,2826,7,7101,1,1,1,1,4
2019 11 10 05 00,4,3,2489,4,9765,0,1573,7,6699,3,3557,4,11537,0,2759,7,6774,1,1,1,1,4
2019 11 10 06 00,4,3,1944,4,9401,0,1577,7,6902,3,2936,4,10981,0,2684,7,7038,1,1,1,1,4
