,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 12 29 01 00,0,1,9594,2,10114,0,7301,7,13059,2,11523,1,14379,0,10095,7,13059,1,1,0,1,3
2019 12 29 02 00,0,1,9014,2,10099,0,5886,7,11863,2,11321,1,13458,0,8204,7,11863,1,1,0,1,3
2019 12 29 03 00,6,2,2292,4,11984,0,5387,7,11456,2,3378,4,11984,0,7499,7,11456,1,1,1,1,4
2019 12 29 04 00,6,2,2164,4,12400,0,4786,7,10983,2,3114,4,12400,0,6606,7,10983,1,1,1,1,4
2019 12 29 05 00,6,2,4307,4,13895,0,4885,7,11069,2,5419,4,13895,0,6731,7,11069,1,1,1,1,4
2019 12 29 06 00,0,1,7532,2,13990,0,5710,7,11771,1,10832,2,15512,0,7822,7,11771,1,1,1,1,4
2019 12 29 07 00,6,2,9382,4,13218,0,5982,7,11994,2,11932,4,13218,0,8202,7,11994,1,1,1,1,4
2019 12 29 08 00,6,2,6629,4,10509,0,5146,7,11273,2,9168,4,10509,0,7122,7,11273,1,1,1,1,4
2019 12 29 09 00,6,2,8807,1,14578,0,3492,7,9871,2,10449,4,16275,0,4922,7,9871,1,1,1,1,4
2019 12 29 10 00,0,1,3966,2,13819,0,2044,7,8675,1,5662,2,14541,0,2914,7,8675,1,1,1,1,4
2019 12 29 11 00,0,1,1456,2,13664,0,1050,7,7854,1,2168,2,13923,0,1536,7,7854,1,1,1,1,4
2019 12 29 12 00,0,1,1086,2,13971,0,202,7,7173,1,1514,2,14140,0,310,7,7173,1,1,1,1,4
2019 12 29 13 00,0,1,2336,2,14100,0,16,7,7030,1,3164,2,14445,0,26,7,7030,1,1,1,1,4
2019 12 29 14 00,0,1,2382,2,13404,0,0,7,7018,1,3323,2,13654,0,0,7,7018,1,1,1,1,4
2019 12 29 15 00,0,1,648,2,13882,0,3,7,7020,1,902,2,13953,0,5,7,7020,1,1,1,1,4
2019 12 29 16 00,0,1,2844,2,11352,0,40,7,7048,1,4250,2,11380,0,64,7,7048,1,1,1,1,4
