,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 11 25 01 00,6,2,2179,4,12127,0,3663,7,9901,2,3201,4,12127,0,5445,7,9901,1,1,1,1,4
2019 11 25 02 00,6,2,924,4,13288,0,1432,7,8142,2,1342,4,13288,0,2136,7,8142,1,1,1,1,4
2019 11 25 03 00,6,2,1149,1,14066,0,450,7,7366,2,1368,4,14309,0,686,7,7366,1,1,1,1,4
2019 11 25 04 00,6,2,6074,4,14058,0,178,7,7156,2,7587,4,14058,0,272,7,7156,1,1,1,1,4
2019 11 25 05 00,6,2,8465,1,11936,0,89,7,7085,2,9385,1,17009,0,139,7,7085,1,1,1,1,4
2019 11 25 06 00,0,1,1558,2,13066,0,51,7,7057,1,2261,2,13156,0,79,7,7057,1,1,1,1,4
2019 11 25 07 00,0,1,8924,2,14296,0,0,7,7018,1,12074,2,15608,0,0,7,7018,1,1,1,1,4
2019 11 25 08 00,0,1,5122,2,13527,0,0,7,7018,1,7024,2,14186,0,0,7,7018,1,1,1,1,4
2019 11 25 09 00,0,1,3344,2,14066,0,0,7,7018,1,4534,2,14548,0,0,7,7018,1,1,1,1,4
2019 11 25 10 00,0,1,350,2,13805,0,0,7,7018,1,508,2,13822,0,0,7,7018,1,1,1,1,4
2019 11 25 11 00,0,1,2138,2,12920,0,0,7,7018,1,3061,2,13066,0,0,7,7018,1,1,1,1,4
2019 11 25 12 00,0,1,526,2,13972,0,0,7,7018,1,723,2,14038,0,0,7,7018,1,1,1,1,4
2019 11 25 13 00,0,1,0,2,14036,0,0,7,7018,1,0,2,14036,0,0,7,7018,1,1,1,1,4
2019 11 25 14 00,0,1,164,2,13914,0,0,7,7018,1,240,2,13920,0,0,7,7018,1,1,1,1,4
2019 11 25 15 00,0,1,3236,2,11872,0,6,7,7023,1,4702,2,12026,0,10,7,7023,1,1,1,1,4
2019 11 25 16 00,6,2,7730,1,11876,0,166,7,7145,2,8545,1,17044,0,256,7,7145,1,1,1,1,4
2019 11 25 17 00,6,2,2144,4,13184,0,1244,7,8004,2,2893,4,13184,0,1830,7,8004,1,1,1,1,4
2019 11 25 18 00,6,2,5055,4,13935,0,1590,7,8291,2,6344,4,13935,0,2306,7,8291,1,1,1,1,4
2019 11 25 19 00,6,2,3518,4,12838,0,2075,7,8671,2,4697,4,12838,0,3033,7,8671,1,1,1,1,4
2019 11 25 20 00,6,2,4137,4,11801,0,2926,7,9376,2,5730,4,11801,0,4210,7,9376,1,1,1,1,4
2019 11 25 21 00,6,2,4159,4,11865,0,3260,7,9603,2,5784,4,11933,0,4658,7,9603,1,1,1,1,4
2019 11 25 22 00,6,2,4010,4,13190,0,3023,7,9359,2,5304,4,13318,0,4331,7,9359,1,1,1,1,4
2019 11 25 23 00,6,2,4137,4,13461,0,3075,7,9507,2,5315,4,13461,0,4393,7,9507,1,1,1,1,4
2019 11 26 00 00,6,2,3465,4,12497,0,3329,7,9707,2,4716,4,12497,0,4769,7,9707,1,1,1,1,4
2019 11 26 01 00,6,2,4719,4,13507,0,4367,7,10562,2,6031,4,13507,0,6217,7,10562,1,1,1,1,4
2019 11 26 02 00,6,2,3989,4,11509,0,4632,7,10765,2,5618,4,11509,0,6624,7,10765,1,1,1,1,4
2019 11 26 03 00,6,2,6793,4,10693,0,3577,7,9879,2,9327,4,10693,0,5195,7,9879,1,1,1,1,4
2019 11 26 04 00,4,3,9341,4,9517,0,1900,7,8514,4,9517,3,9802,0,2822,7,8514,1,1,0,1,3
2019 11 26 05 00,4,3,8699,4,9647,0,751,7,7594,3,8902,4,9647,0,1157,7,7594,1,1,1,1,4
2019 11 26 06 00,4,3,9047,4,9871,0,428,7,7342,3,9169,4,9871,0,672,7,7342,1,1,1,1,4
2019 11 26 07 00,4,3,2926,4,7932,0,180,7,7158,3,2972,4,7932,0,272,7,7158,1,1,1,1,4
2019 11 26 08 00,4,3,792,4,7246,0,98,7,7093,3,819,4,7246,0,152,7,7093,1,1,1,1,4
2019 11 26 09 00,0,1,14246,2,14752,0,67,7,7068,2,16898,1,19243,0,107,7,7068,1,1,0,1,3
2019 11 26 10 00,0,1,8,2,14036,0,6,7,7023,1,12,2,14038,0,10,7,7023,1,1,1,1,4
2019 11 26 11 00,0,1,2,2,14034,0,0,7,7018,1,3,2,14034,0,0,7,7018,1,1,1,1,4
2019 11 26 12 00,0,1,702,2,13334,0,0,7,7018,1,1053,2,13334,0,0,7,7018,1,1,1,1,4
2019 11 26 13 00,0,1,64,2,13972,0,0,7,7018,1,96,2,13972,0,0,7,7018,1,1,1,1,4
2019 11 26 14 00,0,1,36,2,14000,0,0,7,7018,1,54,2,14000,0,0,7,7018,1,1,1,1,4
2019 11 26 15 00,0,1,2624,2,11444,0,26,7,7038,1,3936,2,11452,0,42,7,7038,1,1,1,1,4
2019 11 26 16 00,6,2,1797,1,13296,0,364,7,7297,2,1990,4,15061,0,560,7,7297,1,1,1,1,4
