,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2020 01 22 01 00,4,3,10885,4,11067,0,134,7,6884,3,11019,4,11335,0,268,7,6884,1,1,1,1,4
2020 01 22 02 00,4,3,5993,6,11085,0,3101,7,5437,3,8553,6,11517,0,5661,7,5872,1,1,1,1,4
2020 01 22 03 00,40,6,10809,3,14689,7,6112,0,8993,6,13031,3,20766,7,8461,9,12672,1,1,1,1,4
2020 01 22 04 00,4,6,9567,3,10002,7,6533,0,7401,6,11101,3,14865,7,8607,0,12264,0,0,0,0,0
2020 01 22 05 00,40,6,11875,3,14066,7,9508,9,12317,6,15806,12,20478,20,13747,7,13905,1,1,1,0,3
2020 01 22 06 00,40,6,9491,8,14065,9,11065,13,11076,6,14023,8,16675,13,12794,27,13320,1,0,1,0,2
2020 01 22 07 00,52,8,10060,6,11533,10,9401,27,9409,8,12070,6,16994,27,9409,15,10767,1,1,1,0,3
2020 01 22 08 00,40,6,10443,8,14155,13,11579,9,11582,6,15600,8,17154,27,12317,13,13144,1,0,1,0,2
2020 01 22 09 00,40,6,4154,8,15022,7,5313,9,9204,6,6184,8,16451,7,8533,13,10062,1,1,1,1,4
2020 01 22 10 00,40,6,4563,3,16273,7,4927,9,9333,6,6729,8,18629,7,7819,13,10464,1,1,1,1,4
2020 01 22 11 00,40,6,5539,3,15122,7,5369,9,9839,6,7645,7,19170,7,8217,13,10848,1,1,1,1,4
2020 01 22 12 00,40,6,7420,3,16101,7,7610,9,10638,6,10342,8,20541,7,11651,13,12116,1,1,1,1,4
2020 01 22 13 00,40,6,6380,3,13684,7,7077,9,10576,6,7982,8,15744,7,10520,13,10856,1,1,1,1,4
2020 01 22 14 00,4,6,8674,3,9774,7,6331,0,7283,6,9960,3,14661,7,8318,0,12170,0,0,0,0,0
2020 01 22 15 00,4,6,7488,3,7988,7,4873,0,5175,6,7875,3,11982,7,5871,0,9169,0,0,0,0,0
2020 01 22 16 00,4,3,7118,6,8934,0,4705,7,5588,6,9301,3,10524,7,6689,0,8111,1,1,0,0,2
2020 01 22 17 00,40,6,6864,3,8160,7,4434,0,5202,6,7173,3,12240,7,5372,0,9282,1,1,1,1,4
2020 01 22 18 00,4,3,5365,6,9368,0,3440,7,5438,3,7887,6,9392,0,5962,7,6215,1,1,1,1,4
