,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 12 20 01 00,4,3,4266,6,11756,0,4761,7,7628,3,6707,6,11802,7,7689,0,7818,1,1,1,0,3
2019 12 20 02 00,72,3,14668,6,15445,7,13283,9,14651,12,19370,6,20304,20,15655,13,17036,0,0,1,0,1
2019 12 20 03 00,40,6,10918,3,15549,7,12409,9,13410,6,14076,8,17586,13,14074,20,15290,1,1,1,0,3
2019 12 20 04 00,4,6,13077,3,13207,7,12279,0,14169,6,16357,3,20042,13,15764,20,16029,0,0,0,0,0
2019 12 20 05 00,4,6,14606,3,14913,7,13818,9,14538,6,18703,14,20764,20,15639,13,16822,0,0,0,0,0
2019 12 20 06 00,4,6,9832,3,10230,7,10063,0,11102,6,11083,3,15579,13,13085,7,13316,0,0,0,0,0
2019 12 20 07 00,40,6,8714,3,10584,7,6853,0,8722,6,10281,3,15955,7,9221,9,12267,1,1,1,1,4
2019 12 20 08 00,40,6,4663,3,13434,7,5842,9,8309,6,5839,7,17016,13,8933,9,9107,1,1,1,0,3
2019 12 20 09 00,40,6,10596,8,15261,13,11575,9,11576,6,15694,8,18476,27,12750,13,13284,1,0,1,0,2
2019 12 20 10 00,40,6,7824,8,16292,7,9795,9,9818,6,11736,8,19172,13,11300,20,12084,1,1,1,0,3
2019 12 20 11 00,40,6,15033,3,18101,7,6056,0,8157,6,16715,12,23064,7,7738,9,13125,1,1,1,1,4
2019 12 20 12 00,4,3,8389,4,12182,0,1076,7,6815,3,9151,4,13452,0,1852,7,7041,1,1,1,1,4
2019 12 20 13 00,4,3,13166,4,14549,0,1030,7,6635,3,13952,4,15927,0,1859,7,6743,1,1,1,1,4
2019 12 20 14 00,4,4,15482,5,15958,0,689,7,6848,4,16272,3,16725,0,1246,7,6848,0,1,0,1,2
2019 12 20 15 00,0,2,12486,1,15977,0,144,7,6879,2,14628,4,18941,0,287,7,6879,0,1,0,1,2
2019 12 20 16 00,4,3,10908,4,10908,0,30,7,6988,3,10938,4,10968,0,60,7,6988,1,1,1,1,4
2019 12 20 17 00,4,3,9763,4,11309,0,494,7,6635,3,10218,4,12187,0,949,7,6667,1,1,1,1,4
2019 12 20 18 00,4,3,4531,4,9181,0,155,7,6863,3,4686,4,9491,0,310,7,6863,1,1,1,1,4
2019 12 20 19 00,4,3,5660,6,9720,0,3387,7,5200,3,8490,6,10168,7,5648,0,6217,1,1,1,0,3
2019 12 20 20 00,40,6,10938,8,17884,7,11584,9,12231,6,15473,14,20084,20,13734,13,14087,1,1,1,0,3
2019 12 20 21 00,40,6,9534,8,16022,9,10167,13,10189,6,13899,8,18881,13,11636,20,12533,1,0,1,0,2
2019 12 20 22 00,40,6,6030,3,11647,7,3828,0,7285,6,6658,7,16865,7,4480,9,11454,1,1,1,1,4
2019 12 20 23 00,4,3,4351,4,11467,0,4900,7,8389,3,6794,6,14250,0,7878,7,9129,1,1,1,1,4
2019 12 21 00 00,4,3,15549,6,16285,7,14044,9,15159,14,19476,6,21169,20,15708,19,16812,1,0,0,0,1
2019 12 21 01 00,40,6,15686,3,18739,7,13095,9,14503,14,20059,6,20511,20,15340,19,17015,1,1,0,0,2
2019 12 21 02 00,40,3,14530,6,17173,0,5382,7,6538,3,18159,6,18358,7,7868,0,9050,0,0,0,1,1
2019 12 21 03 00,0,1,14224,2,16895,0,1405,7,6306,1,19897,2,19960,0,2633,7,6306,1,1,1,1,4
2019 12 21 04 00,0,1,15046,2,16921,0,1650,7,6544,2,20115,1,21017,0,2938,7,6544,1,1,0,1,3
2019 12 21 05 00,0,1,12267,2,15832,0,1141,7,7086,1,16920,2,18180,0,1958,7,7086,1,1,1,1,4
2019 12 21 06 00,0,1,6629,2,13310,0,1209,7,7576,1,9446,2,14386,0,1940,7,7576,1,1,1,1,4
2019 12 21 07 00,0,2,9123,1,9589,0,918,7,7666,2,9911,1,13881,0,1423,7,7666,0,1,0,1,2
2019 12 21 08 00,0,1,10578,2,10909,0,1501,7,8190,2,12135,1,15018,0,2255,7,8190,1,1,0,1,3
2019 12 21 09 00,0,1,3746,2,13836,0,1001,7,7803,1,5253,2,14448,0,1493,7,7803,1,1,1,1,4
2019 12 21 10 00,0,1,9252,2,14564,0,621,7,7497,1,12574,2,16031,0,947,7,7497,1,1,1,1,4
2019 12 21 11 00,0,1,10008,2,14029,0,189,7,7163,1,13613,2,15480,0,293,7,7163,1,1,1,1,4
2019 12 21 12 00,4,2,13445,4,13457,0,63,7,7066,4,13457,5,13474,0,97,7,7066,0,1,0,1,2
2019 12 21 13 00,40,3,11504,6,13008,0,3857,7,4744,6,13460,3,14799,7,5196,0,7152,0,0,1,1,2
2019 12 21 14 00,4,3,6999,6,9024,0,3471,7,4371,6,9152,3,10151,7,4529,0,6672,1,1,0,0,2
2019 12 21 15 00,4,3,2699,4,10043,0,2609,7,7153,3,4116,4,12229,0,4350,7,7153,1,1,1,1,4
2019 12 21 16 00,4,3,5805,6,9071,0,3473,7,4882,3,8748,6,9221,7,5032,0,6527,1,1,1,0,3
2019 12 21 17 00,40,6,7849,3,8335,7,4625,0,5157,6,8504,3,12501,7,5420,0,9329,1,1,1,1,4
2019 12 21 18 00,40,6,8440,3,12295,7,5800,0,8586,6,10296,3,18176,7,7982,9,12257,1,1,1,1,4
2019 12 21 19 00,40,6,14623,12,17827,7,9980,9,12724,12,17827,6,19465,20,13714,7,14822,1,1,0,0,2
2019 12 21 20 00,4,3,11118,6,13698,0,6226,7,6891,3,15114,6,15228,7,8541,0,10297,1,1,1,0,3
2019 12 21 21 00,40,6,8174,3,14556,7,5807,0,10186,6,10680,7,20876,7,8367,9,12397,1,1,1,1,4
2019 12 21 22 00,40,6,6500,3,11290,7,4129,0,7207,6,7408,3,16905,7,5037,9,11701,1,1,1,1,4
2019 12 21 23 00,4,3,4544,4,7964,0,5530,7,10807,3,6163,4,8636,0,8375,7,10921,1,1,1,1,4
2019 12 22 00 00,40,6,13607,3,14902,7,12322,9,14725,6,17595,14,22355,20,16164,13,17071,1,1,1,0,3
