,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2020 01 21 01 00,40,6,7690,3,9160,7,4457,0,6063,6,8649,3,13763,7,5492,0,10762,1,1,1,1,4
2020 01 21 02 00,40,6,3063,3,13062,7,2098,0,7703,6,3450,7,15504,7,2341,9,10017,1,1,1,1,4
2020 01 21 03 00,40,6,2137,3,13675,7,1564,0,7742,6,2701,7,15035,7,2201,9,9225,1,1,1,1,4
2020 01 21 04 00,40,6,3218,3,11593,7,2392,0,6901,6,3541,7,13728,7,3140,9,9588,1,1,1,1,4
2020 01 21 05 00,40,6,6504,3,11830,7,5472,0,9008,6,7961,7,16742,7,7872,9,10638,1,1,1,1,4
2020 01 21 06 00,51,6,6950,8,15282,9,7896,13,7939,6,10408,8,17317,13,9365,9,10376,1,1,1,0,3
2020 01 21 07 00,51,6,5367,8,10802,9,6693,13,6738,6,8036,8,11295,13,7219,9,9161,1,1,1,0,3
2020 01 21 08 00,40,6,3968,8,12599,9,7607,13,7684,6,5779,8,13038,13,8026,9,9207,1,0,1,0,2
2020 01 21 09 00,40,6,5302,3,13191,7,5070,0,9505,6,6636,7,17065,7,7431,13,10515,1,1,1,1,4
2020 01 21 10 00,4,3,7850,6,9564,0,5087,7,5489,6,10233,3,11553,7,6379,0,8875,1,1,0,0,2
2020 01 21 11 00,4,3,13066,4,16814,0,2704,7,5722,3,15191,6,18545,0,4986,7,5794,1,1,1,1,4
2020 01 21 12 00,4,3,14283,4,14754,0,537,7,6481,3,14820,4,15828,0,1074,7,6481,1,1,1,1,4
2020 01 21 13 00,4,3,9513,4,10788,0,0,7,7018,3,9513,4,10788,0,0,7,7018,1,1,1,1,4
2020 01 21 14 00,4,3,6752,4,10090,0,242,7,6789,3,6990,4,10562,0,480,7,6793,1,1,1,1,4
2020 01 21 15 00,4,3,5577,4,10434,0,543,7,6507,3,6108,4,11488,0,1074,7,6517,1,1,1,1,4
