,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2020 01 24 01 00,4,3,13049,4,15667,0,13691,7,14462,3,18157,4,20521,7,16632,13,19726,1,1,1,0,3
2020 01 24 02 00,40,3,11992,4,15904,0,12509,7,12825,3,17010,6,19064,7,14671,13,18292,0,0,0,1,1
2020 01 24 03 00,4,3,10296,4,14831,0,14922,7,15040,3,15950,6,19369,7,17548,13,20055,1,1,1,0,3
2020 01 24 04 00,4,3,7697,4,9182,0,16611,1,17838,4,12206,3,12682,30,17868,7,18889,1,1,0,0,2
2020 01 24 05 00,4,4,6998,3,7167,1,16024,30,16046,4,9065,3,12533,30,16046,1,20445,0,0,0,0,0
2020 01 24 06 00,4,3,7108,4,8435,1,16225,30,16257,4,11347,3,12352,30,16257,7,19174,1,0,0,0,1
2020 01 24 07 00,40,3,8600,4,11985,0,15680,7,15690,3,14214,4,16667,7,16916,30,18444,0,0,0,1,1
2020 01 24 08 00,40,3,9884,6,14850,7,13042,0,13820,3,15612,6,16316,7,14628,9,18876,0,1,0,1,2
2020 01 24 09 00,40,3,10596,6,12215,7,10795,0,12309,6,13537,3,16381,7,12446,13,16815,0,1,1,1,3
2020 01 24 10 00,40,3,9952,6,13913,7,12750,0,13634,6,15216,3,15588,7,14510,13,18208,0,1,1,1,3
2020 01 24 11 00,40,6,8602,3,13063,7,7866,0,11664,6,10237,3,19798,7,10075,13,13581,1,1,1,1,4
2020 01 24 12 00,40,6,7640,3,12170,7,6895,0,10450,6,8688,3,18530,7,8603,13,12791,1,1,1,1,4
2020 01 24 13 00,40,6,7867,3,12973,7,6883,0,10890,6,9555,3,19622,7,9008,9,12757,1,1,1,1,4
