,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2020 01 11 01 00,0,1,3058,2,13815,0,1685,7,8382,1,4388,2,14375,0,2407,7,8382,1,1,1,1,4
2020 01 11 02 00,0,1,3812,2,14002,0,1956,7,8599,1,5420,2,14723,0,2802,7,8599,1,1,1,1,4
2020 01 11 03 00,0,1,4492,2,13974,0,2399,7,8915,1,6421,2,14844,0,3479,7,8918,1,1,1,1,4
2020 01 11 04 00,0,1,2920,2,13750,0,2109,7,8698,1,4282,2,14335,0,3083,7,8698,1,1,1,1,4
2020 01 11 05 00,0,1,1890,2,13878,0,1259,7,8019,1,2755,2,14251,0,1845,7,8019,1,1,1,1,4
2020 01 11 06 00,0,1,2438,2,13878,0,1472,7,8197,1,3521,2,14346,0,2136,7,8197,1,1,1,1,4
2020 01 11 07 00,0,1,2582,2,13851,0,1726,7,8399,1,3754,2,14361,0,2508,7,8399,1,1,1,1,4
2020 01 11 08 00,0,1,2298,2,13891,0,1725,7,8396,1,3364,2,14367,0,2511,7,8396,1,1,1,1,4
2020 01 11 09 00,0,1,1988,2,13878,0,1517,7,8228,1,2920,2,14289,0,2215,7,8228,1,1,1,1,4
2020 01 11 10 00,0,1,1290,2,13908,0,1135,7,7919,1,1921,2,14188,0,1667,7,7919,1,1,1,1,4
2020 01 11 11 00,0,1,490,2,14022,0,433,7,7348,1,735,2,14141,0,671,7,7348,1,1,1,1,4
2020 01 11 12 00,0,1,40,2,14036,0,35,7,7045,1,60,2,14046,0,55,7,7045,1,1,1,1,4
2020 01 11 13 00,0,1,18,2,14018,0,0,7,7018,1,27,2,14018,0,0,7,7018,1,1,1,1,4
2020 01 11 14 00,0,1,78,2,14013,0,16,7,7030,1,112,2,14023,0,26,7,7030,1,1,1,1,4
2020 01 11 15 00,0,1,28,2,14036,0,23,7,7035,1,42,2,14043,0,37,7,7035,1,1,1,1,4
2020 01 11 16 00,0,1,8,2,14036,0,6,7,7023,1,12,2,14038,0,10,7,7023,1,1,1,1,4
2020 01 11 17 00,0,1,4,2,14036,0,3,7,7020,1,6,2,14037,0,5,7,7020,1,1,1,1,4
2020 01 11 18 00,0,1,4,2,14036,0,3,7,7020,1,6,2,14037,0,5,7,7020,1,1,1,1,4
2020 01 11 19 00,0,1,0,2,14036,0,0,7,7018,1,0,2,14036,0,0,7,7018,1,1,1,1,4
2020 01 11 20 00,0,1,28,2,14036,0,23,7,7035,1,42,2,14043,0,37,7,7035,1,1,1,1,4
2020 01 11 21 00,0,1,184,2,14032,0,152,7,7132,1,276,2,14077,0,242,7,7132,1,1,1,1,4
2020 01 11 22 00,0,1,108,2,14036,0,96,7,7090,1,162,2,14063,0,150,7,7090,1,1,1,1,4
2020 01 11 23 00,0,1,56,2,14032,0,50,7,7057,1,84,2,14045,0,76,7,7057,1,1,1,1,4
2020 01 12 00 00,0,1,44,2,14032,0,41,7,7050,1,66,2,14042,0,61,7,7050,1,1,1,1,4
2020 01 12 01 00,0,1,26,2,14030,0,21,7,7034,1,39,2,14035,0,31,7,7034,1,1,1,1,4
2020 01 12 02 00,0,1,12,2,14036,0,10,7,7025,1,18,2,14039,0,16,7,7025,1,1,1,1,4
2020 01 12 03 00,0,1,16,2,14036,0,15,7,7030,1,24,2,14040,0,23,7,7030,1,1,1,1,4
2020 01 12 04 00,0,1,8,2,14036,0,6,7,7023,1,12,2,14038,0,10,7,7023,1,1,1,1,4
2020 01 12 05 00,0,1,0,2,14036,0,0,7,7018,1,0,2,14036,0,0,7,7018,1,1,1,1,4
2020 01 12 06 00,0,1,32,2,14036,0,26,7,7038,1,48,2,14044,0,42,7,7038,1,1,1,1,4
2020 01 12 07 00,0,1,210,2,14010,0,166,7,7144,1,315,2,14056,0,258,7,7144,1,1,1,1,4
2020 01 12 08 00,0,1,418,2,14025,0,406,7,7337,1,626,2,14126,0,606,7,7337,1,1,1,1,4
2020 01 12 09 00,0,1,402,2,14034,0,412,7,7342,1,603,2,14134,0,612,7,7342,1,1,1,1,4
2020 01 12 10 00,0,1,136,2,14036,0,138,7,7126,1,204,2,14070,0,206,7,7126,1,1,1,1,4
2020 01 12 11 00,0,1,0,2,14036,0,0,7,7018,1,0,2,14036,0,0,7,7018,1,1,1,1,4
2020 01 12 12 00,0,1,0,2,14036,0,0,7,7018,1,0,2,14036,0,0,7,7018,1,1,1,1,4
2020 01 12 13 00,0,1,0,2,14036,0,0,7,7018,1,0,2,14036,0,0,7,7018,1,1,1,1,4
2020 01 12 14 00,0,1,0,2,14036,0,0,7,7018,1,0,2,14036,0,0,7,7018,1,1,1,1,4
2020 01 12 15 00,0,1,486,2,13550,0,0,7,7018,1,729,2,13550,0,0,7,7018,1,1,1,1,4
2020 01 12 16 00,0,1,1658,2,12378,0,0,7,7018,1,2487,2,12378,0,0,7,7018,1,1,1,1,4
2020 01 12 17 00,0,1,5692,2,8344,0,0,7,7018,2,8344,1,8538,0,0,7,7018,1,1,0,1,3
2020 01 12 18 00,6,2,4652,1,9384,0,0,7,7018,2,4652,1,14076,0,0,7,7018,1,1,1,1,4
2020 01 12 19 00,6,2,5364,1,8676,0,3,7,7020,2,5365,1,13014,0,5,7,7020,1,1,1,1,4
2020 01 12 20 00,6,2,6062,1,7986,0,10,7,7025,2,6065,1,11979,0,16,7,7025,1,1,1,1,4
2020 01 12 21 00,6,2,6304,1,7740,0,6,7,7023,2,6306,1,11610,0,10,7,7023,1,1,1,1,4
2020 01 12 22 00,0,1,4878,2,9174,0,15,7,7030,1,7317,2,9178,0,23,7,7030,1,1,1,1,4
2020 01 12 23 00,0,1,5570,2,8474,0,8,7,7025,1,8355,2,8476,0,12,7,7025,1,1,1,1,4
2020 01 13 00 00,6,2,1678,1,12366,0,8,7,7025,2,1680,12,14879,0,12,7,7025,1,1,1,1,4
