,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 11 03 01 00,4,3,4512,4,5265,0,16704,1,17236,4,6281,3,8443,30,17253,7,19870,1,1,0,0,2
2019 11 03 02 00,33,3,7938,4,9139,1,19266,30,19278,4,12409,3,13613,30,19278,7,22974,0,0,1,0,1
2019 11 03 03 00,40,6,7885,3,16416,7,8807,9,12856,6,10405,8,21219,7,11941,13,14146,1,1,1,1,4
2019 11 03 04 00,40,6,9214,3,11500,7,8223,0,11464,6,10229,3,17840,7,9383,9,14732,1,1,1,1,4
2019 11 03 05 00,4,3,6819,4,9547,0,13543,7,14432,3,11595,4,13113,7,14520,30,15761,1,1,1,0,3
2019 11 03 06 00,4,4,5619,3,7463,1,14913,30,14939,4,6255,5,10233,30,14939,1,17754,0,0,0,0,0
2019 11 03 07 00,4,4,9354,3,10034,0,15480,1,17274,4,11374,3,14587,30,17311,7,18991,0,1,0,0,1
2019 11 03 08 00,72,12,16207,16,19911,18,12064,18,12064,12,17184,16,20067,21,12376,19,12390,1,1,1,0,3
2019 11 03 09 00,4,3,11966,6,14184,7,10627,0,11295,6,17810,3,17961,7,14835,20,15035,1,0,0,0,1
2019 11 03 10 00,4,3,3258,4,10807,0,1209,7,5927,3,4425,6,12748,0,2376,7,5961,1,1,1,1,4
2019 11 03 11 00,4,3,2319,4,10233,0,1112,7,6041,3,3375,6,12219,0,2168,7,6088,1,1,1,1,4
2019 11 03 12 00,4,3,10145,4,12931,0,910,7,6303,3,10986,4,14557,0,1751,7,6359,1,1,1,1,4
2019 11 03 13 00,4,4,15309,2,15331,0,1614,7,7265,4,16609,3,16760,0,2607,7,7623,0,1,0,1,2
2019 11 03 14 00,4,3,9838,4,14327,0,2224,7,6371,3,11502,4,17205,0,3888,7,6821,1,1,1,1,4
2019 11 03 15 00,40,3,18662,4,21424,0,5155,7,7081,3,21903,6,22602,0,8436,7,8508,0,0,0,0,0
2019 11 03 16 00,40,3,21491,2,22198,0,3959,7,5854,6,23747,12,24356,7,6689,0,6918,0,0,1,1,2
2019 11 03 17 00,0,2,20700,4,22051,0,3064,7,6189,12,24158,3,24669,0,5282,7,6902,0,1,0,1,2
2019 11 03 18 00,0,1,16999,2,17115,0,1584,7,6093,2,20704,12,22386,0,2937,7,6250,1,1,0,1,3
2019 11 03 19 00,0,2,17165,1,18493,0,1051,7,5984,2,20850,12,22904,0,2098,7,5984,0,1,0,1,2
2019 11 03 20 00,0,1,11746,2,15100,0,905,7,6740,1,16353,2,17284,0,1637,7,6740,1,1,1,1,4
2019 11 03 21 00,0,1,13418,2,15197,0,690,7,6794,2,17552,1,18479,0,1244,7,6794,1,1,0,1,3
2019 11 03 22 00,0,1,14379,2,15519,0,872,7,6833,2,18105,1,19810,0,1557,7,6833,1,1,0,1,3
2019 11 03 23 00,0,2,15867,4,17654,0,1621,7,7942,4,18076,5,18597,0,2452,7,7942,0,1,0,1,2
2019 11 04 00 00,4,2,17484,4,17488,0,1673,7,7069,4,18968,5,19875,0,2828,7,7231,0,1,0,1,2
2019 11 04 01 00,4,3,10537,6,15239,0,3330,7,6067,3,12882,6,15473,0,5675,7,6900,1,1,1,1,4
2019 11 04 02 00,40,6,8329,3,11736,7,3612,0,5452,6,8913,3,16461,7,4196,0,10177,1,1,1,1,4
2019 11 04 03 00,40,3,17514,4,19982,0,2833,7,5252,3,19946,6,21116,0,5266,7,5576,0,0,0,0,0
2019 11 04 04 00,40,3,19354,4,20959,0,3244,7,5664,3,21826,6,22441,0,5751,7,6247,0,0,0,0,0
2019 11 04 05 00,40,3,16138,6,17196,0,5363,7,5919,6,18046,3,19836,7,7135,0,9124,0,0,1,1,2
