,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2020 01 10 01 00,4,3,10403,6,11788,7,7481,0,8035,6,13661,3,15319,7,9385,0,13238,1,0,0,0,1
2020 01 10 02 00,4,3,9275,6,11931,0,8375,7,8560,3,13987,6,13989,7,11073,0,13250,1,1,1,0,3
2020 01 10 03 00,4,3,6801,6,8268,0,4232,7,4749,6,8508,3,10246,7,5171,0,7766,1,1,0,0,2
2020 01 10 04 00,4,3,6022,6,8368,0,3317,7,4368,6,8412,3,9070,7,4424,0,6439,1,1,0,0,2
2020 01 10 05 00,4,3,4435,6,10144,0,2778,7,5390,3,6741,6,10148,0,5261,7,5394,1,1,1,1,4
2020 01 10 06 00,4,3,2596,4,8697,0,4455,7,8990,3,4337,4,10407,0,7082,7,8990,1,1,1,1,4
2020 01 10 07 00,4,3,1762,4,7011,0,4877,7,10262,3,3173,4,7713,0,7348,7,10262,1,1,1,1,4
2020 01 10 08 00,4,3,1927,4,7791,0,4276,7,9467,3,3314,4,8871,0,6510,7,9475,1,1,1,1,4
2020 01 10 09 00,4,3,5691,4,9564,0,4304,7,9329,3,7162,4,10810,0,6623,7,9329,1,1,1,1,4
2020 01 10 10 00,4,3,13151,4,13414,0,4386,7,9396,3,14621,4,14684,0,6691,7,9402,1,1,1,1,4
2020 01 10 11 00,0,2,15745,1,17685,0,2919,7,8455,2,19037,4,20092,0,4524,7,8461,0,1,0,1,2
2020 01 10 12 00,0,1,13389,2,14471,0,3096,7,9101,2,16838,1,18672,0,4521,7,9101,1,1,0,1,3
2020 01 10 13 00,0,1,10015,2,15057,0,2355,7,8229,1,14044,2,17034,0,3582,7,8229,1,1,1,1,4
2020 01 10 14 00,0,1,9346,2,14852,0,2543,7,8370,1,13193,2,16724,0,3851,7,8370,1,1,1,1,4
2020 01 10 15 00,0,1,6494,2,15004,0,2085,7,8002,1,9229,2,16449,0,3223,7,8034,1,1,1,1,4
2020 01 10 16 00,0,1,5716,2,14550,0,1397,7,7832,1,8001,2,15658,0,2142,7,7834,1,1,1,1,4
2020 01 10 17 00,0,1,5212,2,14617,0,1506,7,7674,1,7414,2,15734,0,2354,7,7708,1,1,1,1,4
2020 01 10 18 00,0,1,5603,2,14059,0,1409,7,7818,1,7913,2,15083,0,2135,7,7844,1,1,1,1,4
2020 01 10 19 00,0,1,14575,2,15110,0,1948,7,8208,2,17624,1,20023,0,2891,7,8232,1,1,0,1,3
2020 01 10 20 00,0,2,15872,1,16058,0,2109,7,8166,2,18770,4,20486,0,3188,7,8168,0,1,0,1,2
2020 01 10 21 00,0,2,15523,1,15850,0,2829,7,8828,2,18386,4,19983,0,4194,7,8846,0,1,0,1,2
2020 01 10 22 00,0,1,10990,2,14998,0,3055,7,9018,1,15359,2,17108,0,4487,7,9018,1,1,1,1,4
2020 01 10 23 00,0,1,6536,2,14216,0,3145,7,9384,1,9308,2,15510,0,4533,7,9384,1,1,1,1,4
2020 01 11 00 00,0,1,5823,2,14048,0,2991,7,9411,1,8274,2,15158,0,4236,7,9411,1,1,1,1,4
2020 01 11 01 00,0,1,5743,2,13994,0,2849,7,9340,1,8136,2,15060,0,4018,7,9340,1,1,1,1,4
2020 01 11 02 00,0,1,5852,2,14082,0,2957,7,9424,1,8288,2,15189,0,4191,7,9424,1,1,1,1,4
2020 01 11 03 00,0,1,4990,2,14046,0,2535,7,9065,1,7085,2,14996,0,3635,7,9065,1,1,1,1,4
2020 01 11 04 00,0,1,4118,2,13854,0,2242,7,8823,1,5897,2,14628,0,3230,7,8823,1,1,1,1,4
2020 01 11 05 00,0,1,3706,2,13910,0,2193,7,8784,1,5323,2,14628,0,3157,7,8784,1,1,1,1,4
2020 01 11 06 00,0,1,3494,2,13799,0,2309,7,8877,1,5066,2,14482,0,3325,7,8877,1,1,1,1,4
2020 01 11 07 00,0,1,2818,2,13784,0,2160,7,8766,1,4125,2,14349,0,3086,7,8766,1,1,1,1,4
2020 01 11 08 00,0,1,2508,2,13894,0,2035,7,8656,1,3680,2,14424,0,2931,7,8656,1,1,1,1,4
2020 01 11 09 00,0,1,2512,2,13865,0,1966,7,8601,1,3681,2,14385,0,2832,7,8601,1,1,1,1,4
2020 01 11 10 00,0,1,2096,2,13850,0,1818,7,8484,1,3098,2,14293,0,2612,7,8484,1,1,1,1,4
2020 01 11 11 00,0,1,1226,2,13949,0,1130,7,7912,1,1830,2,14227,0,1668,7,7912,1,1,1,1,4
2020 01 11 12 00,0,1,260,2,14018,0,210,7,7184,1,384,2,14074,0,310,7,7184,1,1,1,1,4
2020 01 11 13 00,0,1,142,2,14009,0,86,7,7086,1,208,2,14034,0,126,7,7086,1,1,1,1,4
2020 01 11 14 00,0,1,152,2,14008,0,67,7,7070,1,220,2,14033,0,101,7,7070,1,1,1,1,4
2020 01 11 15 00,0,1,116,2,14012,0,65,7,7069,1,170,2,14032,0,97,7,7069,1,1,1,1,4
2020 01 11 16 00,0,1,72,2,14028,0,61,7,7065,1,108,2,14044,0,93,7,7065,1,1,1,1,4
2020 01 11 17 00,0,1,88,2,14015,0,58,7,7063,1,131,2,14031,0,88,7,7063,1,1,1,1,4
2020 01 11 18 00,0,1,398,2,13987,0,325,7,7277,1,590,2,14069,0,475,7,7277,1,1,1,1,4
2020 01 11 19 00,0,1,854,2,13988,0,837,7,7697,1,1267,2,14179,0,1191,7,7697,1,1,1,1,4
2020 01 11 20 00,0,1,1064,2,13967,0,1067,7,7884,1,1583,2,14206,0,1519,7,7884,1,1,1,1,4
2020 01 11 21 00,0,1,952,2,13983,0,985,7,7812,1,1423,2,14204,0,1417,7,7812,1,1,1,1,4
2020 01 11 22 00,0,1,840,2,13983,0,810,7,7662,1,1255,2,14176,0,1186,7,7662,1,1,1,1,4
2020 01 11 23 00,0,1,656,2,13997,0,659,7,7545,1,981,2,14149,0,957,7,7545,1,1,1,1,4
2020 01 12 00 00,0,1,434,2,14007,0,404,7,7338,1,648,2,14106,0,596,7,7338,1,1,1,1,4
