,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 11 20 01 00,0,1,4932,2,13446,0,2325,7,8849,1,7100,2,14308,0,3453,7,8849,1,1,1,1,4
2019 11 20 02 00,0,1,3124,2,13887,0,2092,7,8674,1,4545,2,14525,0,3086,7,8674,1,1,1,1,4
2019 11 20 03 00,0,1,3016,2,13807,0,1623,7,8301,1,4347,2,14371,0,2397,7,8301,1,1,1,1,4
2019 11 20 04 00,0,1,3606,2,13857,0,1007,7,7804,1,5064,2,14455,0,1513,7,7804,1,1,1,1,4
2019 11 20 05 00,0,1,1712,2,13634,0,528,7,7423,1,2462,2,13882,0,812,7,7423,1,1,1,1,4
2019 11 20 06 00,0,1,2830,2,12950,0,337,7,7275,1,4049,2,13239,0,523,7,7275,1,1,1,1,4
2019 11 20 07 00,0,1,11288,2,14794,0,222,7,7187,1,15246,2,16541,0,344,7,7187,1,1,1,1,4
2019 11 20 08 00,4,2,16732,4,17020,0,504,7,7412,4,17020,5,17147,0,758,7,7412,0,1,0,1,2
2019 11 20 09 00,4,4,15882,5,16195,0,1196,7,7897,4,15958,5,16271,0,1784,7,7897,0,1,0,1,2
2019 11 20 10 00,4,4,14699,5,15098,0,1513,7,8143,4,14769,5,15168,0,2276,7,8143,0,1,0,1,2
2019 11 20 11 00,0,2,16180,4,16652,0,1860,7,8474,4,16652,5,17115,0,2786,7,8474,0,1,0,1,2
2019 11 20 12 00,0,1,13170,2,14412,0,1760,7,8403,2,16531,1,18065,0,2618,7,8403,1,1,0,1,3
2019 11 20 13 00,0,1,14678,2,14684,0,1120,7,7884,2,16999,4,19460,0,1706,7,7884,1,1,0,1,3
