,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2020 01 14 01 00,4,3,7432,4,8876,0,2779,7,9238,3,8066,4,8876,0,4047,7,9238,1,1,1,1,4
2020 01 14 02 00,4,3,5065,4,7901,0,2680,7,9165,3,5669,4,7901,0,3888,7,9165,1,1,1,1,4
2020 01 14 03 00,4,3,5279,4,7787,0,3103,7,9470,3,6022,4,7787,0,4589,7,9470,1,1,1,1,4
2020 01 14 04 00,4,3,3196,4,7170,0,2920,7,9335,3,3881,4,7170,0,4290,7,9335,1,1,1,1,4
2020 01 14 05 00,4,3,3918,4,7420,0,2838,7,9261,3,4596,4,7420,0,4194,7,9261,1,1,1,1,4
2020 01 14 06 00,4,3,7822,4,8881,0,2646,7,9107,3,8459,4,8881,0,3920,7,9107,1,1,1,1,4
2020 01 14 07 00,4,3,6743,4,8413,0,2721,7,9148,3,7410,4,8427,0,4049,7,9148,1,1,1,1,4
2020 01 14 08 00,4,3,5918,4,8709,0,2476,7,8707,3,6635,4,8995,0,3767,7,8707,1,1,1,1,4
2020 01 14 09 00,4,3,4857,4,8687,0,3686,7,9108,3,6090,4,9605,0,5693,7,9108,1,1,1,1,4
2020 01 14 10 00,4,3,3745,4,8075,0,4449,7,9735,3,5137,4,8983,0,6779,7,9735,1,1,1,1,4
2020 01 14 11 00,4,3,2167,4,7181,0,4388,7,10100,3,3307,4,7705,0,6406,7,10100,1,1,1,1,4
2020 01 14 12 00,4,3,3016,4,7346,0,5121,7,10688,3,4294,4,7906,0,7397,7,10688,1,1,1,1,4
2020 01 14 13 00,4,3,2411,4,6769,0,5834,7,11425,3,3756,4,7173,0,8322,7,11425,1,1,1,1,4
2020 01 14 14 00,4,3,2847,4,7231,0,5282,7,10810,3,4169,4,7791,0,7646,7,10810,1,1,1,1,4
2020 01 14 15 00,4,3,4003,4,7618,0,4558,7,10321,3,5145,4,8048,0,6627,7,10321,1,1,1,1,4
2020 01 14 16 00,4,3,5783,4,7795,0,5616,7,11309,3,7075,4,8107,0,8044,7,11309,1,1,1,1,4
2020 01 14 17 00,4,3,3568,4,6378,0,6375,7,12176,3,4940,4,6378,0,9119,7,12176,1,1,1,1,4
2020 01 14 18 00,4,3,1870,4,5707,0,6595,7,12328,3,3323,4,5707,0,9501,7,12328,1,1,1,1,4
2020 01 14 19 00,4,3,1693,4,5401,0,7646,7,13184,3,3351,4,5417,0,10954,7,13184,1,1,1,1,4
2020 01 14 20 00,4,3,2396,4,5798,0,7690,7,13095,3,4119,4,5950,0,11060,7,13095,1,1,1,1,4
2020 01 14 21 00,4,3,4391,4,8975,0,6585,7,10758,3,6503,4,10719,0,9937,7,10758,1,1,1,1,4
2020 01 14 22 00,4,3,5943,4,9030,0,5667,7,10729,3,7560,4,9972,0,8430,7,10729,1,1,1,1,4
2020 01 14 23 00,4,3,6217,4,9817,0,6016,7,10323,3,8242,4,11475,0,9237,7,10323,1,1,1,1,4
2020 01 15 00 00,4,3,6093,4,12032,0,7359,7,9377,3,9272,6,13469,7,9377,0,11754,1,1,1,0,3
2020 01 15 01 00,40,3,8246,6,9997,7,6706,0,6848,6,10045,3,12268,7,6754,0,11622,0,1,1,1,3
2020 01 15 02 00,4,3,6959,6,10809,0,7463,7,8083,3,10715,6,10901,7,8343,0,12138,1,1,1,0,3
2020 01 15 03 00,40,6,7907,3,8281,7,5572,0,6631,6,7965,3,12690,7,5640,0,11652,1,1,1,1,4
2020 01 15 04 00,40,3,8655,6,8708,7,6464,0,7550,6,8966,3,13233,7,6789,0,12839,0,1,1,1,3
2020 01 15 05 00,40,3,8222,6,8865,7,6356,0,7017,6,8951,3,12481,7,6587,0,11953,0,1,1,1,3
2020 01 15 06 00,40,6,7553,3,8511,7,5350,0,6531,6,7620,3,12963,7,5657,0,11493,1,1,1,1,4
2020 01 15 07 00,40,6,7559,3,8858,7,5274,0,6596,6,7984,3,13454,7,5991,0,11541,1,1,1,1,4
2020 01 15 08 00,40,6,7312,3,9202,7,5327,0,6937,6,7732,3,13924,7,6144,0,11997,1,1,1,1,4
2020 01 15 09 00,40,6,7400,3,8205,7,4551,0,5429,6,7538,3,12388,7,4723,0,9908,1,1,1,1,4
